comune;provincia autonoma;popolazione;superficie;densità;altitudine;link;codice postale;istat;sito;comuni confinanti;lat;lon
brentonico;trento;4124;6321;65;692;https://it.wikipedia.org/wiki/Brentonico;38060;022025;http://www.comune.brentonico.tn.it;https://it.wikipedia.org/wiki/Ala_(Italia)|https://it.wikipedia.org/wiki/Avio|https://it.wikipedia.org/wiki/Malcesine|https://it.wikipedia.org/wiki/Provincia_di_Verona|https://it.wikipedia.org/wiki/Mori_(Italia)|https://it.wikipedia.org/wiki/Nago-Torbole;45°49′N;10°57′E
bresimo;trento;244;4077;598;1036;https://it.wikipedia.org/wiki/Bresimo;38020;022026;http://www.comune.bresimo.tn.it;https://it.wikipedia.org/wiki/Caldes|https://it.wikipedia.org/wiki/Cis_(Italia)|https://it.wikipedia.org/wiki/Livo_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Mal%C3%A9_(Italia)|https://it.wikipedia.org/wiki/Rabbi_(comune)|https://it.wikipedia.org/wiki/Rumo|https://it.wikipedia.org/wiki/Ultimo_(Italia);46°24′42.53″N;10°58′15.24″E
caderzone terme;trento;696;1866;37;723;https://it.wikipedia.org/wiki/Caderzone_Terme;38080;022029;https://www.comune.caderzoneterme.tn.it/;https://it.wikipedia.org/wiki/Bocenago|https://it.wikipedia.org/wiki/Carisolo|https://it.wikipedia.org/wiki/Giustino_(Italia)|https://it.wikipedia.org/wiki/Massimeno|https://it.wikipedia.org/wiki/Pinzolo|https://it.wikipedia.org/wiki/Spiazzo|https://it.wikipedia.org/wiki/Strembo;46°08′N;10°45′E
calceranica al lago;trento;1395;386;361;465;https://it.wikipedia.org/wiki/Calceranica_al_Lago;38050;022032;https://www.comune.calceranica.tn.it/;https://it.wikipedia.org/wiki/Caldonazzo|https://it.wikipedia.org/wiki/Pergine_Valsugana|https://it.wikipedia.org/wiki/Altopiano_della_Vigolana;46°00′13″N;11°14′33″E
caldes;trento;1106;2076;53;697;https://it.wikipedia.org/wiki/Caldes;38022;022033;http://www.comune.caldes.tn.it;https://it.wikipedia.org/wiki/Bresimo|https://it.wikipedia.org/wiki/Cavizzana|https://it.wikipedia.org/wiki/Cis_(Italia)|https://it.wikipedia.org/wiki/Cles|https://it.wikipedia.org/wiki/Mal%C3%A9_(Italia)|https://it.wikipedia.org/wiki/Terzolas;46°22′N;10°57′E
caldonazzo;trento;3962;2131;186;480;https://it.wikipedia.org/wiki/Caldonazzo;38052;022034;http://www.comune.caldonazzo.tn.it/;https://it.wikipedia.org/wiki/Altopiano_della_Vigolana|https://it.wikipedia.org/wiki/Calceranica_al_Lago|https://it.wikipedia.org/wiki/Folgaria|https://it.wikipedia.org/wiki/Lavarone|https://it.wikipedia.org/wiki/Levico_Terme|https://it.wikipedia.org/wiki/Luserna|https://it.wikipedia.org/wiki/Pergine_Valsugana|https://it.wikipedia.org/wiki/Tenna_(comune);46°00′N;11°16′E
calliano;trento;2038;1064;192;187;https://it.wikipedia.org/wiki/Calliano_(Trentino-Alto_Adige);CAP 38060;022035;http://www.comune.calliano.tn.it;https://it.wikipedia.org/wiki/Besenello|https://it.wikipedia.org/wiki/Folgaria|https://it.wikipedia.org/wiki/Nomi_(Italia)|https://it.wikipedia.org/wiki/Rovereto|https://it.wikipedia.org/wiki/Volano_(Italia);45°56′20.77″N;11°06′55.45″E
campitello di fassa;trento;700;2502;28;1448;https://it.wikipedia.org/wiki/Campitello_di_Fassa;38031;022036;http://www.comune.campitellodifassa.tn.it;https://it.wikipedia.org/wiki/Canazei|https://it.wikipedia.org/wiki/Castelrotto|https://it.wikipedia.org/wiki/Mazzin|https://it.wikipedia.org/wiki/Santa_Cristina_Valgardena|https://it.wikipedia.org/wiki/Selva_di_Val_Gardena|https://it.wikipedia.org/wiki/Tires;46°28′34.2″N;11°44′29.49″E
campodenno;trento;1509;2422;62;534;https://it.wikipedia.org/wiki/Campodenno;38010;022037;http://www.comunecampodenno.it;https://it.wikipedia.org/wiki/Denno|https://it.wikipedia.org/wiki/Spormaggiore|https://it.wikipedia.org/wiki/Sporminore|https://it.wikipedia.org/wiki/Ton|https://it.wikipedia.org/wiki/Ville_d%27Anaunia|https://it.wikipedia.org/wiki/Cont%C3%A0;46°15′N;11°02′E
canal san bovo;trento;1462;12513;12;757;https://it.wikipedia.org/wiki/Canal_San_Bovo;38050;022038;https://www.comune.canalsanbovo.tn.it/;https://it.wikipedia.org/wiki/Castello_Tesino|https://it.wikipedia.org/wiki/Cinte_Tesino|https://it.wikipedia.org/wiki/Imer|https://it.wikipedia.org/wiki/Lamon|https://it.wikipedia.org/wiki/Mezzano_(comune)|https://it.wikipedia.org/wiki/Pieve_Tesino|https://it.wikipedia.org/wiki/Predazzo|https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza|https://it.wikipedia.org/wiki/Sovramonte|https://it.wikipedia.org/wiki/Ziano_di_Fiemme;46°09′23″N;11°44′01″E
canazei;trento;1832;6705;27;1465;https://it.wikipedia.org/wiki/Canazei;38032;022039;https://www.comune.canazei.tn.it/;https://it.wikipedia.org/wiki/Campitello_di_Fassa|https://it.wikipedia.org/wiki/Corvara_in_Badia|https://it.wikipedia.org/wiki/Livinallongo_del_Col_di_Lana|https://it.wikipedia.org/wiki/Mazzin|https://it.wikipedia.org/wiki/Rocca_Pietore|https://it.wikipedia.org/wiki/Selva_di_Val_Gardena|https://it.wikipedia.org/wiki/San_Giovanni_di_Fassa;46°28′36.77″N;11°46′15.87″E
capriana;trento;595;1285;46;1007;https://it.wikipedia.org/wiki/Capriana;38030;022040;http://www.comunecapriana.com/;https://it.wikipedia.org/wiki/Altavalle|https://it.wikipedia.org/wiki/Anterivo|https://it.wikipedia.org/wiki/Castello-Molina_di_Fiemme|https://it.wikipedia.org/wiki/Montagna_(Italia)|https://it.wikipedia.org/wiki/Salorno_sulla_Strada_del_Vino|https://it.wikipedia.org/wiki/Sover|https://it.wikipedia.org/wiki/Trodena_nel_parco_naturale|https://it.wikipedia.org/wiki/Valfloriana;46°16′N;11°20′E
carisolo;trento;921;2549;36;808;https://it.wikipedia.org/wiki/Carisolo;38080;022042;https://www.comune.carisolo.tn.it/;https://it.wikipedia.org/wiki/Caderzone_Terme|https://it.wikipedia.org/wiki/Giustino_(Italia)|https://it.wikipedia.org/wiki/Ossana|https://it.wikipedia.org/wiki/Pinzolo|https://it.wikipedia.org/wiki/Vermiglio_(Italia);46°10′08.76″N;10°45′49.57″E
carzano;trento;510;175;291;433;https://it.wikipedia.org/wiki/Carzano;38050;022043;http://www.comune.carzano.tn.it;https://it.wikipedia.org/wiki/Castelnuovo_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Scurelle|https://it.wikipedia.org/wiki/Telve;46°04′15.28″N;11°29′37.64″E
castel condino;trento;225;1092;21;811;https://it.wikipedia.org/wiki/Castel_Condino;38082;022045;http://www.comune.castelcondino.tn.it;https://it.wikipedia.org/wiki/Borgo_Chiese|https://it.wikipedia.org/wiki/Pieve_di_Bono-Prezzo|https://it.wikipedia.org/wiki/Valdaone;45°55′N;10°36′E
castel ivano;trento;3268;3511;93;506;https://it.wikipedia.org/wiki/Castel_Ivano_(comune);38059;022240;https://www.comune.castel-ivano.tn.it/;https://it.wikipedia.org/wiki/Asiago|https://it.wikipedia.org/wiki/Bieno|https://it.wikipedia.org/wiki/Castelnuovo_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Ospedaletto|https://it.wikipedia.org/wiki/Pieve_Tesino|https://it.wikipedia.org/wiki/Samone_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Scurelle;46°03′58.9″N;11°31′24.85″E
castello tesino;trento;1158;11227;10;871;https://it.wikipedia.org/wiki/Castello_Tesino;38053;022048;https://www.comune.castello-tesino.tn.it/;https://it.wikipedia.org/wiki/Arsi%C3%A8|https://it.wikipedia.org/wiki/Canal_San_Bovo|https://it.wikipedia.org/wiki/Cinte_Tesino|https://it.wikipedia.org/wiki/Grigno|https://it.wikipedia.org/wiki/Lamon|https://it.wikipedia.org/wiki/Pieve_Tesino|https://it.wikipedia.org/wiki/Scurelle;46°03′48.35″N;11°37′59.92″E
castello-molina di fiemme;trento;2319;5481;42;1005;https://it.wikipedia.org/wiki/Castello-Molina_di_Fiemme;38030;022047;https://www.comune.castellomolina.tn.it/;https://it.wikipedia.org/wiki/Anterivo|https://it.wikipedia.org/wiki/Capriana|https://it.wikipedia.org/wiki/Cavalese|https://it.wikipedia.org/wiki/Pieve_Tesino|https://it.wikipedia.org/wiki/Telve|https://it.wikipedia.org/wiki/Valfloriana|https://it.wikipedia.org/wiki/Ville_di_Fiemme;46°16′19.49″N;11°25′01.92″E
castelnuovo;trento;1086;1334;81;348;https://it.wikipedia.org/wiki/Castelnuovo_(Trentino-Alto_Adige);38050;022049;http://www.comune.castelnuovo.tn.it;https://it.wikipedia.org/wiki/Asiago|https://it.wikipedia.org/wiki/Borgo_Valsugana|https://it.wikipedia.org/wiki/Carzano|https://it.wikipedia.org/wiki/Castel_Ivano_(Italia)|https://it.wikipedia.org/wiki/Scurelle|https://it.wikipedia.org/wiki/Telve;46°03′06.91″N;11°29′39.16″E
cavalese;trento;3987;4517;88;1000;https://it.wikipedia.org/wiki/Cavalese;38033;022050;http://www.comunecavalese.it;https://it.wikipedia.org/wiki/Castello-Molina_di_Fiemme|https://it.wikipedia.org/wiki/Pieve_Tesino|https://it.wikipedia.org/wiki/Tesero|https://it.wikipedia.org/wiki/Ville_di_Fiemme;46°17′28″N;11°27′38″E
cavareno;trento;1123;929;121;973;https://it.wikipedia.org/wiki/Cavareno;38011;022051;https://www.comune.cavareno.tn.it/;https://it.wikipedia.org/wiki/Amblar-Don|https://it.wikipedia.org/wiki/Caldaro_sulla_Strada_del_Vino|https://it.wikipedia.org/wiki/Romeno_(Italia)|https://it.wikipedia.org/wiki/Ruffr%C3%A9-Mendola|https://it.wikipedia.org/wiki/Sarnonico;46°24′30.28″N;11°08′17.06″E
cavedago;trento;576;1002;57;864;https://it.wikipedia.org/wiki/Cavedago;38010;022052;https://www.comune.cavedago.tn.it/;https://it.wikipedia.org/wiki/Andalo|https://it.wikipedia.org/wiki/Fai_della_Paganella|https://it.wikipedia.org/wiki/Molveno|https://it.wikipedia.org/wiki/Spormaggiore;46°11′N;11°02′E
cavedine;trento;3073;3789;81;504;https://it.wikipedia.org/wiki/Cavedine;38073;022053;http://www.comune.cavedine.tn.it;https://it.wikipedia.org/wiki/Cimone_(comune)|https://it.wikipedia.org/wiki/Drena|https://it.wikipedia.org/wiki/Dro|https://it.wikipedia.org/wiki/Madruzzo_(Italia)|https://it.wikipedia.org/wiki/Trento|https://it.wikipedia.org/wiki/Villa_Lagarina;46°00′N;10°58′E
cavizzana;trento;234;338;69;710;https://it.wikipedia.org/wiki/Cavizzana;38022;022054;http://www.comune-cavizzana.it;https://it.wikipedia.org/wiki/Caldes|https://it.wikipedia.org/wiki/Cles;46°22′03″N;10°57′28.52″E
cembra lisignago;trento;2346;2391;98;667;https://it.wikipedia.org/wiki/Cembra_Lisignago;38034;022241;http://www.comune.cembralisignago.tn.it/;https://it.wikipedia.org/wiki/Albiano_(Italia)|https://it.wikipedia.org/wiki/Altavalle|https://it.wikipedia.org/wiki/Giovo|https://it.wikipedia.org/wiki/Lona-Lases|https://it.wikipedia.org/wiki/Salorno_sulla_Strada_del_Vino|https://it.wikipedia.org/wiki/Alto_Adige|https://it.wikipedia.org/wiki/Segonzano;46°11′N;11°13′E
cimone;trento;729;995;73;530;https://it.wikipedia.org/wiki/Cimone_(comune);38060;022058;http://www.comune.cimone.tn.it;https://it.wikipedia.org/wiki/Aldeno|https://it.wikipedia.org/wiki/Cavedine|https://it.wikipedia.org/wiki/Garniga_Terme|https://it.wikipedia.org/wiki/Pomarolo|https://it.wikipedia.org/wiki/Trento|https://it.wikipedia.org/wiki/Villa_Lagarina;45°58′44.47″N;11°04′11.64″E
cinte tesino;trento;357;3087;12;851;https://it.wikipedia.org/wiki/Cinte_Tesino;38050;022059;https://www.comune.cintetesino.tn.it/;https://it.wikipedia.org/wiki/Canal_San_Bovo|https://it.wikipedia.org/wiki/Castello_Tesino|https://it.wikipedia.org/wiki/Grigno|https://it.wikipedia.org/wiki/Lamon|https://it.wikipedia.org/wiki/Ospedaletto|https://it.wikipedia.org/wiki/Pieve_Tesino|https://it.wikipedia.org/wiki/Scurelle;46°03′22″N;11°36′55.69″E
cis;trento;292;552;53;732;https://it.wikipedia.org/wiki/Cis_(Italia);38020;022060;http://www.comune.cis.tn.it;https://it.wikipedia.org/wiki/Bresimo|https://it.wikipedia.org/wiki/Caldes|https://it.wikipedia.org/wiki/Cles|https://it.wikipedia.org/wiki/Livo_(Trentino-Alto_Adige);46°23′58.89″N;11°00′05.71″E
civezzano;trento;4211;1556;271;469;https://it.wikipedia.org/wiki/Civezzano;38045;022061;http://www.comunecivezzano.it;https://it.wikipedia.org/wiki/Albiano_(Italia)|https://it.wikipedia.org/wiki/Fornace_(Italia)|https://it.wikipedia.org/wiki/Pergine_Valsugana|https://it.wikipedia.org/wiki/Trento;46°06′00.53″N;11°10′53.89″E
cles;trento;7309;3962;184;658;https://it.wikipedia.org/wiki/Cles;38023;022062;https://www.comune.cles.tn.it/;https://it.wikipedia.org/wiki/Novella_(Italia)|https://it.wikipedia.org/wiki/Caldes|https://it.wikipedia.org/wiki/Cavizzana|https://it.wikipedia.org/wiki/Cis_(Italia)|https://it.wikipedia.org/wiki/Croviana|https://it.wikipedia.org/wiki/Dimaro_Folgarida|https://it.wikipedia.org/wiki/Livo_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Mal%C3%A9_(Italia)|https://it.wikipedia.org/wiki/Sanzeno|https://it.wikipedia.org/wiki/Terzolas|https://it.wikipedia.org/wiki/Ville_d%27Anaunia;46°22′N;11°02′E
comano terme;trento;2948;6803;43;400;https://it.wikipedia.org/wiki/Comano_Terme;38077;022228;http://www.comune.comanoterme.tn.it/;https://it.wikipedia.org/wiki/Arco_(Italia)|https://it.wikipedia.org/wiki/Bleggio_Superiore|https://it.wikipedia.org/wiki/Bocenago|https://it.wikipedia.org/wiki/Dro|https://it.wikipedia.org/wiki/Fiav%C3%A9|https://it.wikipedia.org/wiki/Giustino_(Italia)|https://it.wikipedia.org/wiki/Madruzzo_(Italia)|https://it.wikipedia.org/wiki/Massimeno|https://it.wikipedia.org/wiki/San_Lorenzo_Dorsino|https://it.wikipedia.org/wiki/Stenico|https://it.wikipedia.org/wiki/Tenno|https://it.wikipedia.org/wiki/Tione_di_Trento|https://it.wikipedia.org/wiki/Tre_Ville;46°01′00″N;10°52′00″E
commezzadura;trento;1014;2186;46;850;https://it.wikipedia.org/wiki/Commezzadura;38020;022064;http://www.comune.commezzadura.tn.it;https://it.wikipedia.org/wiki/Dimaro_Folgarida|https://it.wikipedia.org/wiki/Mal%C3%A9_(Italia)|https://it.wikipedia.org/wiki/Mezzana|https://it.wikipedia.org/wiki/Pinzolo|https://it.wikipedia.org/wiki/Rabbi_(comune);46°19′N;10°50′E
contà;trento;1409;1977;71;593;https://it.wikipedia.org/wiki/Cont%C3%A0;38093;022242;http://www.comune.conta.tn.it/;https://it.wikipedia.org/wiki/Denno|https://it.wikipedia.org/wiki/Ville_d%27Anaunia;46°17′53.3″N;11°01′36.16″E
croviana;trento;688;506;136;721;https://it.wikipedia.org/wiki/Croviana;38027;022068;http://www.comune.croviana.tn.it/;https://it.wikipedia.org/wiki/Cles|https://it.wikipedia.org/wiki/Mal%C3%A9_(Italia)|https://it.wikipedia.org/wiki/Dimaro_Folgarida|https://it.wikipedia.org/wiki/Monclassico|https://it.wikipedia.org/wiki/Presson;46°20′40.98″N;10°54′15.97″E
dambel;trento;405;507;80;751;https://it.wikipedia.org/wiki/Dambel;38010;022071;https://www.comune.dambel.tn.it/;https://it.wikipedia.org/wiki/Novella_(Italia)|https://it.wikipedia.org/wiki/Romeno_(Italia)|https://it.wikipedia.org/wiki/Sanzeno|https://it.wikipedia.org/wiki/Sarnonico;46°24′N;11°06′E
denno;trento;1255;1091;115;429;https://it.wikipedia.org/wiki/Denno;38010;022074;http://www.comune.denno.tn.it;https://it.wikipedia.org/wiki/Campodenno|https://it.wikipedia.org/wiki/Cont%C3%A0|https://it.wikipedia.org/wiki/Predaia|https://it.wikipedia.org/wiki/Ton|https://it.wikipedia.org/wiki/Ville_d%27Anaunia;46°17′N;11°03′E
dimaro folgarida;trento;2092;3636;58;766;https://it.wikipedia.org/wiki/Dimaro_Folgarida;38025;022233;https://www.comune.dimarofolgarida.tn.it/;https://it.wikipedia.org/wiki/Cles|https://it.wikipedia.org/wiki/Commezzadura|https://it.wikipedia.org/wiki/Croviana|https://it.wikipedia.org/wiki/Mal%C3%A9_(Italia)|https://it.wikipedia.org/wiki/Pinzolo|https://it.wikipedia.org/wiki/Ville_d%27Anaunia|https://it.wikipedia.org#cite_note-1|https://it.wikipedia.org#cite_note-2;46°19′33.38″N;10°52′27.76″E
drena;trento;598;800;75;398;https://it.wikipedia.org/wiki/Drena;38074;022078;http://www.comune.drena.tn.it;https://it.wikipedia.org/wiki/Arco_(Italia)|https://it.wikipedia.org/wiki/Cavedine|https://it.wikipedia.org/wiki/Dro|https://it.wikipedia.org/wiki/Villa_Lagarina;45°58′N;10°57′E
dro;trento;5061;2801;181;123;https://it.wikipedia.org/wiki/Dro;38074;022079;http://www.comunedro.it;https://it.wikipedia.org/wiki/Arco_(Italia)|https://it.wikipedia.org/wiki/Cavedine|https://it.wikipedia.org/wiki/Drena|https://it.wikipedia.org/wiki/Madruzzo_(Italia)|https://it.wikipedia.org/wiki/Comano_Terme;45°58′N;10°55′E
fai della paganella;trento;933;1234;76;957;https://it.wikipedia.org/wiki/Fai_della_Paganella;38010;022081;http://www.comune.faidellapaganella.tn.it/;https://it.wikipedia.org/wiki/Andalo|https://it.wikipedia.org/wiki/Cavedago|https://it.wikipedia.org/wiki/Mezzolombardo|https://it.wikipedia.org/wiki/Spormaggiore|https://it.wikipedia.org/wiki/Terre_d%27Adige|https://it.wikipedia.org/wiki/Vallelaghi;46°11′N;11°04′E
fiavé;trento;1052;2449;43;669;https://it.wikipedia.org/wiki/Fiav%C3%A9;38075;022083;https://www.comune.fiave.tn.it/;https://it.wikipedia.org/wiki/Comano_Terme|https://it.wikipedia.org/wiki/Bleggio_Superiore|https://it.wikipedia.org/wiki/Ledro|https://it.wikipedia.org/wiki/Tenno;46°00′16″N;10°50′32″E
fierozzo;trento;464;1799;26;1127;https://it.wikipedia.org/wiki/Fierozzo;38050;022085;http://www.comune.fierozzo.tn.it/;https://it.wikipedia.org/wiki/Frassilongo|https://it.wikipedia.org/wiki/Pal%C3%B9_del_Fersina|https://it.wikipedia.org/wiki/Roncegno_Terme|https://it.wikipedia.org/wiki/Sant%27Orsola_Terme|https://it.wikipedia.org/wiki/Torcegno;46°06′39.9″N;11°19′05.8″E
folgaria;trento;3175;7111;45;1166;https://it.wikipedia.org/wiki/Folgaria;38064;022087;http://www.comune.folgaria.tn.it;https://it.wikipedia.org/wiki/Altopiano_della_Vigolana|https://it.wikipedia.org/wiki/Arsiero|https://it.wikipedia.org/wiki/Besenello|https://it.wikipedia.org/wiki/Caldonazzo|https://it.wikipedia.org/wiki/Calliano_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Laghi_(comune)|https://it.wikipedia.org/wiki/Lastebasse|https://it.wikipedia.org/wiki/Lavarone|https://it.wikipedia.org/wiki/Rovereto|https://it.wikipedia.org/wiki/Terragnolo;45°55′N;11°11′E
fornace;trento;1336;732;183;740;https://it.wikipedia.org/wiki/Fornace_(Italia);38040;022089;https://www.comune.fornace.tn.it/;https://it.wikipedia.org/wiki/Albiano_(Italia)|https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9|https://it.wikipedia.org/wiki/Civezzano|https://it.wikipedia.org/wiki/Lona-Lases|https://it.wikipedia.org/wiki/Pergine_Valsugana;46°07′04.98″N;11°12′27.04″E
frassilongo;trento;352;1678;21;852;https://it.wikipedia.org/wiki/Frassilongo;38050;022090;http://www.comune.frassilongo.tn.it/;https://it.wikipedia.org/wiki/Fierozzo|https://it.wikipedia.org/wiki/Levico_Terme|https://it.wikipedia.org/wiki/Novaledo|https://it.wikipedia.org/wiki/Pergine_Valsugana|https://it.wikipedia.org/wiki/Roncegno_Terme|https://it.wikipedia.org/wiki/Sant%27Orsola_Terme|https://it.wikipedia.org/wiki/Vignola-Falesina;46°05′N;11°18′E
garniga terme;trento;408;1314;31;810;https://it.wikipedia.org/wiki/Garniga_Terme;38060;022091;http://www.comunegarnigaterme.it;https://it.wikipedia.org/wiki/Aldeno|https://it.wikipedia.org/wiki/Cimone_(comune)|https://it.wikipedia.org/wiki/Trento;46°00′09.11″N;11°05′13.42″E
giovo;trento;2509;2064;122;496;https://it.wikipedia.org/wiki/Giovo;38030;022092;http://www.comunegiovo.it;https://it.wikipedia.org/wiki/Albiano_(Italia)|https://it.wikipedia.org/wiki/Cembra_Lisignago|https://it.wikipedia.org/wiki/Lavis|https://it.wikipedia.org/wiki/Mezzocorona|https://it.wikipedia.org/wiki/Salorno_sulla_Strada_del_Vino|https://it.wikipedia.org/wiki/San_Michele_all%27Adige|https://it.wikipedia.org/wiki/Trento;46°09′21″N;11°09′10″E
giustino;trento;740;3883;19;770;https://it.wikipedia.org/wiki/Giustino_(Italia);38086;022093;http://www.comune.giustino.tn.it/;https://it.wikipedia.org/wiki/Comano_Terme|https://it.wikipedia.org/wiki/Caderzone_Terme|https://it.wikipedia.org/wiki/Carisolo|https://it.wikipedia.org/wiki/Massimeno|https://it.wikipedia.org/wiki/Pinzolo|https://it.wikipedia.org/wiki/Spiazzo|https://it.wikipedia.org/wiki/Stenico|https://it.wikipedia.org/wiki/Strembo|https://it.wikipedia.org/wiki/Vermiglio_(Italia);46°08′59.86″N;10°46′04.84″E
grigno;trento;2022;4615;44;263;https://it.wikipedia.org/wiki/Grigno;38055;022095;http://www.comunegrigno.it;https://it.wikipedia.org/wiki/Arsi%C3%A8|https://it.wikipedia.org/wiki/Asiago|https://it.wikipedia.org/wiki/Castello_Tesino|https://it.wikipedia.org/wiki/Cinte_Tesino|https://it.wikipedia.org/wiki/Enego|https://it.wikipedia.org/wiki/Ospedaletto|https://it.wikipedia.org/wiki/Valbrenta;46°00′57.64″N;11°38′01.64″E
imer;trento;1177;2788;42;670;https://it.wikipedia.org/wiki/Imer;38050;022097;http://www.comune.imer.tn.it;https://it.wikipedia.org/wiki/Canal_San_Bovo|https://it.wikipedia.org/wiki/Mezzano_(comune)|https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza|https://it.wikipedia.org/wiki/Sovramonte;46°09′07.34″N;11°47′50.42″E
isera;trento;2803;1405;199;243;https://it.wikipedia.org/wiki/Isera;38060;022098;http://www.comune.isera.tn.it;https://it.wikipedia.org/wiki/Mori_(Italia)|https://it.wikipedia.org/wiki/Nogaredo|https://it.wikipedia.org/wiki/Ronzo-Chienis|https://it.wikipedia.org/wiki/Rovereto|https://it.wikipedia.org/wiki/Villa_Lagarina;45°53′N;11°01′E
lavarone;trento;1203;2668;45;1170;https://it.wikipedia.org/wiki/Lavarone;38046;022102;https://comune.lavarone.tn.it;https://it.wikipedia.org/wiki/Caldonazzo|https://it.wikipedia.org/wiki/Folgaria|https://it.wikipedia.org/wiki/Lastebasse|https://it.wikipedia.org/wiki/Luserna|https://it.wikipedia.org/wiki/Pedemonte;45°56′N;11°16′E
lavis;trento;9171;1244;737;232;https://it.wikipedia.org/wiki/Lavis;38015;022103;http://www.comunelavis.it;https://it.wikipedia.org/wiki/Giovo|https://it.wikipedia.org/wiki/San_Michele_all%27Adige|https://it.wikipedia.org/wiki/Trento|https://it.wikipedia.org/wiki/Terre_d%27Adige|https://it.wikipedia.org/wiki/Vallelaghi;46°08′20.44″N;11°06′44.14″E
ledro;trento;5395;15516;35;660;https://it.wikipedia.org/wiki/Ledro;38067;022229;https://www.comune.ledro.tn.it/;https://it.wikipedia.org/wiki/Bleggio_Superiore|https://it.wikipedia.org/wiki/Bondone|https://it.wikipedia.org/wiki/Borgo_Chiese|https://it.wikipedia.org/wiki/Borgo_Lares|https://it.wikipedia.org/wiki/Fiav%C3%A9|https://it.wikipedia.org/wiki/Limone_sul_Garda|https://it.wikipedia.org/wiki/Magasa|https://it.wikipedia.org/wiki/Nago-Torbole|https://it.wikipedia.org/wiki/Pieve_di_Bono-Prezzo|https://it.wikipedia.org/wiki/Riva_del_Garda|https://it.wikipedia.org/wiki/Storo|https://it.wikipedia.org/wiki/Tenno|https://it.wikipedia.org/wiki/Tione_di_Trento|https://it.wikipedia.org/wiki/Tremosine_sul_Garda;45°53′19.3″N;10°43′57.1″E
levico terme;trento;8264;6284;132;506;https://it.wikipedia.org/wiki/Levico_Terme;38056;022104;https://www.comune.levico-terme.tn.it/;https://it.wikipedia.org/wiki/Asiago|https://it.wikipedia.org/wiki/Borgo_Valsugana|https://it.wikipedia.org/wiki/Caldonazzo|https://it.wikipedia.org/wiki/Frassilongo|https://it.wikipedia.org/wiki/Luserna|https://it.wikipedia.org/wiki/Novaledo|https://it.wikipedia.org/wiki/Pergine_Valsugana|https://it.wikipedia.org/wiki/Rotzo|https://it.wikipedia.org/wiki/Tenna_(comune)|https://it.wikipedia.org/wiki/Vignola-Falesina;46°01′N;11°18′E
livo;trento;766;1534;50;741;https://it.wikipedia.org/wiki/Livo_(Trentino-Alto_Adige);38020;022106;https://www.comune.livo.tn.it/;https://it.wikipedia.org/wiki/Bresimo|https://it.wikipedia.org/wiki/Cis_(Italia)|https://it.wikipedia.org/wiki/Cles|https://it.wikipedia.org/wiki/Novella_(Italia)|https://it.wikipedia.org/wiki/Rumo;46°24′N;11°01′E
lona-lases;trento;863;1137;76;639;https://it.wikipedia.org/wiki/Lona-Lases;38040;022108;http://www.comune.lonalases.tn.it;https://it.wikipedia.org/wiki/Albiano_(Italia)|https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9|https://it.wikipedia.org/wiki/Bedollo|https://it.wikipedia.org/wiki/Cembra_Lisignago|https://it.wikipedia.org/wiki/Fornace_(Italia)|https://it.wikipedia.org/wiki/Segonzano|https://it.wikipedia.org/wiki/Sover|https://it.wikipedia.org/wiki/Valfloriana;46°09′N;11°13′E
luserna;trento;267;838;32;1333;https://it.wikipedia.org/wiki/Luserna;38040;022109;http://www.comune.luserna.tn.it/;https://it.wikipedia.org/wiki/Caldonazzo|https://it.wikipedia.org/wiki/Lavarone|https://it.wikipedia.org/wiki/Levico_Terme|https://it.wikipedia.org/wiki/Pedemonte|https://it.wikipedia.org/wiki/Rotzo|https://it.wikipedia.org/wiki/Valdastico;45°55′21″N;11°19′25″E
madruzzo;trento;2991;2880;104;463;https://it.wikipedia.org/wiki/Madruzzo_(Italia);38076;022243;http://www.comune.madruzzo.tn.it;https://it.wikipedia.org/wiki/Cavedine|https://it.wikipedia.org/wiki/Comano_Terme|https://it.wikipedia.org/wiki/Dro|https://it.wikipedia.org/wiki/San_Lorenzo_Dorsino|https://it.wikipedia.org/wiki/Trento|https://it.wikipedia.org/wiki/Vallelaghi;46°03′N;10°59′E
malé;trento;2266;2690;84;738;https://it.wikipedia.org/wiki/Mal%C3%A9_(Italia);38027;022110;https://www.comune.male.tn.it/;https://it.wikipedia.org/wiki/Bresimo|https://it.wikipedia.org/wiki/Caldes|https://it.wikipedia.org/wiki/Cles|https://it.wikipedia.org/wiki/Commezzadura|https://it.wikipedia.org/wiki/Croviana|https://it.wikipedia.org/wiki/Dimaro_Folgarida|https://it.wikipedia.org/wiki/Rabbi_(comune)|https://it.wikipedia.org/wiki/Terzolas;46°21′10″N;10°54′46″E
