name;school link
liceo linguistico;https://www.vivoscuola.it/content/view/full/29799
liceo scientifico;https://www.vivoscuola.it/content/view/full/29800
liceo del made in italy;https://www.vivoscuola.it/content/view/full/439665
scuola dell'infanzia di mezzolombardo;https://www.vivoscuola.it/content/view/full/30046
istituto tecnico per il settore economico;https://www.vivoscuola.it/content/view/full/29833
istituto tecnico per il settore economico serale;https://www.vivoscuola.it/content/view/full/29834
scuola primaria aldeno;https://www.vivoscuola.it/content/view/full/29426
scuola primaria cimone;https://www.vivoscuola.it/content/view/full/29427
scuola primaria mattarello;https://www.vivoscuola.it/content/view/full/29428
scuola primaria romagnano trento;https://www.vivoscuola.it/content/view/full/29429
"scuola secondaria di primo grado ""a. fogazzaro"" mattarello";https://www.vivoscuola.it/content/view/full/29430
scuola secondaria di primo grado aldeno;https://www.vivoscuola.it/content/view/full/29431
capes - settore servizi;https://www.vivoscuola.it/content/view/full/170194
settore servizi;https://www.vivoscuola.it/content/view/full/29256
"scuola dell'infanzia di trento ""g. b. zanella odv""";https://www.vivoscuola.it/content/view/full/30190
"scuola dell'infanzia di trento san donà ""b. kofler""";https://www.vivoscuola.it/content/view/full/30198
"scuola primaria ""f. cavallin"" vallarsa raossi";https://www.vivoscuola.it/content/view/full/29638
"scuola primaria ""n. valduga"" terragnolo";https://www.vivoscuola.it/content/view/full/29639
"scuola primaria ""regina elena"" rovereto";https://www.vivoscuola.it/content/view/full/29640
scuola primaria moscheri trambileno;https://www.vivoscuola.it/content/view/full/29641
"scuola secondaria di primo grado ""d. chiesa"" rovereto";https://www.vivoscuola.it/content/view/full/29642
scuola dell'infanzia di padergnone;https://www.vivoscuola.it/content/view/full/30070
scuola dell'infanzia di tezze valsugana;https://www.vivoscuola.it/content/view/full/30170
"scuola primaria ""f.lli filzi"" rovereto";https://www.vivoscuola.it/content/view/full/29570
"scuola primaria ""r. levi montalcini"" isera";https://www.vivoscuola.it/content/view/full/29571
"scuola secondaria di primo grado ""a. degasperi"" rovereto";https://www.vivoscuola.it/content/view/full/29572
scuola dell'infanzia di borgo sacco;https://www.vivoscuola.it/content/view/full/29944
scuola dell'infanzia di calceranica;https://www.vivoscuola.it/content/view/full/29950
"scuola dell'infanzia di lavis  ""madre maddalena di canossa odv""";https://www.vivoscuola.it/content/view/full/30016
"scuola dell'infanzia di riva del garda  ""s. alessandro""";https://www.vivoscuola.it/content/view/full/30106
"scuola dell'infanzia di trento  ""pedrotti""";https://www.vivoscuola.it/content/view/full/30182
"liceo artistico ""depero""- rovereto";https://www.vivoscuola.it/content/view/full/29816
"liceo artistico ""vittoria"" - trento";https://www.vivoscuola.it/content/view/full/29817
liceo musicale coreutico;https://www.vivoscuola.it/content/view/full/29819
scuola dell'infanzia di coredo;https://www.vivoscuola.it/content/view/full/29984
scuola dell'infanzia di masi di cavalese;https://www.vivoscuola.it/content/view/full/92008
"scuola primaria ""a. nicolodi"" trento";https://www.vivoscuola.it/content/view/full/29686
"scuola primaria ""d. savio"" trento";https://www.vivoscuola.it/content/view/full/29687
"scuola primaria ""g. b. de gaspari"" trento";https://www.vivoscuola.it/content/view/full/29688
scuola primaria ravina;https://www.vivoscuola.it/content/view/full/29689
"scuola secondaria di primo grado ""bronzetti - segantini"" trento";https://www.vivoscuola.it/content/view/full/29690
"scuola primaria ""o.focherini m.marchesi"" mione rumo";https://www.vivoscuola.it/content/view/full/29519
scuola primaria cles;https://www.vivoscuola.it/content/view/full/29520
"scuola primaria ""chiara lubich"" livo";https://www.vivoscuola.it/content/view/full/29521
"scuola secondaria di primo grado ""v. inama"" cles";https://www.vivoscuola.it/content/view/full/29522
liceo classico;https://www.vivoscuola.it/content/view/full/29870
liceo delle scienze umane;https://www.vivoscuola.it/content/view/full/29871
liceo linguistico;https://www.vivoscuola.it/content/view/full/29872
liceo musicale e coreutico;https://www.vivoscuola.it/content/view/full/29873
liceo scientifico;https://www.vivoscuola.it/content/view/full/29874
liceo scientifico opzione scienze applicate;https://www.vivoscuola.it/content/view/full/29875
scuola primaria avio;https://www.vivoscuola.it/content/view/full/29457
scuola primaria sabbionara di avio;https://www.vivoscuola.it/content/view/full/29458
"scuola secondaria di primo grado ""d. alighieri"" avio";https://www.vivoscuola.it/content/view/full/29459
scuola dell'infanzia di predazzo;https://www.vivoscuola.it/content/view/full/30094
"scuola dell'infanzia di roncone  ""mario amistadi sciavina odv""";https://www.vivoscuola.it/content/view/full/30114
scuola dell'infanzia di s. lorenzo in banale;https://www.vivoscuola.it/content/view/full/30124
scuola dell'infanzia di malè;https://www.vivoscuola.it/content/view/full/30028
istituto tecnico per il settore economico;https://www.vivoscuola.it/content/view/full/29230
istituto tecnico per il settore tecnologico;https://www.vivoscuola.it/content/view/full/29231
liceo classico arcivescovile - trento;https://www.vivoscuola.it/content/view/full/29232
liceo scientifico arcivescovile - trento;https://www.vivoscuola.it/content/view/full/29234
scuola primaria arcivescovile trento;https://www.vivoscuola.it/content/view/full/29235
scuola secondaria di primo grado arcivescovile trento;https://www.vivoscuola.it/content/view/full/29236
istituto tecnico per il settore tecnologico;https://www.vivoscuola.it/content/view/full/134612
istituto tecnico per il settore economico;https://www.vivoscuola.it/content/view/full/29413
liceo scientifico opzione scienze applicate;https://www.vivoscuola.it/content/view/full/29414
scuola primaria gardascuola arco;https://www.vivoscuola.it/content/view/full/29415
scuola secondaria di primo grado gardascuola arco;https://www.vivoscuola.it/content/view/full/29416
scuola dell'infanzia di madrano;https://www.vivoscuola.it/content/view/full/30026
capes - settore servizi;https://www.vivoscuola.it/content/view/full/170209
settore servizi;https://www.vivoscuola.it/content/view/full/29862
settore servizi serale;https://www.vivoscuola.it/content/view/full/29863
settore industria e artigianato;https://www.vivoscuola.it/content/view/full/92004
capes - settore servizi;https://www.vivoscuola.it/content/view/full/170200
settore servizi;https://www.vivoscuola.it/content/view/full/29271
scuola dell'infanzia di castelnuovo;https://www.vivoscuola.it/content/view/full/29968
liceo classico;https://www.vivoscuola.it/content/view/full/29877
liceo linguistico;https://www.vivoscuola.it/content/view/full/29878
liceo scientifico;https://www.vivoscuola.it/content/view/full/29879
liceo scientifico opzione scienze applicate;https://www.vivoscuola.it/content/view/full/29880
scuola dell'infanzia di vigo di ton;https://www.vivoscuola.it/content/view/full/30216
scuola dell'infanzia di trento  canossiane;https://www.vivoscuola.it/content/view/full/30186
"scuola dell'infanzia di lizzanella ""asilo infantile di lizzanella odv""";https://www.vivoscuola.it/content/view/full/30018
istituto tecnico per il settore economico;https://www.vivoscuola.it/content/view/full/29531
istituto tecnico per il settore tecnologico;https://www.vivoscuola.it/content/view/full/29532
liceo scientifico opzione scienze applicate;https://www.vivoscuola.it/content/view/full/29534
"scuola primaria ""b. zanetel"" s.martino di castrozza";https://www.vivoscuola.it/content/view/full/29535
"scuola primaria ""card. j. bernardin"" tonadico";https://www.vivoscuola.it/content/view/full/29536
"scuola primaria ""f. loss"" canal san bovo";https://www.vivoscuola.it/content/view/full/29537
scuola primaria mezzano;https://www.vivoscuola.it/content/view/full/29538
"scuola secondaria di primo grado ""l. negrelli""  - fiera di primiero";https://www.vivoscuola.it/content/view/full/29539
scuola secondaria di primo grado canal san bovo;https://www.vivoscuola.it/content/view/full/29540
scuola dell'infanzia di villazzano;https://www.vivoscuola.it/content/view/full/30222
"scuola primaria ""la vela"" rovereto";https://www.vivoscuola.it/content/view/full/29242
"scuola secondaria di primo grado ""la vela"" rovereto";https://www.vivoscuola.it/content/view/full/29243
"scuola primaria ""g. graffer"" stenico";https://www.vivoscuola.it/content/view/full/29562
"scuola primaria ""san g. bosco"" s.lorenzo in banale";https://www.vivoscuola.it/content/view/full/29563
scuola primaria campo lomaso;https://www.vivoscuola.it/content/view/full/29564
scuola primaria fiave';https://www.vivoscuola.it/content/view/full/29565
scuola primaria rango bleggio superiore;https://www.vivoscuola.it/content/view/full/29566
"scuola secondaria di primo grado ""g. prati"" ponte arche";https://www.vivoscuola.it/content/view/full/29567
scuola dell'infanzia di lodrone odv;https://www.vivoscuola.it/content/view/full/30020
liceo scientifico opzione scienze applicate;https://www.vivoscuola.it/content/view/full/170207
liceo artistico;https://www.vivoscuola.it/content/view/full/29823
liceo delle scienze umane;https://www.vivoscuola.it/content/view/full/29824
scuola primaria sacro cuore trento;https://www.vivoscuola.it/content/view/full/29825
scuola secondaria di primo grado sacro cuore trento;https://www.vivoscuola.it/content/view/full/29826
scuola dell'infanzia di chizzola;https://www.vivoscuola.it/content/view/full/29976
scuola dell'infanzia di sopramonte;https://www.vivoscuola.it/content/view/full/30148
educazione per adulti relativa al primo ciclo;https://www.vivoscuola.it/content/view/full/29802
istituto tecnico per il settore economico;https://www.vivoscuola.it/content/view/full/29803
istituto tecnico per il settore economico serale;https://www.vivoscuola.it/content/view/full/29804
istituto tecnico per il settore tecnologico;https://www.vivoscuola.it/content/view/full/29805
liceo delle scienze umane opzione economico sociale;https://www.vivoscuola.it/content/view/full/29806
liceo scientifico;https://www.vivoscuola.it/content/view/full/29807
liceo scientifico opzione scienze applicate;https://www.vivoscuola.it/content/view/full/29808
liceo del made in italy;https://www.vivoscuola.it/content/view/full/439666
"scuola primaria ""mons. a. negri"" tres";https://www.vivoscuola.it/content/view/full/29662
scuola primaria coredo;https://www.vivoscuola.it/content/view/full/29663
scuola primaria taio;https://www.vivoscuola.it/content/view/full/29664
"scuola secondaria di primo grado ""f. barbacovi"" coredo";https://www.vivoscuola.it/content/view/full/29665
"scuola secondaria di primo grado ""f. barbacovi"" taio";https://www.vivoscuola.it/content/view/full/29666
scuola dell'infanzia di segonzano;https://www.vivoscuola.it/content/view/full/30138
capes - settore servizi;https://www.vivoscuola.it/content/view/full/170210
settore industria e artigianato;https://www.vivoscuola.it/content/view/full/29865
settore industria e artigianato serale;https://www.vivoscuola.it/content/view/full/29866
settore servizi;https://www.vivoscuola.it/content/view/full/29867
settore servizi serale;https://www.vivoscuola.it/content/view/full/29868
"scuola dell'infanzia di rovereto ""clementino vannetti odv""";https://www.vivoscuola.it/content/view/full/149208
scuola dell'infanzia di torcegno odv;https://www.vivoscuola.it/content/view/full/30176
scuola dell'infanzia di fornace;https://www.vivoscuola.it/content/view/full/30006
scuola dell'infanzia di ischia di pergine;https://www.vivoscuola.it/content/view/full/30014
scuola dell'infanzia di lona;https://www.vivoscuola.it/content/view/full/30022
"scuola primaria ""b. pezzen"" croviana";https://www.vivoscuola.it/content/view/full/29471
"scuola primaria ""c. cristoforetti"" male'";https://www.vivoscuola.it/content/view/full/29472
scuola primaria caldes;https://www.vivoscuola.it/content/view/full/29473
scuola primaria dimaro;https://www.vivoscuola.it/content/view/full/29474
scuola primaria s.bernardo rabbi;https://www.vivoscuola.it/content/view/full/29475
"scuola secondaria di primo grado ""g. ciccolini"" male'";https://www.vivoscuola.it/content/view/full/29476
istituto tecnico per il settore tecnologico;https://www.vivoscuola.it/content/view/full/29856
istituto tecnico per il settore tecnologico serale;https://www.vivoscuola.it/content/view/full/29857
scuola dell'infanzia di nomi;https://www.vivoscuola.it/content/view/full/30064
scuola dell'infanzia di fondo;https://www.vivoscuola.it/content/view/full/30004
scuola dell'infanzia di faver;https://www.vivoscuola.it/content/view/full/29998
"scuola primaria ""e. bernardi"" cognola";https://www.vivoscuola.it/content/view/full/29680
"scuola primaria ""r. belenzani"" s.vito";https://www.vivoscuola.it/content/view/full/29681
"scuola primaria ""r. zandonai"" martignano";https://www.vivoscuola.it/content/view/full/29682
scuola primaria casa serena;https://www.vivoscuola.it/content/view/full/29683
"scuola secondaria di primo grado ""argentario"" trento";https://www.vivoscuola.it/content/view/full/29684
scuola dell'infanzia di albiano;https://www.vivoscuola.it/content/view/full/29928
scuola dell'infanzia di castellano;https://www.vivoscuola.it/content/view/full/29964
capes - settore servizi;https://www.vivoscuola.it/content/view/full/170195
settore industria e artigianato;https://www.vivoscuola.it/content/view/full/29258
settore servizi;https://www.vivoscuola.it/content/view/full/29259
scuola dell'infanzia di transacqua;https://www.vivoscuola.it/content/view/full/30178
scuola dell'infanzia di cavalese;https://www.vivoscuola.it/content/view/full/92006
"scuola primaria ""g. segantini"" arco";https://www.vivoscuola.it/content/view/full/29451
scuola primaria bolognano;https://www.vivoscuola.it/content/view/full/29452
scuola primaria massone;https://www.vivoscuola.it/content/view/full/29453
scuola primaria romarzollo;https://www.vivoscuola.it/content/view/full/29454
"scuola secondaria di primo grado ""n. d'arco"" arco";https://www.vivoscuola.it/content/view/full/29455
"scuola primaria ""a. rosmini"" marco";https://www.vivoscuola.it/content/view/full/29648
"scuola primaria ""d. alighieri"" rovereto";https://www.vivoscuola.it/content/view/full/29649
"scuola primaria ""f. guella"" lizzana";https://www.vivoscuola.it/content/view/full/29650
"scuola secondaria di primo grado ""f. halbherr"" rovereto";https://www.vivoscuola.it/content/view/full/29651
liceo scientifico;https://www.vivoscuola.it/content/view/full/29905
liceo scientifico opzione scienze applicate;https://www.vivoscuola.it/content/view/full/29906
"scuola dell'infanzia di tione di trento ""don giovanni failoni""";https://www.vivoscuola.it/content/view/full/61888
"scuola primaria ""a. degasperi"" pieve tesino";https://www.vivoscuola.it/content/view/full/29653
scuola primaria ospedaletto;https://www.vivoscuola.it/content/view/full/29654
scuola primaria samone;https://www.vivoscuola.it/content/view/full/29655
scuola primaria scurelle;https://www.vivoscuola.it/content/view/full/29656
scuola primaria strigno;https://www.vivoscuola.it/content/view/full/29657
scuola primaria villa agnedo;https://www.vivoscuola.it/content/view/full/29658
"scuola secondaria di primo grado ""o. brentari"" strigno";https://www.vivoscuola.it/content/view/full/29659
scuola secondaria di primo grado castello tesino;https://www.vivoscuola.it/content/view/full/29660
"scuola primaria ""g. rodari"" pergine valsugana";https://www.vivoscuola.it/content/view/full/29614
scuola primaria canale;https://www.vivoscuola.it/content/view/full/29615
scuola primaria madrano;https://www.vivoscuola.it/content/view/full/29616
scuola primaria susa';https://www.vivoscuola.it/content/view/full/29617
"scuola secondaria di primo grado ""t. garbari"" pergine valsugana";https://www.vivoscuola.it/content/view/full/29618
scuola dell'infanzia di gardolo;https://www.vivoscuola.it/content/view/full/30008
scuola dell'infanzia di avio;https://www.vivoscuola.it/content/view/full/29936
settore industria e artigianato;https://www.vivoscuola.it/content/view/full/29254
settore industria e artigianato;https://www.vivoscuola.it/content/view/full/29286
settore servizi;https://www.vivoscuola.it/content/view/full/29287
"scuola primaria ""m. pezzi"" campodenno";https://www.vivoscuola.it/content/view/full/29462
"scuola primaria ""mons. s. weber"" denno";https://www.vivoscuola.it/content/view/full/29463
"scuola primaria ""v. maistrelli"" tuenno";https://www.vivoscuola.it/content/view/full/29464
scuola primaria flavon;https://www.vivoscuola.it/content/view/full/29465
scuola primaria tassullo;https://www.vivoscuola.it/content/view/full/29466
scuola primaria vigo ton;https://www.vivoscuola.it/content/view/full/29467
"scuola secondaria di primo grado ""e. leonardi"" tuenno";https://www.vivoscuola.it/content/view/full/29468
"scuola secondaria di primo grado ""v. vielmetti"" denno";https://www.vivoscuola.it/content/view/full/29469
scuola dell'infanzia di roncegno;https://www.vivoscuola.it/content/view/full/30108
settore servizi;https://www.vivoscuola.it/content/view/full/29279
capes - settore servizi;https://www.vivoscuola.it/content/view/full/439664
"scuola dell'infanzia di pergine  ""g.b. chimelli""";https://www.vivoscuola.it/content/view/full/30076
scuola dell'infanzia di storo;https://www.vivoscuola.it/content/view/full/30156
capes - settore servizi;https://www.vivoscuola.it/content/view/full/170203
settore servizi;https://www.vivoscuola.it/content/view/full/29277
educazione per adulti relativa al primo ciclo;https://www.vivoscuola.it/content/view/full/29836
istituto tecnico per il settore economico;https://www.vivoscuola.it/content/view/full/29837
istituto tecnico per il settore economico serale;https://www.vivoscuola.it/content/view/full/29838
istituto tecnico per il settore tecnologico;https://www.vivoscuola.it/content/view/full/29839
istituto tecnico per il settore tecnologico serale;https://www.vivoscuola.it/content/view/full/29840
"scuola primaria ""g. papaleoni"" condino";https://www.vivoscuola.it/content/view/full/29524
"scuola primaria ""padre c. gnesotti"" storo";https://www.vivoscuola.it/content/view/full/29525
scuola primaria pieve di bono - creto;https://www.vivoscuola.it/content/view/full/29526
scuola primaria storo - lodrone;https://www.vivoscuola.it/content/view/full/29527
"scuola secondaria di primo grado ""g. leopardi"" storo";https://www.vivoscuola.it/content/view/full/29528
"scuola secondaria di primo grado ""g. pascoli"" pieve di bono";https://www.vivoscuola.it/content/view/full/29529
"scuola dell'infanzia di trento cognola ""b. kofler""";https://www.vivoscuola.it/content/view/full/30194
scuola dell'infanzia di massone;https://www.vivoscuola.it/content/view/full/30038
scuola dell'infanzia di trento la clarina;https://www.vivoscuola.it/content/view/full/30196
liceo artistico;https://www.vivoscuola.it/content/view/full/29908
liceo ladino delle lingue;https://www.vivoscuola.it/content/view/full/29909
liceo scientifico;https://www.vivoscuola.it/content/view/full/29910
"scuola primaria ""don g. b. massar"" vigo di fassa";https://www.vivoscuola.it/content/view/full/29911
"scuola primaria ""don l. gross"" pozza di fassa";https://www.vivoscuola.it/content/view/full/29912
"scuola primaria ""g. rizzi"" canazei";https://www.vivoscuola.it/content/view/full/29913
"scuola primaria ""padre e. chiocchetti"" moena";https://www.vivoscuola.it/content/view/full/29914
"scuola secondaria di primo grado ""don g. jori"" moena";https://www.vivoscuola.it/content/view/full/29915
"scuola secondaria di primo grado ""t. soraruf"" campitello di fassa";https://www.vivoscuola.it/content/view/full/29916
scuola secondaria di primo grado pozza di fassa;https://www.vivoscuola.it/content/view/full/29917
scuola dell'infanzia di tuenno;https://www.vivoscuola.it/content/view/full/30200
"scuola dell'infanzia di breguzzo - bondo  ""giuseppina bonazza odv""";https://www.vivoscuola.it/content/view/full/29924
settore servizi;https://www.vivoscuola.it/content/view/full/122610
scuola dell'infanzia di calavino;https://www.vivoscuola.it/content/view/full/29356
scuola dell'infanzia di lasino;https://www.vivoscuola.it/content/view/full/29357
scuola dell'infanzia di terlago;https://www.vivoscuola.it/content/view/full/29358
"scuola dell'infanzia di trento  cadine  ""il melograno""";https://www.vivoscuola.it/content/view/full/29359
scuola dell'infanzia di trento  sardagna;https://www.vivoscuola.it/content/view/full/29360
"scuola dell'infanzia di trento gardolo paludi  ""biancaneve""";https://www.vivoscuola.it/content/view/full/29361
scuola dell'infanzia di trento piedicastello;https://www.vivoscuola.it/content/view/full/29362
"scuola dell'infanzia di trento roncafort  ""margit levinson""";https://www.vivoscuola.it/content/view/full/29363
scuola dell'infanzia di nago;https://www.vivoscuola.it/content/view/full/30060
scuola dell'infanzia di telve;https://www.vivoscuola.it/content/view/full/30164
liceo classico;https://www.vivoscuola.it/content/view/full/29887
liceo delle scienze umane;https://www.vivoscuola.it/content/view/full/29888
liceo delle scienze umane opzione economico sociale;https://www.vivoscuola.it/content/view/full/29889
liceo linguistico;https://www.vivoscuola.it/content/view/full/29890
liceo scientifico;https://www.vivoscuola.it/content/view/full/29891
liceo scientifico opzione scienze applicate;https://www.vivoscuola.it/content/view/full/29892
liceo del made in italy;https://www.vivoscuola.it/content/view/full/439668
scuola dell'infanzia di condino;https://www.vivoscuola.it/content/view/full/29982
scuola dell'infanzia di crosano;https://www.vivoscuola.it/content/view/full/29988
scuola primaria clarina trento;https://www.vivoscuola.it/content/view/full/29692
scuola primaria localita' madonna bianca trento;https://www.vivoscuola.it/content/view/full/29693
scuola primaria ospedale infantile trento;https://www.vivoscuola.it/content/view/full/29694
"scuola secondaria di primo grado ""o. winkler"" trento";https://www.vivoscuola.it/content/view/full/29695
scuola dell'infanzia di pietramurata;https://www.vivoscuola.it/content/view/full/30078
"scuola primaria ""rita levi montalcini"" borgo valsugana";https://www.vivoscuola.it/content/view/full/29478
scuola primaria grigno;https://www.vivoscuola.it/content/view/full/29479
"scuola secondaria di primo grado ""ora e veglia"" borgo valsugana";https://www.vivoscuola.it/content/view/full/29480
"scuola secondaria di primo grado ""s. fante"" grigno";https://www.vivoscuola.it/content/view/full/29481
scuola dell'infanzia di spiazzo rendena;https://www.vivoscuola.it/content/view/full/30150
"scuola dell'infanzia di trento ""antonio tambosi odv""";https://www.vivoscuola.it/content/view/full/30180
scuola dell'infanzia di fiera di primiero;https://www.vivoscuola.it/content/view/full/30002
scuola dell'infanzia di bondone;https://www.vivoscuola.it/content/view/full/29942
scuola dell'infanzia di aldeno;https://www.vivoscuola.it/content/view/full/29930
capes - settore industria e artigianato;https://www.vivoscuola.it/content/view/full/170201
settore industria e artigianato;https://www.vivoscuola.it/content/view/full/29273
capes - settore servizi;https://www.vivoscuola.it/content/view/full/170198
settore servizi;https://www.vivoscuola.it/content/view/full/29264
scuola dell'infanzia di mezzano;https://www.vivoscuola.it/content/view/full/30042
scuola dell'infanzia di mechel;https://www.vivoscuola.it/content/view/full/30040
scuola dell'infanzia di susà;https://www.vivoscuola.it/content/view/full/30160
capes - settore industria e artigianato;https://www.vivoscuola.it/content/view/full/170196
capes - settore servizi;https://www.vivoscuola.it/content/view/full/170197
settore industria e artigianato;https://www.vivoscuola.it/content/view/full/29261
settore servizi;https://www.vivoscuola.it/content/view/full/29262
"scuola dell'infanzia di caldonazzo ""maria bambina""";https://www.vivoscuola.it/content/view/full/180181
scuola dell'infanzia di bieno;https://www.vivoscuola.it/content/view/full/29327
scuola dell'infanzia di bosentino;https://www.vivoscuola.it/content/view/full/29328
"scuola dell'infanzia di canal san bovo ""lausen""";https://www.vivoscuola.it/content/view/full/29329
scuola dell'infanzia di castello tesino;https://www.vivoscuola.it/content/view/full/29330
scuola dell'infanzia di centa san nicolò;https://www.vivoscuola.it/content/view/full/29331
scuola dell'infanzia di imer;https://www.vivoscuola.it/content/view/full/29332
"scuola dell'infanzia di levico terme ""taita marcos""";https://www.vivoscuola.it/content/view/full/29333
"scuola dell'infanzia di novaledo ""don evaristo forrer""";https://www.vivoscuola.it/content/view/full/29334
"scuola dell'infanzia di tenna ""il sentiero""";https://www.vivoscuola.it/content/view/full/29335
scuola dell'infanzia di vattaro;https://www.vivoscuola.it/content/view/full/29336
"scuola dell'infanzia di vigolo vattaro ""giardino dell'amicizia""";https://www.vivoscuola.it/content/view/full/29337
"scuola dell'infanzia di villa agnedo ""natale alpino""";https://www.vivoscuola.it/content/view/full/29338
scuola dell'infanzia di ala;https://www.vivoscuola.it/content/view/full/29926
scuola dell'infanzia di ziano di fiemme;https://www.vivoscuola.it/content/view/full/30226
scuola dell'infanzia di mezzocorona;https://www.vivoscuola.it/content/view/full/30044
"scuola primaria  ""abramo andreatta"" bedollo";https://www.vivoscuola.it/content/view/full/29446
"scuola primaria ""g. dallafior"" baselga di pine'";https://www.vivoscuola.it/content/view/full/29447
"scuola primaria ""g. verdi"" miola baselga di pine'";https://www.vivoscuola.it/content/view/full/29448
"scuola secondaria di primo grado ""don giuseppe tarter""baselga di pine'";https://www.vivoscuola.it/content/view/full/29449
scuola dell'infanzia di bolognano;https://www.vivoscuola.it/content/view/full/29940
"scuola primaria ""n. pernici"" riva del garda";https://www.vivoscuola.it/content/view/full/29626
scuola primaria nago torbole;https://www.vivoscuola.it/content/view/full/29627
scuola primaria s. alessandro riva del garda;https://www.vivoscuola.it/content/view/full/29628
"scuola secondaria di primo grado ""d. chiesa"" riva del garda";https://www.vivoscuola.it/content/view/full/29630
scuola dell'infanzia di tonadico;https://www.vivoscuola.it/content/view/full/30172
"scuola primaria ""g. b. righi"" madonna di campiglio";https://www.vivoscuola.it/content/view/full/29718
"scuola primaria ""n. bolognini"" pinzolo";https://www.vivoscuola.it/content/view/full/29719
"scuola primaria ""s. massari"" spiazzo";https://www.vivoscuola.it/content/view/full/29720
"scuola primaria ""t. giustina"" caderzone";https://www.vivoscuola.it/content/view/full/29721
"scuola primaria ""v. gabriotti"" giustino";https://www.vivoscuola.it/content/view/full/29722
scuola primaria carisolo;https://www.vivoscuola.it/content/view/full/29723
scuola primaria dare';https://www.vivoscuola.it/content/view/full/29724
"scuola secondaria di primo grado ""b. de averaria"" spiazzo";https://www.vivoscuola.it/content/view/full/29725
"scuola secondaria di primo grado ""g. b. righi"" madonna di campiglio";https://www.vivoscuola.it/content/view/full/29726
"scuola secondaria di primo grado ""l. da vinci"" pinzolo";https://www.vivoscuola.it/content/view/full/29727
"scuola dell'infanzia di trento ""sacro cuore odv""";https://www.vivoscuola.it/content/view/full/92010
"scuola primaria ""g. manega"" tesero";https://www.vivoscuola.it/content/view/full/29620
"scuola primaria ""i. masia"" ziano di fiemme";https://www.vivoscuola.it/content/view/full/29621
"scuola primaria ""m. morandini degasperi"" predazzo";https://www.vivoscuola.it/content/view/full/29622
"scuola secondaria di primo grado ""g. alberti"" tesero";https://www.vivoscuola.it/content/view/full/29623
"scuola secondaria di primo grado ""marzari pencati"" predazzo";https://www.vivoscuola.it/content/view/full/29624
scuola dell'infanzia di villamontagna;https://www.vivoscuola.it/content/view/full/30220
scuola dell'infanzia di quadra - cavrasto;https://www.vivoscuola.it/content/view/full/30098
scuola dell'infanzia di castello di fiemme;https://www.vivoscuola.it/content/view/full/29966
capes - settore servizi;https://www.vivoscuola.it/content/view/full/170202
settore servizi;https://www.vivoscuola.it/content/view/full/29275
istituto professionale per il settore dei servizi;https://www.vivoscuola.it/content/view/full/29919
istituto tecnico per il settore economico;https://www.vivoscuola.it/content/view/full/29920
istituto tecnico per il settore tecnologico;https://www.vivoscuola.it/content/view/full/29921
settore servizi;https://www.vivoscuola.it/content/view/full/29922
"scuola primaria ""don l. milani"" pergine valsugana";https://www.vivoscuola.it/content/view/full/29607
scuola primaria canezza;https://www.vivoscuola.it/content/view/full/29608
scuola primaria s.felice fierozzo;https://www.vivoscuola.it/content/view/full/29609
scuola primaria sant'orsola;https://www.vivoscuola.it/content/view/full/29610
scuola primaria zivignago;https://www.vivoscuola.it/content/view/full/29611
"scuola secondaria di primo grado ""c. andreatta"" pergine valsugana";https://www.vivoscuola.it/content/view/full/29612
capes - settore industria e artigianato;https://www.vivoscuola.it/content/view/full/170192
settore industria e artigianato;https://www.vivoscuola.it/content/view/full/29249
scuola dell'infanzia di pieve tesino;https://www.vivoscuola.it/content/view/full/30080
scuola dell'infanzia di pressano;https://www.vivoscuola.it/content/view/full/30096
scuola dell'infanzia di ronzo-chienis;https://www.vivoscuola.it/content/view/full/30116
scuola dell'infanzia di andalo;https://www.vivoscuola.it/content/view/full/29932
"scuola dell'infanzia di lizzana ""asilo infantile di lizzana odv""";https://www.vivoscuola.it/content/view/full/61886
istituto tecnico per il settore tecnologico;https://www.vivoscuola.it/content/view/full/29853
istituto tecnico per il settore tecnologico serale;https://www.vivoscuola.it/content/view/full/29854
scuola dell'infanzia di tesero;https://www.vivoscuola.it/content/view/full/30168
scuola dell'infanzia di vigo cavedine;https://www.vivoscuola.it/content/view/full/30208
scuola dell'infanzia di roncogno di pergine;https://www.vivoscuola.it/content/view/full/30112
asilo colle fiorito;https://www.vivoscuola.it/content/view/full/29228
"scuola dell'infanzia di riva  ""giardino""";https://www.vivoscuola.it/content/view/full/30102
scuola dell'infanzia di madonna di campiglio;https://www.vivoscuola.it/content/view/full/30024
liceo delle scienze umane;https://www.vivoscuola.it/content/view/full/29894
liceo delle scienze umane opzione economico sociale;https://www.vivoscuola.it/content/view/full/29895
scuola dell'infanzia di daiano-varena;https://www.vivoscuola.it/content/view/full/180180
scuola dell'infanzia di baselga di piné;https://www.vivoscuola.it/content/view/full/29289
"scuola dell'infanzia di capriana ""maddalena lazzeri""";https://www.vivoscuola.it/content/view/full/29290
scuola dell'infanzia di casatta;https://www.vivoscuola.it/content/view/full/29291
scuola dell'infanzia di civezzano;https://www.vivoscuola.it/content/view/full/29292
"scuola dell'infanzia di fierozzo ""himblring""";https://www.vivoscuola.it/content/view/full/29294
scuola dell'infanzia di miola di pinè;https://www.vivoscuola.it/content/view/full/29295
