name;school link
scuola dell'infanzia di molina di fiemme;https://www.vivoscuola.it/content/view/full/29296
scuola dell'infanzia di piazze;https://www.vivoscuola.it/content/view/full/29297
"scuola dell'infanzia di rizzolaga di pinè ""raggio di sole""";https://www.vivoscuola.it/content/view/full/29298
"scuola dell'infanzia di s. orsola ""il girotondo""";https://www.vivoscuola.it/content/view/full/29299
"scuola dell'infanzia di seregnano ""arcobaleno""";https://www.vivoscuola.it/content/view/full/29300
capes - settore industria e artigianato;https://www.vivoscuola.it/content/view/full/170211
liceo scientifico opzione scienze applicate steam;https://www.vivoscuola.it/content/view/full/29418
settore industria e artigianato;https://www.vivoscuola.it/content/view/full/29419
settore industria e artigianato serale;https://www.vivoscuola.it/content/view/full/29420
scuola dell'infanzia di arco;https://www.vivoscuola.it/content/view/full/29934
"scuola primaria ""d. chiesa"" noriglio";https://www.vivoscuola.it/content/view/full/29644
"scuola primaria ""m. k. gandhi"" rovereto";https://www.vivoscuola.it/content/view/full/29645
"scuola secondaria di primo grado ""l. negrelli"" rovereto";https://www.vivoscuola.it/content/view/full/29646
scuola dell'infanzia di besenello;https://www.vivoscuola.it/content/view/full/29303
"scuola dell'infanzia di calliano ""matite colorate""";https://www.vivoscuola.it/content/view/full/29304
scuola dell'infanzia di isera;https://www.vivoscuola.it/content/view/full/29305
scuola dell'infanzia di nogaredo;https://www.vivoscuola.it/content/view/full/29306
"scuola dell'infanzia di pomarolo  ""don rainoldi""";https://www.vivoscuola.it/content/view/full/29307
"scuola dell'infanzia di rovereto  s.ilario ""amici della scuola""";https://www.vivoscuola.it/content/view/full/29308
scuola dell'infanzia di rovereto brione;https://www.vivoscuola.it/content/view/full/29309
"scuola dell'infanzia di rovereto rione nord ""mille colori""";https://www.vivoscuola.it/content/view/full/29310
scuola dell'infanzia di smarano;https://www.vivoscuola.it/content/view/full/30146
"scuola primaria ""a. degasperi"" mezzocorona";https://www.vivoscuola.it/content/view/full/29585
"scuola primaria ""f. biasi"" s.michele all'adige";https://www.vivoscuola.it/content/view/full/29586
"scuola primaria ""f.lli bronzetti"" rovere' della luna";https://www.vivoscuola.it/content/view/full/29587
scuola primaria grumo;https://www.vivoscuola.it/content/view/full/29588
"scuola secondaria di primo grado ""e. chini"" mezzocorona";https://www.vivoscuola.it/content/view/full/29589
scuola dell'infanzia di san martino di c.;https://www.vivoscuola.it/content/view/full/30130
settore industria e artigianato;https://www.vivoscuola.it/content/view/full/122612
capes - settore servizi;https://www.vivoscuola.it/content/view/full/170208
settore servizi;https://www.vivoscuola.it/content/view/full/29859
settore servizi serale;https://www.vivoscuola.it/content/view/full/76225
scuola primaria capriana;https://www.vivoscuola.it/content/view/full/29483
scuola primaria carano;https://www.vivoscuola.it/content/view/full/29484
scuola primaria casatta valfloriana;https://www.vivoscuola.it/content/view/full/29485
scuola primaria castello di fiemme;https://www.vivoscuola.it/content/view/full/29486
scuola primaria cavalese;https://www.vivoscuola.it/content/view/full/29487
scuola primaria masi cavalese;https://www.vivoscuola.it/content/view/full/29488
scuola primaria molina di fiemme;https://www.vivoscuola.it/content/view/full/29489
scuola primaria varena;https://www.vivoscuola.it/content/view/full/29490
"scuola secondaria di primo grado ""g. segantini"" cavalese";https://www.vivoscuola.it/content/view/full/29491
scuola dell'infanzia di vermiglio;https://www.vivoscuola.it/content/view/full/30204
"scuola dell'infanzia di cimone ""mamma teresa""";https://www.vivoscuola.it/content/view/full/29349
"scuola dell'infanzia di trento  ""torrione""";https://www.vivoscuola.it/content/view/full/29350
"scuola dell'infanzia di trento  mattarello  ""il castello""";https://www.vivoscuola.it/content/view/full/29351
"scuola dell'infanzia di trento  ravina  ""girotondo""";https://www.vivoscuola.it/content/view/full/29352
"scuola dell'infanzia di trento  romagnano  ""gli gnomi del bosco""";https://www.vivoscuola.it/content/view/full/29353
"scuola dell'infanzia di trento s.giuseppe ""maso ginocchio - collodi""";https://www.vivoscuola.it/content/view/full/29354
scuola dell'infanzia di ospedaletto;https://www.vivoscuola.it/content/view/full/30066
