index;academic year;school year;admission rate;school
1640;2023/2024;3;100.0;482
1641;2023/2024;4;100.0;482
1642;2023/2024;5;94.11764705882352;482
1643;2024/2025;1;81.81818181818183;482
1644;2024/2025;2;93.75;482
1645;2024/2025;3;96.15384615384616;482
1646;2024/2025;4;100.0;482
1647;2024/2025;5;95.0;482
1648;2022/2023;1;0.0;481
1649;2022/2023;2;0.0;481
1650;2022/2023;3;0.0;481
1651;2022/2023;4;77.77777777777779;481
1652;2022/2023;5;44.44444444444444;481
1653;2023/2024;1;0.0;481
1654;2023/2024;2;0.0;481
1655;2023/2024;3;0.0;481
1656;2023/2024;4;66.66666666666666;481
1657;2023/2024;5;66.66666666666666;481
1658;2024/2025;1;0.0;481
1659;2024/2025;2;0.0;481
1660;2024/2025;3;0.0;481
1661;2024/2025;4;16.666666666666664;481
1662;2024/2025;5;55.55555555555556;481
1663;2022/2023;1;95.23809523809523;486
1664;2022/2023;2;100.0;486
1665;2022/2023;3;87.5;486
1666;2022/2023;4;95.23809523809523;486
1667;2022/2023;5;85.71428571428571;486
1668;2023/2024;1;77.27272727272727;486
1669;2023/2024;2;100.0;486
1670;2023/2024;3;100.0;486
1671;2023/2024;4;100.0;486
1672;2023/2024;5;95.65217391304348;486
1673;2024/2025;1;93.33333333333333;486
1674;2024/2025;2;100.0;486
1675;2024/2025;3;94.44444444444444;486
1676;2024/2025;4;100.0;486
1677;2024/2025;5;100.0;486
1678;2022/2023;1;93.54838709677419;484
1679;2022/2023;2;90.0;484
1680;2022/2023;3;95.23809523809523;484
1681;2022/2023;4;0.0;484
1682;2022/2023;5;0.0;484
1683;2023/2024;1;95.83333333333334;484
1684;2023/2024;2;85.71428571428571;484
1685;2023/2024;3;85.0;484
1686;2023/2024;4;73.68421052631578;484
1687;2023/2024;5;0.0;484
1688;2024/2025;1;100.0;484
1689;2024/2025;2;86.66666666666667;484
1690;2024/2025;3;90.625;484
1691;2024/2025;4;94.44444444444444;484
1692;2024/2025;5;100.0;484
1693;2022/2023;1;100.0;487
1694;2022/2023;2;95.0;487
1695;2022/2023;3;100.0;487
1696;2022/2023;4;94.44444444444444;487
1697;2022/2023;5;95.23809523809523;487
1698;2023/2024;1;100.0;487
1699;2023/2024;2;95.23809523809523;487
1700;2023/2024;3;100.0;487
1701;2023/2024;4;100.0;487
1702;2023/2024;5;100.0;487
1703;2024/2025;1;100.0;487
1704;2024/2025;2;100.0;487
1705;2024/2025;3;95.0;487
1706;2024/2025;4;100.0;487
1707;2024/2025;5;100.0;487
1708;2022/2023;1;100.0;224
1709;2022/2023;2;100.0;224
1710;2022/2023;3;100.0;224
1711;2022/2023;4;100.0;224
1712;2022/2023;5;100.0;224
1713;2023/2024;1;100.0;224
1714;2023/2024;2;100.0;224
1715;2023/2024;3;100.0;224
1716;2023/2024;4;100.0;224
1717;2023/2024;5;100.0;224
1718;2024/2025;1;100.0;224
1719;2024/2025;2;100.0;224
1720;2024/2025;3;83.33333333333334;224
1721;2024/2025;4;100.0;224
1722;2024/2025;5;100.0;224
1723;2022/2023;1;100.0;225
1724;2022/2023;2;100.0;225
1725;2022/2023;3;100.0;225
1726;2022/2023;4;100.0;225
1727;2022/2023;5;100.0;225
1728;2023/2024;1;100.0;225
1729;2023/2024;2;92.85714285714286;225
1730;2023/2024;3;100.0;225
1731;2023/2024;4;100.0;225
1732;2023/2024;5;100.0;225
1733;2024/2025;1;0.0;225
1734;2024/2025;2;100.0;225
1735;2024/2025;3;100.0;225
1736;2024/2025;4;100.0;225
1737;2024/2025;5;100.0;225
1738;2022/2023;1;100.0;226
1739;2022/2023;2;100.0;226
1740;2022/2023;3;100.0;226
1741;2022/2023;4;100.0;226
1742;2022/2023;5;100.0;226
1743;2023/2024;1;100.0;226
1744;2023/2024;2;100.0;226
1745;2023/2024;3;100.0;226
1746;2023/2024;4;100.0;226
1747;2023/2024;5;100.0;226
1748;2024/2025;1;100.0;226
1749;2024/2025;2;100.0;226
1750;2024/2025;3;100.0;226
1751;2024/2025;4;100.0;226
1752;2024/2025;5;100.0;226
1753;2022/2023;1;100.0;227
1754;2022/2023;2;100.0;227
1755;2022/2023;3;100.0;227
1756;2022/2023;4;100.0;227
1757;2022/2023;5;100.0;227
1758;2023/2024;1;100.0;227
1759;2023/2024;2;100.0;227
1760;2023/2024;3;100.0;227
1761;2023/2024;4;100.0;227
1762;2023/2024;5;100.0;227
1763;2024/2025;1;100.0;227
1764;2024/2025;2;100.0;227
1765;2024/2025;3;100.0;227
1766;2024/2025;4;100.0;227
1767;2024/2025;5;100.0;227
1768;2022/2023;1;100.0;232
1769;2022/2023;2;100.0;232
1770;2022/2023;3;100.0;232
1771;2023/2024;1;100.0;232
1772;2023/2024;2;100.0;232
1773;2023/2024;3;96.29629629629629;232
1774;2024/2025;1;96.7741935483871;232
1775;2024/2025;2;100.0;232
1776;2024/2025;3;100.0;232
1777;2022/2023;1;100.0;228
1778;2022/2023;2;100.0;228
1779;2022/2023;3;100.0;228
1780;2022/2023;4;100.0;228
1781;2022/2023;5;100.0;228
1782;2023/2024;1;100.0;228
1783;2023/2024;2;100.0;228
1784;2023/2024;3;100.0;228
1785;2023/2024;4;100.0;228
1786;2023/2024;5;100.0;228
1787;2024/2025;1;100.0;228
1788;2024/2025;2;100.0;228
1789;2024/2025;3;100.0;228
1790;2024/2025;4;100.0;228
1791;2024/2025;5;100.0;228
1792;2022/2023;1;100.0;229
1793;2022/2023;2;100.0;229
1794;2022/2023;3;100.0;229
1795;2022/2023;4;100.0;229
1796;2022/2023;5;100.0;229
1797;2023/2024;1;100.0;229
1798;2023/2024;2;100.0;229
1799;2023/2024;3;100.0;229
1800;2023/2024;4;100.0;229
1801;2023/2024;5;100.0;229
1802;2024/2025;1;100.0;229
1803;2024/2025;2;100.0;229
1804;2024/2025;3;100.0;229
1805;2024/2025;4;100.0;229
1806;2024/2025;5;100.0;229
1807;2022/2023;1;100.0;231
1808;2022/2023;2;100.0;231
1809;2022/2023;3;100.0;231
1810;2023/2024;1;100.0;231
1811;2023/2024;2;100.0;231
1812;2023/2024;3;100.0;231
1813;2024/2025;1;90.47619047619048;231
1814;2024/2025;2;100.0;231
1815;2024/2025;3;100.0;231
1816;2022/2023;1;100.0;230
1817;2022/2023;2;100.0;230
1818;2022/2023;3;100.0;230
1819;2023/2024;1;100.0;230
1820;2023/2024;2;100.0;230
1821;2023/2024;3;100.0;230
1822;2024/2025;1;100.0;230
1823;2024/2025;2;97.36842105263158;230
1824;2024/2025;3;100.0;230
1825;2022/2023;1;0.0;528
1826;2022/2023;2;0.0;528
1827;2022/2023;3;0.0;528
1828;2022/2023;4;55.00000000000001;528
1829;2022/2023;5;80.0;528
1830;2023/2024;1;0.0;528
1831;2023/2024;2;0.0;528
1832;2023/2024;3;0.0;528
1833;2023/2024;4;62.5;528
1834;2023/2024;5;85.71428571428571;528
1835;2024/2025;1;0.0;528
1836;2024/2025;2;0.0;528
1837;2024/2025;3;0.0;528
1838;2024/2025;4;50.0;528
1839;2024/2025;5;78.57142857142857;528
1840;2022/2023;1;93.97590361445783;527
1841;2022/2023;2;90.36144578313254;527
1842;2022/2023;3;87.3015873015873;527
1843;2022/2023;4;98.0392156862745;527
1844;2022/2023;5;96.7741935483871;527
1845;2023/2024;1;92.45283018867924;527
1846;2023/2024;2;96.5909090909091;527
1847;2023/2024;3;85.13513513513513;527
1848;2023/2024;4;88.67924528301887;527
1849;2023/2024;5;92.45283018867924;527
1850;2024/2025;1;91.83673469387756;527
1851;2024/2025;2;87.5;527
1852;2024/2025;3;87.77777777777777;527
1853;2024/2025;4;92.3076923076923;527
1854;2024/2025;5;89.58333333333334;527
1855;2022/2023;1;86.8421052631579;529
1856;2022/2023;2;93.75;529
1857;2022/2023;3;95.45454545454545;529
1858;2022/2023;4;100.0;529
1859;2022/2023;5;100.0;529
1860;2023/2024;1;100.0;529
1861;2023/2024;2;88.88888888888889;529
1862;2023/2024;3;92.85714285714286;529
1863;2023/2024;4;100.0;529
1864;2023/2024;5;88.46153846153845;529
1865;2024/2025;1;87.87878787878788;529
1866;2024/2025;2;100.0;529
1867;2024/2025;3;90.0;529
1868;2024/2025;4;83.33333333333334;529
1869;2024/2025;5;90.47619047619048;529
1870;2022/2023;1;0.0;530
1871;2022/2023;2;0.0;530
1872;2022/2023;3;0.0;530
1873;2022/2023;4;50.0;530
1874;2022/2023;5;50.0;530
1875;2023/2024;1;0.0;530
1876;2023/2024;2;0.0;530
1877;2023/2024;3;0.0;530
1878;2023/2024;4;83.33333333333334;530
1879;2023/2024;5;75.0;530
1880;2024/2025;1;0.0;530
1881;2024/2025;2;0.0;530
1882;2024/2025;3;0.0;530
1883;2024/2025;4;40.0;530
1884;2024/2025;5;83.33333333333334;530
1885;2022/2023;1;100.0;438
1886;2022/2023;2;100.0;438
1887;2022/2023;3;100.0;438
1888;2022/2023;4;100.0;438
1889;2022/2023;5;100.0;438
1890;2023/2024;1;100.0;438
1891;2023/2024;2;100.0;438
1892;2023/2024;3;100.0;438
1893;2023/2024;4;100.0;438
1894;2023/2024;5;100.0;438
1895;2024/2025;1;100.0;438
1896;2024/2025;2;100.0;438
1897;2024/2025;3;100.0;438
1898;2024/2025;4;100.0;438
1899;2024/2025;5;100.0;438
1900;2022/2023;1;100.0;157
1901;2022/2023;2;100.0;157
1902;2022/2023;3;100.0;157
1903;2022/2023;4;100.0;157
1904;2022/2023;5;100.0;157
1905;2023/2024;1;100.0;157
1906;2023/2024;2;100.0;157
1907;2023/2024;3;100.0;157
1908;2023/2024;4;100.0;157
1909;2023/2024;5;100.0;157
1910;2024/2025;1;100.0;157
1911;2024/2025;2;100.0;157
1912;2024/2025;3;100.0;157
1913;2024/2025;4;100.0;157
1914;2024/2025;5;100.0;157
1915;2022/2023;1;98.38709677419355;571
1916;2022/2023;2;98.82352941176471;571
1917;2022/2023;3;98.26086956521739;571
1918;2022/2023;4;96.96969696969697;571
1919;2022/2023;5;98.95833333333334;571
1920;2023/2024;1;96.96969696969697;571
1921;2023/2024;2;94.73684210526315;571
1922;2023/2024;3;100.0;571
1923;2023/2024;4;97.11538461538461;571
1924;2023/2024;5;98.93617021276596;571
1925;2024/2025;1;97.22222222222221;571
1926;2024/2025;2;94.73684210526315;571
1927;2024/2025;3;100.0;571
1928;2024/2025;4;98.66666666666667;571
1929;2024/2025;5;100.0;571
1930;2022/2023;1;100.0;440
1931;2022/2023;2;95.83333333333334;440
1932;2022/2023;3;100.0;440
1933;2022/2023;4;100.0;440
1934;2022/2023;5;100.0;440
1935;2023/2024;1;100.0;440
1936;2023/2024;2;100.0;440
1937;2023/2024;3;100.0;440
1938;2023/2024;4;100.0;440
1939;2023/2024;5;100.0;440
1940;2024/2025;1;100.0;440
1941;2024/2025;2;100.0;440
1942;2024/2025;3;100.0;440
1943;2024/2025;4;100.0;440
1944;2024/2025;5;100.0;440
1945;2022/2023;1;97.61904761904762;439
1946;2022/2023;2;100.0;439
1947;2022/2023;3;100.0;439
1948;2022/2023;4;100.0;439
1949;2022/2023;5;97.77777777777777;439
1950;2023/2024;1;100.0;439
1951;2023/2024;2;100.0;439
1952;2023/2024;3;100.0;439
1953;2023/2024;4;100.0;439
1954;2023/2024;5;97.91666666666666;439
1955;2024/2025;1;100.0;439
1956;2024/2025;2;100.0;439
1957;2024/2025;3;100.0;439
1958;2024/2025;4;100.0;439
1959;2024/2025;5;100.0;439
1960;2022/2023;1;95.95959595959596;572
1961;2022/2023;2;95.23809523809523;572
1962;2022/2023;3;96.7741935483871;572
1963;2022/2023;4;91.66666666666666;572
1964;2022/2023;5;98.59154929577466;572
1965;2023/2024;1;100.0;572
1966;2023/2024;2;97.84946236559139;572
1967;2023/2024;3;97.36842105263158;572
1968;2023/2024;4;95.0;572
1969;2023/2024;5;96.96969696969697;572
1970;2024/2025;1;94.91525423728814;572
1971;2024/2025;2;97.2972972972973;572
1972;2024/2025;3;96.55172413793103;572
1973;2024/2025;4;95.94594594594594;572
1974;2024/2025;5;96.72131147540983;572
1975;2022/2023;1;100.0;441
1976;2022/2023;2;100.0;441
1977;2022/2023;3;100.0;441
1978;2022/2023;4;100.0;441
1979;2022/2023;5;100.0;441
1980;2023/2024;1;100.0;441
1981;2023/2024;2;100.0;441
1982;2023/2024;3;95.83333333333334;441
1983;2023/2024;4;100.0;441
1984;2023/2024;5;100.0;441
1985;2024/2025;1;100.0;441
1986;2024/2025;2;100.0;441
1987;2024/2025;3;100.0;441
1988;2024/2025;4;100.0;441
1989;2024/2025;5;100.0;441
1990;2022/2023;1;96.47058823529412;442
1991;2022/2023;2;96.51162790697676;442
1992;2022/2023;3;98.93617021276596;442
1993;2023/2024;1;98.79518072289156;442
1994;2023/2024;2;98.79518072289156;442
1995;2023/2024;3;97.6470588235294;442
1996;2024/2025;1;97.8021978021978;442
1997;2024/2025;2;97.59036144578313;442
1998;2024/2025;3;100.0;442
1999;2022/2023;1;79.81651376146789;162
2000;2022/2023;2;85.88235294117646;162
2001;2022/2023;3;94.8051948051948;162
2002;2022/2023;4;90.36144578313254;162
2003;2022/2023;5;98.0;162
2004;2023/2024;1;81.81818181818183;162
2005;2023/2024;2;81.81818181818183;162
2006;2023/2024;3;93.67088607594937;162
2007;2023/2024;4;92.5925925925926;162
2008;2023/2024;5;98.68421052631578;162
2009;2024/2025;1;83.03571428571429;162
2010;2024/2025;2;92.72727272727272;162
2011;2024/2025;3;91.02564102564102;162
2012;2024/2025;4;98.73417721518987;162
2013;2024/2025;5;98.64864864864865;162
2014;2022/2023;1;0.0;161
2015;2022/2023;2;0.0;161
2016;2022/2023;3;0.0;161
2017;2022/2023;4;0.0;161
2018;2022/2023;5;0.0;161
2019;2023/2024;1;0.0;161
2020;2023/2024;2;0.0;161
2021;2023/2024;3;0.0;161
2022;2023/2024;4;0.0;161
2023;2023/2024;5;0.0;161
2024;2024/2025;1;0.0;161
2025;2024/2025;2;0.0;161
2026;2024/2025;3;0.0;161
2027;2024/2025;4;0.0;161
2028;2024/2025;5;51.35135135135135;161
2029;2022/2023;1;79.74683544303798;163
2030;2022/2023;2;96.1038961038961;163
2031;2022/2023;3;98.66666666666667;163
2032;2022/2023;4;96.22641509433963;163
2033;2023/2024;1;82.05128205128204;163
2034;2023/2024;2;92.7536231884058;163
2035;2023/2024;3;96.05263157894737;163
2036;2023/2024;4;98.48484848484848;163
2037;2024/2025;1;77.63157894736842;163
2038;2024/2025;2;82.35294117647058;163
2039;2024/2025;3;95.38461538461539;163
2040;2024/2025;4;93.33333333333333;163
2041;2022/2023;1;100.0;436
2042;2022/2023;2;100.0;436
2043;2022/2023;3;100.0;436
2044;2022/2023;4;100.0;436
2045;2022/2023;5;100.0;436
2046;2023/2024;1;95.0;436
2047;2023/2024;2;100.0;436
2048;2023/2024;3;100.0;436
2049;2023/2024;4;100.0;436
2050;2023/2024;5;100.0;436
2051;2024/2025;1;100.0;436
2052;2024/2025;2;100.0;436
2053;2024/2025;3;100.0;436
2054;2024/2025;4;100.0;436
2055;2024/2025;5;100.0;436
2056;2022/2023;1;100.0;437
2057;2022/2023;2;100.0;437
2058;2022/2023;3;100.0;437
2059;2023/2024;1;100.0;437
2060;2023/2024;2;100.0;437
2061;2023/2024;3;98.18181818181819;437
2062;2024/2025;1;100.0;437
2063;2024/2025;2;100.0;437
2064;2024/2025;3;100.0;437
2065;2022/2023;1;92.85714285714286;434
2066;2022/2023;2;100.0;434
2067;2022/2023;3;100.0;434
2068;2022/2023;4;100.0;434
2069;2022/2023;5;100.0;434
2070;2023/2024;1;100.0;434
2071;2023/2024;2;100.0;434
2072;2023/2024;3;100.0;434
2073;2023/2024;4;100.0;434
2074;2023/2024;5;100.0;434
2075;2024/2025;1;100.0;434
2076;2024/2025;2;100.0;434
2077;2024/2025;3;100.0;434
2078;2024/2025;4;100.0;434
2079;2024/2025;5;100.0;434
2080;2022/2023;1;91.25;566
2081;2022/2023;2;96.42857142857143;566
2082;2022/2023;3;100.0;566
2083;2022/2023;4;98.61111111111111;566
2084;2022/2023;5;100.0;566
2085;2023/2024;1;93.61702127659575;566
2086;2023/2024;2;93.24324324324324;566
2087;2023/2024;3;98.11320754716981;566
2088;2023/2024;4;94.9367088607595;566
2089;2023/2024;5;100.0;566
2090;2024/2025;1;91.56626506024097;566
2091;2024/2025;2;98.79518072289156;566
2092;2024/2025;3;98.57142857142858;566
2093;2024/2025;4;98.0;566
2094;2024/2025;5;100.0;566
2095;2022/2023;1;100.0;435
2096;2022/2023;2;100.0;435
2097;2022/2023;3;100.0;435
2098;2022/2023;4;100.0;435
2099;2022/2023;5;100.0;435
2100;2023/2024;1;100.0;435
2101;2023/2024;2;100.0;435
2102;2023/2024;3;100.0;435
2103;2023/2024;4;100.0;435
2104;2023/2024;5;100.0;435
2105;2024/2025;1;100.0;435
2106;2024/2025;2;100.0;435
2107;2024/2025;3;100.0;435
2108;2024/2025;4;100.0;435
2109;2024/2025;5;100.0;435
2110;2022/2023;1;100.0;378
2111;2022/2023;2;100.0;378
2112;2022/2023;3;100.0;378
2113;2023/2024;1;100.0;378
2114;2023/2024;2;100.0;378
2115;2023/2024;3;100.0;378
2116;2024/2025;1;100.0;378
2117;2024/2025;2;100.0;378
2118;2024/2025;3;96.7741935483871;378
2119;2022/2023;1;100.0;376
2120;2022/2023;2;100.0;376
2121;2022/2023;3;100.0;376
2122;2022/2023;4;100.0;376
2123;2022/2023;5;100.0;376
2124;2023/2024;1;100.0;376
2125;2023/2024;2;100.0;376
2126;2023/2024;3;100.0;376
2127;2023/2024;4;100.0;376
2128;2023/2024;5;100.0;376
2129;2024/2025;1;100.0;376
2130;2024/2025;2;100.0;376
2131;2024/2025;3;100.0;376
2132;2024/2025;4;100.0;376
2133;2024/2025;5;100.0;376
2134;2022/2023;1;97.36842105263158;377
2135;2022/2023;2;100.0;377
2136;2022/2023;3;100.0;377
2137;2022/2023;4;100.0;377
2138;2022/2023;5;100.0;377
2139;2023/2024;1;96.66666666666667;377
2140;2023/2024;2;100.0;377
2141;2023/2024;3;100.0;377
2142;2023/2024;4;100.0;377
2143;2023/2024;5;100.0;377
2144;2024/2025;1;96.55172413793103;377
2145;2024/2025;2;100.0;377
2146;2024/2025;3;100.0;377
2147;2024/2025;4;100.0;377
2148;2024/2025;5;100.0;377
2149;2022/2023;1;100.0;517
2150;2022/2023;2;100.0;517
2151;2022/2023;3;100.0;517
2152;2023/2024;1;100.0;517
2153;2023/2024;2;100.0;517
2154;2023/2024;3;100.0;517
2155;2024/2025;1;98.66666666666667;517
2156;2024/2025;2;100.0;517
2157;2024/2025;3;97.10144927536231;517
2158;2022/2023;1;100.0;300
2159;2022/2023;2;100.0;300
2160;2022/2023;3;100.0;300
2161;2022/2023;4;100.0;300
2162;2022/2023;5;100.0;300
2163;2023/2024;1;85.71428571428571;300
2164;2023/2024;2;100.0;300
2165;2023/2024;3;100.0;300
2166;2023/2024;4;100.0;300
2167;2023/2024;5;100.0;300
2168;2024/2025;1;100.0;300
2169;2024/2025;2;100.0;300
2170;2024/2025;3;100.0;300
2171;2024/2025;4;100.0;300
2172;2024/2025;5;100.0;300
2173;2022/2023;1;0.0;5
2174;2022/2023;2;0.0;5
2175;2022/2023;3;0.0;5
2176;2022/2023;4;0.0;5
2177;2022/2023;5;0.0;5
2178;2023/2024;1;0.0;5
2179;2023/2024;2;0.0;5
2180;2023/2024;3;0.0;5
2181;2023/2024;4;0.0;5
2182;2023/2024;5;0.0;5
2183;2024/2025;1;0.0;5
2184;2024/2025;2;0.0;5
2185;2024/2025;3;0.0;5
2186;2024/2025;4;0.0;5
2187;2024/2025;5;79.3103448275862;5
2188;2022/2023;1;100.0;299
2189;2022/2023;2;100.0;299
2190;2022/2023;3;100.0;299
2191;2022/2023;4;100.0;299
2192;2022/2023;5;100.0;299
2193;2023/2024;1;100.0;299
2194;2023/2024;2;100.0;299
2195;2023/2024;3;100.0;299
2196;2023/2024;4;100.0;299
2197;2023/2024;5;100.0;299
2198;2024/2025;1;100.0;299
2199;2024/2025;2;100.0;299
2200;2024/2025;3;100.0;299
2201;2024/2025;4;100.0;299
2202;2024/2025;5;100.0;299
2203;2022/2023;1;88.1578947368421;6
2204;2022/2023;2;87.87878787878788;6
2205;2022/2023;3;100.0;6
2206;2022/2023;4;71.7948717948718;6
2207;2023/2024;1;76.92307692307693;6
2208;2023/2024;2;84.61538461538461;6
2209;2023/2024;3;93.22033898305084;6
2210;2023/2024;4;91.42857142857143;6
2211;2024/2025;1;76.81159420289855;6
2212;2024/2025;2;86.20689655172413;6
2213;2024/2025;3;81.81818181818183;6
2214;2024/2025;4;97.61904761904762;6
2215;2022/2023;1;98.54014598540147;302
2216;2022/2023;2;98.75776397515527;302
2217;2022/2023;3;96.40718562874252;302
2218;2023/2024;1;97.95918367346938;302
2219;2023/2024;2;100.0;302
2220;2023/2024;3;100.0;302
2221;2024/2025;1;97.52066115702479;302
2222;2024/2025;2;98.59154929577466;302
2223;2024/2025;3;99.25373134328358;302
2224;2022/2023;1;98.30508474576271;301
2225;2022/2023;2;100.0;301
2226;2022/2023;3;100.0;301
2227;2022/2023;4;100.0;301
2228;2022/2023;5;100.0;301
2229;2023/2024;1;98.33333333333333;301
2230;2023/2024;2;100.0;301
2231;2023/2024;3;100.0;301
2232;2023/2024;4;100.0;301
2233;2023/2024;5;100.0;301
2234;2024/2025;1;98.79518072289156;301
2235;2024/2025;2;100.0;301
2236;2024/2025;3;100.0;301
2237;2024/2025;4;100.0;301
2238;2024/2025;5;100.0;301
2239;2022/2023;1;100.0;298
2240;2022/2023;2;100.0;298
2241;2022/2023;3;100.0;298
2242;2022/2023;4;100.0;298
2243;2022/2023;5;100.0;298
2244;2023/2024;1;100.0;298
2245;2023/2024;2;100.0;298
2246;2023/2024;3;100.0;298
2247;2023/2024;4;100.0;298
2248;2023/2024;5;100.0;298
2249;2024/2025;1;100.0;298
2250;2024/2025;2;100.0;298
2251;2024/2025;3;100.0;298
2252;2024/2025;4;100.0;298
2253;2024/2025;5;100.0;298
2254;2022/2023;1;78.18181818181819;471
2255;2022/2023;2;94.87179487179486;471
2256;2022/2023;3;97.22222222222221;471
2257;2022/2023;4;100.0;471
2258;2022/2023;5;100.0;471
2259;2023/2024;1;74.50980392156863;471
2260;2023/2024;2;92.6829268292683;471
2261;2023/2024;3;97.36842105263158;471
2262;2023/2024;4;97.14285714285714;471
2263;2023/2024;5;100.0;471
2264;2024/2025;1;82.97872340425532;471
2265;2024/2025;2;92.5;471
2266;2024/2025;3;94.73684210526315;471
2267;2024/2025;4;97.2972972972973;471
2268;2024/2025;5;100.0;471
2269;2022/2023;1;0.0;470
2270;2022/2023;2;0.0;470
2271;2022/2023;3;72.22222222222221;470
2272;2023/2024;1;0.0;470
2273;2023/2024;2;0.0;470
2274;2023/2024;3;63.63636363636363;470
2275;2024/2025;1;0.0;470
2276;2024/2025;2;0.0;470
2277;2024/2025;3;31.25;470
2278;2022/2023;1;70.45454545454545;473
2279;2022/2023;2;100.0;473
2280;2022/2023;3;93.33333333333333;473
2281;2022/2023;4;91.66666666666666;473
2282;2022/2023;5;100.0;473
2283;2023/2024;1;71.7948717948718;473
2284;2023/2024;2;92.85714285714286;473
2285;2023/2024;3;93.33333333333333;473
2286;2023/2024;4;71.42857142857143;473
2287;2023/2024;5;95.23809523809523;473
2288;2024/2025;1;72.97297297297297;473
2289;2024/2025;2;93.33333333333333;473
2290;2024/2025;3;100.0;473
2291;2024/2025;4;100.0;473
2292;2024/2025;5;100.0;473
2293;2022/2023;1;0.0;472
2294;2022/2023;2;0.0;472
2295;2022/2023;3;0.0;472
2296;2022/2023;4;66.66666666666666;472
2297;2022/2023;5;100.0;472
2298;2023/2024;1;0.0;472
2299;2023/2024;2;0.0;472
2300;2023/2024;3;0.0;472
2301;2023/2024;4;66.66666666666666;472
2302;2023/2024;5;50.0;472
2303;2024/2025;1;0.0;472
2304;2024/2025;2;37.5;472
2305;2024/2025;3;14.285714285714285;472
2306;2024/2025;4;50.0;472
2307;2024/2025;5;50.0;472
2308;2022/2023;1;0.0;474
2309;2022/2023;2;0.0;474
2310;2022/2023;3;0.0;474
2311;2022/2023;4;50.0;474
2312;2022/2023;5;100.0;474
2313;2023/2024;1;0.0;474
2314;2023/2024;2;0.0;474
2315;2023/2024;3;0.0;474
2316;2023/2024;4;50.0;474
2317;2023/2024;5;66.66666666666666;474
2318;2024/2025;1;0.0;474
2319;2024/2025;2;0.0;474
2320;2024/2025;3;0.0;474
2321;2024/2025;4;100.0;474
2322;2024/2025;5;50.0;474
2323;2022/2023;1;88.57142857142857;475
2324;2022/2023;2;93.54838709677419;475
2325;2022/2023;3;92.3076923076923;475
2326;2022/2023;4;96.66666666666667;475
2327;2022/2023;5;100.0;475
2328;2023/2024;1;84.84848484848484;475
2329;2023/2024;2;100.0;475
2330;2023/2024;3;100.0;475
2331;2023/2024;4;92.0;475
2332;2023/2024;5;100.0;475
2333;2024/2025;1;87.2340425531915;475
2334;2024/2025;2;96.55172413793103;475
2335;2024/2025;3;97.14285714285714;475
2336;2024/2025;4;100.0;475
2337;2024/2025;5;100.0;475
2338;2022/2023;1;100.0;476
2339;2022/2023;2;88.88888888888889;476
2340;2022/2023;3;100.0;476
2341;2022/2023;4;100.0;476
2342;2022/2023;5;100.0;476
2343;2023/2024;1;96.96969696969697;476
2344;2023/2024;2;89.28571428571429;476
2345;2023/2024;3;88.0;476
2346;2023/2024;4;100.0;476
2347;2023/2024;5;100.0;476
2348;2024/2025;1;66.66666666666666;476
2349;2024/2025;2;96.96969696969697;476
2350;2024/2025;3;100.0;476
2351;2024/2025;4;100.0;476
2352;2024/2025;5;96.66666666666667;476
2353;2022/2023;1;100.0;478
2354;2022/2023;2;84.61538461538461;478
2355;2022/2023;3;100.0;478
2356;2022/2023;4;100.0;478
2357;2022/2023;5;100.0;478
2358;2023/2024;1;96.29629629629629;478
2359;2023/2024;2;91.42857142857143;478
2360;2023/2024;3;95.65217391304348;478
2361;2023/2024;4;95.45454545454545;478
2362;2023/2024;5;100.0;478
2363;2024/2025;1;96.0;478
2364;2024/2025;2;93.33333333333333;478
2365;2024/2025;3;96.875;478
2366;2024/2025;4;95.65217391304348;478
2367;2024/2025;5;100.0;478
2368;2022/2023;1;83.33333333333334;477
2369;2022/2023;2;100.0;477
2370;2022/2023;3;100.0;477
2371;2022/2023;4;100.0;477
2372;2022/2023;5;100.0;477
2373;2023/2024;1;92.3076923076923;477
2374;2023/2024;2;85.71428571428571;477
2375;2023/2024;3;97.2972972972973;477
2376;2023/2024;4;100.0;477
2377;2023/2024;5;96.42857142857143;477
2378;2024/2025;1;94.11764705882352;477
2379;2024/2025;2;100.0;477
2380;2024/2025;3;100.0;477
2381;2024/2025;4;100.0;477
2382;2024/2025;5;100.0;477
2383;2022/2023;1;88.46153846153845;466
2384;2022/2023;2;81.69014084507043;466
2385;2022/2023;3;95.38461538461539;466
2386;2022/2023;4;93.18181818181817;466
2387;2022/2023;5;96.875;466
2388;2023/2024;1;79.41176470588235;466
2389;2023/2024;2;95.65217391304348;466
2390;2023/2024;3;93.93939393939394;466
2391;2023/2024;4;93.65079365079364;466
2392;2023/2024;5;98.78048780487805;466
2393;2024/2025;1;82.82828282828282;466
2394;2024/2025;2;89.6103896103896;466
2395;2024/2025;3;96.62921348314607;466
2396;2024/2025;4;93.54838709677419;466
2397;2024/2025;5;93.33333333333333;466
2398;2022/2023;1;0.0;465
2399;2022/2023;2;0.0;465
2400;2022/2023;3;77.08333333333334;465
2401;2023/2024;1;0.0;465
2402;2023/2024;2;0.0;465
2403;2023/2024;3;72.88135593220339;465
2404;2024/2025;1;0.0;465
2405;2024/2025;2;0.0;465
2406;2024/2025;3;68.42105263157895;465
