index;academic year;school year;admission rate;school
3158;2022/2023;2;100.0;386
3159;2022/2023;3;100.0;386
3160;2022/2023;4;100.0;386
3161;2022/2023;5;100.0;386
3162;2023/2024;1;100.0;386
3163;2023/2024;2;100.0;386
3164;2023/2024;3;100.0;386
3165;2023/2024;4;100.0;386
3166;2023/2024;5;100.0;386
3167;2024/2025;1;100.0;386
3168;2024/2025;2;100.0;386
3169;2024/2025;3;100.0;386
3170;2024/2025;4;100.0;386
3171;2024/2025;5;100.0;386
3172;2022/2023;1;100.0;387
3173;2022/2023;2;100.0;387
3174;2022/2023;3;100.0;387
3175;2022/2023;4;100.0;387
3176;2022/2023;5;100.0;387
3177;2023/2024;1;100.0;387
3178;2023/2024;2;100.0;387
3179;2023/2024;3;100.0;387
3180;2023/2024;4;100.0;387
3181;2023/2024;5;100.0;387
3182;2024/2025;1;96.29629629629629;387
3183;2024/2025;2;100.0;387
3184;2024/2025;3;100.0;387
3185;2024/2025;4;100.0;387
3186;2024/2025;5;100.0;387
3187;2022/2023;1;100.0;249
3188;2022/2023;2;100.0;249
3189;2022/2023;3;100.0;249
3190;2022/2023;4;100.0;249
3191;2022/2023;5;100.0;249
3192;2023/2024;1;100.0;249
3193;2023/2024;2;100.0;249
3194;2023/2024;3;100.0;249
3195;2023/2024;4;100.0;249
3196;2023/2024;5;100.0;249
3197;2024/2025;1;100.0;249
3198;2024/2025;2;100.0;249
3199;2024/2025;3;100.0;249
3200;2024/2025;4;100.0;249
3201;2024/2025;5;100.0;249
3202;2022/2023;1;98.79518072289156;251
3203;2022/2023;2;96.5909090909091;251
3204;2022/2023;3;97.72727272727273;251
3205;2023/2024;1;98.26086956521739;251
3206;2023/2024;2;97.67441860465115;251
3207;2023/2024;3;98.83720930232558;251
3208;2024/2025;1;96.7741935483871;251
3209;2024/2025;2;98.33333333333333;251
3210;2024/2025;3;100.0;251
3211;2022/2023;1;100.0;248
3212;2022/2023;2;100.0;248
3213;2022/2023;3;100.0;248
3214;2022/2023;4;100.0;248
3215;2022/2023;5;100.0;248
3216;2023/2024;1;100.0;248
3217;2023/2024;2;100.0;248
3218;2023/2024;3;100.0;248
3219;2023/2024;4;100.0;248
3220;2023/2024;5;100.0;248
3221;2024/2025;1;100.0;248
3222;2024/2025;2;100.0;248
3223;2024/2025;3;100.0;248
3224;2024/2025;4;100.0;248
3225;2024/2025;5;100.0;248
3226;2022/2023;1;97.1830985915493;250
3227;2022/2023;2;96.49122807017544;250
3228;2022/2023;3;100.0;250
3229;2022/2023;4;100.0;250
3230;2022/2023;5;100.0;250
3231;2023/2024;1;100.0;250
3232;2023/2024;2;100.0;250
3233;2023/2024;3;98.24561403508771;250
3234;2023/2024;4;100.0;250
3235;2023/2024;5;100.0;250
3236;2024/2025;1;100.0;250
3237;2024/2025;2;100.0;250
3238;2024/2025;3;100.0;250
3239;2024/2025;4;100.0;250
3240;2024/2025;5;98.57142857142858;250
3241;2022/2023;1;90.76923076923077;541
3242;2022/2023;2;96.42857142857143;541
3243;2022/2023;3;100.0;541
3244;2022/2023;4;100.0;541
3245;2022/2023;5;100.0;541
3246;2023/2024;1;91.8918918918919;541
3247;2023/2024;2;98.30508474576271;541
3248;2023/2024;3;100.0;541
3249;2023/2024;4;97.77777777777777;541
3250;2023/2024;5;95.23809523809523;541
3251;2024/2025;1;92.5;541
3252;2024/2025;2;90.0;541
3253;2024/2025;3;96.55172413793103;541
3254;2024/2025;4;100.0;541
3255;2024/2025;5;97.87234042553192;541
3256;2022/2023;1;0.0;543
3257;2022/2023;2;100.0;543
3258;2022/2023;3;100.0;543
3259;2022/2023;4;100.0;543
3260;2022/2023;5;100.0;543
3261;2023/2024;1;94.11764705882352;543
3262;2023/2024;2;0.0;543
3263;2023/2024;3;100.0;543
3264;2023/2024;4;100.0;543
3265;2023/2024;5;100.0;543
3266;2024/2025;1;94.73684210526315;543
3267;2024/2025;2;92.85714285714286;543
3268;2024/2025;3;0.0;543
3269;2024/2025;4;100.0;543
3270;2024/2025;5;100.0;543
3271;2022/2023;1;89.1891891891892;542
3272;2022/2023;2;100.0;542
3273;2022/2023;3;94.11764705882352;542
3274;2022/2023;4;93.33333333333333;542
3275;2022/2023;5;100.0;542
3276;2023/2024;1;88.23529411764706;542
3277;2023/2024;2;96.96969696969697;542
3278;2023/2024;3;90.47619047619048;542
3279;2023/2024;4;100.0;542
3280;2023/2024;5;100.0;542
3281;2024/2025;1;98.14814814814815;542
3282;2024/2025;2;93.93939393939394;542
3283;2024/2025;3;94.5945945945946;542
3284;2024/2025;4;91.8918918918919;542
3285;2024/2025;5;100.0;542
3286;2022/2023;1;95.23809523809523;540
3287;2022/2023;2;100.0;540
3288;2022/2023;3;93.75;540
3289;2022/2023;4;100.0;540
3290;2022/2023;5;100.0;540
3291;2023/2024;1;100.0;540
3292;2023/2024;2;100.0;540
3293;2023/2024;3;95.0;540
3294;2023/2024;4;93.33333333333333;540
3295;2023/2024;5;93.33333333333333;540
3296;2024/2025;1;90.0;540
3297;2024/2025;2;95.0;540
3298;2024/2025;3;90.9090909090909;540
3299;2024/2025;4;100.0;540
3300;2024/2025;5;100.0;540
3301;2022/2023;1;100.0;192
3302;2022/2023;2;100.0;192
3303;2022/2023;3;100.0;192
3304;2022/2023;4;100.0;192
3305;2022/2023;5;100.0;192
3306;2023/2024;1;100.0;192
3307;2023/2024;2;100.0;192
3308;2023/2024;3;100.0;192
3309;2023/2024;4;100.0;192
3310;2023/2024;5;100.0;192
3311;2024/2025;1;100.0;192
3312;2024/2025;2;100.0;192
3313;2024/2025;3;100.0;192
3314;2024/2025;4;100.0;192
3315;2024/2025;5;100.0;192
3316;2022/2023;1;89.79591836734694;545
3317;2022/2023;2;92.10526315789474;545
3318;2022/2023;3;88.88888888888889;545
3319;2022/2023;4;100.0;545
3320;2022/2023;5;92.3076923076923;545
3321;2023/2024;1;92.10526315789474;545
3322;2023/2024;2;92.6829268292683;545
3323;2023/2024;3;97.22222222222221;545
3324;2023/2024;4;100.0;545
3325;2023/2024;5;95.23809523809523;545
3326;2024/2025;1;95.23809523809523;545
3327;2024/2025;2;100.0;545
3328;2024/2025;3;97.36842105263158;545
3329;2024/2025;4;100.0;545
3330;2024/2025;5;100.0;545
3331;2022/2023;1;100.0;194
3332;2022/2023;2;100.0;194
3333;2022/2023;3;100.0;194
3334;2023/2024;1;100.0;194
3335;2023/2024;2;100.0;194
3336;2023/2024;3;100.0;194
3337;2024/2025;1;100.0;194
3338;2024/2025;2;100.0;194
3339;2024/2025;3;100.0;194
3340;2022/2023;1;95.45454545454545;544
3341;2022/2023;2;98.33333333333333;544
3342;2022/2023;3;98.24561403508771;544
3343;2022/2023;4;96.42857142857143;544
3344;2022/2023;5;100.0;544
3345;2023/2024;1;92.06349206349206;544
3346;2023/2024;2;97.61904761904762;544
3347;2023/2024;3;94.91525423728814;544
3348;2023/2024;4;100.0;544
3349;2023/2024;5;100.0;544
3350;2024/2025;1;98.07692307692307;544
3351;2024/2025;2;98.07692307692307;544
3352;2024/2025;3;90.47619047619048;544
3353;2024/2025;4;98.11320754716981;544
3354;2024/2025;5;100.0;544
3355;2022/2023;1;100.0;193
3356;2022/2023;2;100.0;193
3357;2022/2023;3;100.0;193
3358;2022/2023;4;100.0;193
3359;2022/2023;5;100.0;193
3360;2023/2024;1;100.0;193
3361;2023/2024;2;100.0;193
3362;2023/2024;3;100.0;193
3363;2023/2024;4;100.0;193
3364;2023/2024;5;100.0;193
3365;2024/2025;1;100.0;193
3366;2024/2025;2;100.0;193
3367;2024/2025;3;100.0;193
3368;2024/2025;4;100.0;193
3369;2024/2025;5;100.0;193
3370;2022/2023;1;78.94736842105263;149
3371;2022/2023;2;88.23529411764706;149
3372;2022/2023;3;100.0;149
3373;2022/2023;4;94.44444444444444;149
3374;2022/2023;5;93.75;149
3375;2023/2024;1;73.33333333333333;149
3376;2023/2024;2;94.44444444444444;149
3377;2023/2024;3;100.0;149
3378;2023/2024;4;94.44444444444444;149
3379;2023/2024;5;94.11764705882352;149
3380;2024/2025;1;69.23076923076923;149
3381;2024/2025;2;100.0;149
3382;2024/2025;3;90.0;149
3383;2024/2025;4;88.23529411764706;149
3384;2024/2025;5;93.33333333333333;149
3385;2022/2023;1;92.3076923076923;148
3386;2022/2023;2;100.0;148
3387;2022/2023;3;83.33333333333334;148
3388;2022/2023;4;94.11764705882352;148
3389;2022/2023;5;100.0;148
3390;2023/2024;1;100.0;148
3391;2023/2024;2;85.71428571428571;148
3392;2023/2024;3;92.3076923076923;148
3393;2023/2024;4;100.0;148
3394;2023/2024;5;93.75;148
3395;2024/2025;1;82.35294117647058;148
3396;2024/2025;2;100.0;148
3397;2024/2025;3;100.0;148
3398;2024/2025;4;90.0;148
3399;2024/2025;5;100.0;148
3400;2022/2023;1;100.0;150
3401;2022/2023;2;92.3076923076923;150
3402;2022/2023;3;100.0;150
3403;2022/2023;4;0.0;150
3404;2022/2023;5;100.0;150
3405;2023/2024;1;100.0;150
3406;2023/2024;2;100.0;150
3407;2023/2024;3;100.0;150
3408;2023/2024;4;100.0;150
3409;2023/2024;5;0.0;150
3410;2024/2025;1;86.66666666666667;150
3411;2024/2025;2;100.0;150
3412;2024/2025;3;100.0;150
3413;2024/2025;4;92.3076923076923;150
3414;2024/2025;5;100.0;150
3415;2022/2023;1;99.03846153846155;153
3416;2022/2023;2;99.06542056074767;153
3417;2022/2023;3;100.0;153
3418;2023/2024;1;100.0;153
3419;2023/2024;2;100.0;153
3420;2023/2024;3;100.0;153
3421;2024/2025;1;100.0;153
3422;2024/2025;2;100.0;153
3423;2024/2025;3;100.0;153
3424;2022/2023;1;100.0;152
3425;2022/2023;2;100.0;152
3426;2022/2023;3;100.0;152
3427;2022/2023;4;100.0;152
3428;2022/2023;5;100.0;152
3429;2023/2024;1;100.0;152
3430;2023/2024;2;100.0;152
3431;2023/2024;3;100.0;152
3432;2023/2024;4;100.0;152
3433;2023/2024;5;100.0;152
3434;2024/2025;1;100.0;152
3435;2024/2025;2;100.0;152
3436;2024/2025;3;100.0;152
3437;2024/2025;4;100.0;152
3438;2024/2025;5;100.0;152
3439;2022/2023;1;91.66666666666666;507
3440;2022/2023;2;100.0;507
3441;2022/2023;3;100.0;507
3442;2022/2023;4;100.0;507
3443;2022/2023;5;96.66666666666667;507
3444;2023/2024;1;94.44444444444444;507
3445;2023/2024;2;95.65217391304348;507
3446;2023/2024;3;100.0;507
3447;2023/2024;4;100.0;507
3448;2023/2024;5;100.0;507
3449;2024/2025;1;85.71428571428571;507
3450;2024/2025;2;95.0;507
3451;2024/2025;3;95.45454545454545;507
3452;2024/2025;4;100.0;507
3453;2024/2025;5;93.75;507
3454;2022/2023;1;81.81818181818183;151
3455;2022/2023;2;84.84848484848484;151
3456;2022/2023;3;100.0;151
3457;2022/2023;4;100.0;151
3458;2022/2023;5;88.88888888888889;151
3459;2023/2024;1;90.9090909090909;151
3460;2023/2024;2;93.47826086956522;151
3461;2023/2024;3;100.0;151
3462;2023/2024;4;100.0;151
3463;2023/2024;5;100.0;151
3464;2024/2025;1;97.05882352941177;151
3465;2024/2025;2;97.72727272727273;151
3466;2024/2025;3;97.87234042553192;151
3467;2024/2025;4;96.875;151
3468;2024/2025;5;100.0;151
3469;2022/2023;1;100.0;510
3470;2022/2023;2;100.0;510
3471;2022/2023;3;100.0;510
3472;2022/2023;4;100.0;510
3473;2022/2023;5;100.0;510
3474;2023/2024;1;100.0;510
3475;2023/2024;2;100.0;510
3476;2023/2024;3;100.0;510
3477;2023/2024;4;100.0;510
3478;2023/2024;5;100.0;510
3479;2024/2025;1;0.0;510
3480;2024/2025;2;100.0;510
3481;2024/2025;3;100.0;510
3482;2024/2025;4;100.0;510
3483;2024/2025;5;100.0;510
3484;2022/2023;1;100.0;508
3485;2022/2023;2;0.0;508
3486;2022/2023;3;0.0;508
3487;2023/2024;1;93.75;508
3488;2023/2024;2;92.3076923076923;508
3489;2023/2024;3;0.0;508
3490;2024/2025;1;92.85714285714286;508
3491;2024/2025;2;87.5;508
3492;2024/2025;3;100.0;508
3493;2022/2023;1;100.0;511
3494;2022/2023;2;100.0;511
3495;2022/2023;3;97.43589743589743;511
3496;2023/2024;1;100.0;511
3497;2023/2024;2;100.0;511
3498;2023/2024;3;100.0;511
3499;2024/2025;1;100.0;511
3500;2024/2025;2;100.0;511
3501;2024/2025;3;100.0;511
3502;2022/2023;1;100.0;509
3503;2022/2023;2;100.0;509
3504;2022/2023;3;100.0;509
3505;2022/2023;4;100.0;509
3506;2022/2023;5;100.0;509
3507;2023/2024;1;100.0;509
3508;2023/2024;2;92.3076923076923;509
3509;2023/2024;3;93.33333333333333;509
3510;2023/2024;4;100.0;509
3511;2023/2024;5;100.0;509
3512;2024/2025;1;70.0;509
3513;2024/2025;2;100.0;509
3514;2024/2025;3;100.0;509
3515;2024/2025;4;100.0;509
3516;2024/2025;5;100.0;509
3517;2022/2023;1;0.0;450
3518;2022/2023;2;34.48275862068966;450
3519;2022/2023;3;70.0;450
3520;2023/2024;1;12.5;450
3521;2023/2024;2;33.33333333333333;450
3522;2023/2024;3;61.53846153846154;450
3523;2024/2025;1;15.384615384615385;450
3524;2024/2025;2;73.33333333333333;450
3525;2024/2025;3;54.54545454545454;450
3526;2022/2023;1;0.0;447
3527;2022/2023;2;0.0;447
3528;2022/2023;3;0.0;447
3529;2022/2023;4;0.0;447
3530;2022/2023;5;0.0;447
3531;2023/2024;1;0.0;447
3532;2023/2024;2;0.0;447
3533;2023/2024;3;0.0;447
3534;2023/2024;4;0.0;447
3535;2023/2024;5;0.0;447
3536;2024/2025;1;0.0;447
3537;2024/2025;2;0.0;447
3538;2024/2025;3;0.0;447
3539;2024/2025;4;0.0;447
3540;2024/2025;5;91.30434782608695;447
3541;2022/2023;1;71.42857142857143;448
3542;2022/2023;2;80.95238095238095;448
3543;2022/2023;3;0.0;448
3544;2022/2023;4;94.11764705882352;448
3545;2023/2024;1;66.66666666666666;448
3546;2023/2024;2;75.0;448
3547;2023/2024;3;62.5;448
3548;2023/2024;4;100.0;448
3549;2024/2025;1;70.0;448
3550;2024/2025;2;80.76923076923077;448
3551;2024/2025;3;90.0;448
3552;2024/2025;4;92.3076923076923;448
3553;2022/2023;1;82.6923076923077;30
3554;2022/2023;2;90.9090909090909;30
3555;2022/2023;3;87.73584905660378;30
3556;2022/2023;4;96.29629629629629;30
3557;2023/2024;1;80.55555555555556;30
3558;2023/2024;2;87.75510204081633;30
3559;2023/2024;3;91.17647058823529;30
3560;2023/2024;4;94.73684210526315;30
3561;2024/2025;1;75.59055118110236;30
3562;2024/2025;2;81.0;30
3563;2024/2025;3;95.74468085106383;30
3564;2024/2025;4;90.9090909090909;30
3565;2022/2023;1;68.65671641791045;449
3566;2022/2023;2;70.1492537313433;449
3567;2022/2023;3;77.33333333333333;449
3568;2022/2023;4;73.07692307692307;449
3569;2023/2024;1;70.58823529411765;449
3570;2023/2024;2;80.35714285714286;449
3571;2023/2024;3;85.18518518518519;449
3572;2023/2024;4;86.20689655172413;449
3573;2024/2025;1;65.57377049180327;449
3574;2024/2025;2;75.0;449
3575;2024/2025;3;90.0;449
3576;2024/2025;4;93.75;449
3577;2022/2023;1;100.0;548
3578;2022/2023;2;99.03846153846155;548
3579;2022/2023;3;98.33333333333333;548
3580;2022/2023;4;97.59036144578313;548
3581;2022/2023;5;100.0;548
3582;2023/2024;1;98.79518072289156;548
3583;2023/2024;2;98.50746268656717;548
3584;2023/2024;3;97.0;548
3585;2023/2024;4;100.0;548
3586;2023/2024;5;98.76543209876543;548
3587;2024/2025;1;97.33333333333334;548
3588;2024/2025;2;98.63013698630137;548
3589;2024/2025;3;96.875;548
3590;2024/2025;4;98.95833333333334;548
3591;2024/2025;5;100.0;548
3592;2022/2023;1;0.0;29
3593;2022/2023;2;0.0;29
3594;2022/2023;3;0.0;29
3595;2022/2023;4;0.0;29
3596;2022/2023;5;0.0;29
3597;2023/2024;1;0.0;29
3598;2023/2024;2;0.0;29
3599;2023/2024;3;0.0;29
3600;2023/2024;4;0.0;29
3601;2023/2024;5;0.0;29
3602;2024/2025;1;0.0;29
3603;2024/2025;2;0.0;29
3604;2024/2025;3;0.0;29
3605;2024/2025;4;0.0;29
3606;2024/2025;5;88.57142857142857;29
3607;2022/2023;1;93.87755102040816;547
3608;2022/2023;2;95.65217391304348;547
3609;2022/2023;3;94.28571428571428;547
3610;2022/2023;4;98.11320754716981;547
3611;2022/2023;5;100.0;547
3612;2023/2024;1;88.37209302325581;547
3613;2023/2024;2;100.0;547
3614;2023/2024;3;95.55555555555556;547
3615;2023/2024;4;100.0;547
3616;2023/2024;5;100.0;547
3617;2024/2025;1;97.82608695652173;547
3618;2024/2025;2;97.36842105263158;547
3619;2024/2025;3;92.85714285714286;547
3620;2024/2025;4;95.34883720930233;547
3621;2024/2025;5;100.0;547
3622;2022/2023;1;100.0;546
3623;2022/2023;2;100.0;546
3624;2022/2023;3;90.9090909090909;546
3625;2022/2023;4;100.0;546
3626;2022/2023;5;100.0;546
3627;2023/2024;1;100.0;546
3628;2023/2024;2;94.44444444444444;546
3629;2023/2024;3;90.9090909090909;546
3630;2023/2024;4;100.0;546
3631;2023/2024;5;100.0;546
3632;2024/2025;1;84.61538461538461;546
3633;2024/2025;2;100.0;546
3634;2024/2025;3;100.0;546
3635;2024/2025;4;100.0;546
3636;2024/2025;5;100.0;546
3637;2022/2023;1;96.7741935483871;549
3638;2022/2023;2;91.66666666666666;549
3639;2022/2023;3;93.65079365079364;549
3640;2022/2023;4;97.95918367346938;549
3641;2022/2023;5;100.0;549
3642;2023/2024;1;95.65217391304348;549
3643;2023/2024;2;98.21428571428571;549
3644;2023/2024;3;94.11764705882352;549
3645;2023/2024;4;98.30508474576271;549
3646;2023/2024;5;100.0;549
3647;2024/2025;1;88.46153846153845;549
3648;2024/2025;2;95.3125;549
3649;2024/2025;3;100.0;549
3650;2024/2025;4;95.91836734693877;549
3651;2024/2025;5;100.0;549
3652;2022/2023;1;60.0;258
3653;2022/2023;2;76.47058823529412;258
3654;2022/2023;3;88.88888888888889;258
3655;2022/2023;4;95.83333333333334;258
3656;2022/2023;5;100.0;258
3657;2023/2024;1;73.07692307692307;258
3658;2023/2024;2;94.11764705882352;258
3659;2023/2024;3;87.5;258
3660;2023/2024;4;94.11764705882352;258
3661;2023/2024;5;100.0;258
3662;2024/2025;1;88.57142857142857;258
3663;2024/2025;2;86.36363636363636;258
3664;2024/2025;3;100.0;258
3665;2024/2025;4;92.85714285714286;258
3666;2024/2025;5;100.0;258
3667;2022/2023;1;54.54545454545454;259
3668;2022/2023;2;63.63636363636363;259
3669;2022/2023;3;100.0;259
3670;2022/2023;4;91.66666666666666;259
3671;2022/2023;5;84.61538461538461;259
3672;2023/2024;1;90.0;259
3673;2023/2024;2;80.0;259
3674;2023/2024;3;100.0;259
3675;2023/2024;4;100.0;259
3676;2023/2024;5;100.0;259
3677;2024/2025;1;88.23529411764706;259
3678;2024/2025;2;100.0;259
3679;2024/2025;3;85.71428571428571;259
3680;2024/2025;4;100.0;259
3681;2024/2025;5;95.83333333333334;259
3682;2022/2023;1;100.0;260
3683;2022/2023;2;100.0;260
3684;2022/2023;3;100.0;260
3685;2022/2023;4;75.0;260
3686;2022/2023;5;100.0;260
3687;2023/2024;1;92.3076923076923;260
3688;2023/2024;2;80.0;260
3689;2023/2024;3;100.0;260
3690;2023/2024;4;100.0;260
3691;2023/2024;5;92.85714285714286;260
3692;2024/2025;1;95.65217391304348;260
3693;2024/2025;2;100.0;260
3694;2024/2025;3;90.9090909090909;260
3695;2024/2025;4;94.44444444444444;260
3696;2024/2025;5;100.0;260
3697;2022/2023;1;100.0;261
3698;2022/2023;2;100.0;261
3699;2022/2023;3;100.0;261
3700;2022/2023;4;100.0;261
3701;2023/2024;1;100.0;261
3702;2023/2024;2;100.0;261
3703;2023/2024;3;100.0;261
3704;2023/2024;4;100.0;261
3705;2024/2025;1;100.0;261
3706;2024/2025;2;100.0;261
3707;2024/2025;3;100.0;261
3708;2024/2025;4;100.0;261
3709;2022/2023;1;100.0;262
3710;2022/2023;2;100.0;262
3711;2022/2023;3;100.0;262
3712;2022/2023;4;100.0;262
3713;2022/2023;5;100.0;262
3714;2023/2024;1;100.0;262
3715;2023/2024;2;100.0;262
3716;2023/2024;3;100.0;262
3717;2023/2024;4;100.0;262
3718;2023/2024;5;100.0;262
3719;2024/2025;1;100.0;262
3720;2024/2025;2;100.0;262
3721;2024/2025;3;100.0;262
3722;2024/2025;4;100.0;262
3723;2024/2025;5;100.0;262
3724;2022/2023;1;90.0;263
3725;2022/2023;2;100.0;263
3726;2022/2023;3;100.0;263
3727;2022/2023;4;100.0;263
3728;2022/2023;5;100.0;263
3729;2023/2024;1;100.0;263
3730;2023/2024;2;100.0;263
3731;2023/2024;3;100.0;263
3732;2023/2024;4;100.0;263
3733;2023/2024;5;100.0;263
3734;2024/2025;1;100.0;263
3735;2024/2025;2;100.0;263
3736;2024/2025;3;100.0;263
3737;2024/2025;4;100.0;263
3738;2024/2025;5;100.0;263
3739;2022/2023;1;100.0;265
3740;2022/2023;2;93.75;265
3741;2022/2023;3;100.0;265
3742;2023/2024;1;100.0;265
3743;2023/2024;2;98.18181818181819;265
3744;2023/2024;3;100.0;265
3745;2024/2025;1;100.0;265
3746;2024/2025;2;100.0;265
3747;2024/2025;3;100.0;265
3748;2022/2023;1;100.0;264
3749;2022/2023;2;100.0;264
3750;2022/2023;3;100.0;264
3751;2022/2023;4;100.0;264
3752;2022/2023;5;100.0;264
3753;2023/2024;1;100.0;264
3754;2023/2024;2;100.0;264
3755;2023/2024;3;100.0;264
3756;2023/2024;4;100.0;264
3757;2023/2024;5;100.0;264
3758;2024/2025;1;100.0;264
3759;2024/2025;2;100.0;264
3760;2024/2025;3;100.0;264
3761;2024/2025;4;100.0;264
3762;2024/2025;5;100.0;264
3763;2022/2023;1;100.0;266
3764;2022/2023;2;95.23809523809523;266
3765;2022/2023;3;100.0;266
3766;2023/2024;1;100.0;266
3767;2023/2024;2;100.0;266
3768;2023/2024;3;100.0;266
3769;2024/2025;1;100.0;266
3770;2024/2025;2;100.0;266
3771;2024/2025;3;100.0;266
3772;2022/2023;1;97.2972972972973;739
3773;2022/2023;2;95.83333333333334;739
3774;2022/2023;3;100.0;739
3775;2023/2024;1;100.0;739
3776;2023/2024;2;100.0;739
3777;2023/2024;3;100.0;739
3778;2024/2025;1;100.0;739
3779;2024/2025;2;100.0;739
3780;2024/2025;3;100.0;739
3781;2022/2023;1;100.0;285
3782;2022/2023;2;100.0;285
3783;2022/2023;3;100.0;285
3784;2022/2023;4;100.0;285
3785;2022/2023;5;100.0;285
3786;2023/2024;1;100.0;285
3787;2023/2024;2;100.0;285
3788;2023/2024;3;100.0;285
3789;2023/2024;4;100.0;285
3790;2023/2024;5;100.0;285
3791;2024/2025;1;100.0;285
3792;2024/2025;2;100.0;285
3793;2024/2025;3;100.0;285
3794;2024/2025;4;100.0;285
3795;2024/2025;5;100.0;285
3796;2022/2023;1;100.0;738
3797;2022/2023;2;100.0;738
3798;2022/2023;3;100.0;738
3799;2022/2023;4;100.0;738
3800;2022/2023;5;100.0;738
3801;2023/2024;1;100.0;738
3802;2023/2024;2;100.0;738
3803;2023/2024;3;100.0;738
3804;2023/2024;4;100.0;738
3805;2023/2024;5;100.0;738
3806;2024/2025;1;100.0;738
3807;2024/2025;2;100.0;738
3808;2024/2025;3;100.0;738
3809;2024/2025;4;100.0;738
3810;2024/2025;5;100.0;738
3811;2022/2023;1;100.0;286
3812;2022/2023;2;100.0;286
3813;2022/2023;3;100.0;286
3814;2022/2023;4;100.0;286
3815;2022/2023;5;100.0;286
3816;2023/2024;1;100.0;286
3817;2023/2024;2;94.44444444444444;286
3818;2023/2024;3;100.0;286
3819;2023/2024;4;100.0;286
3820;2023/2024;5;100.0;286
3821;2024/2025;1;100.0;286
3822;2024/2025;2;100.0;286
3823;2024/2025;3;100.0;286
3824;2024/2025;4;100.0;286
3825;2024/2025;5;100.0;286
3826;2022/2023;1;100.0;288
3827;2022/2023;2;100.0;288
3828;2022/2023;3;100.0;288
3829;2022/2023;4;100.0;288
3830;2022/2023;5;100.0;288
3831;2023/2024;1;100.0;288
3832;2023/2024;2;100.0;288
3833;2023/2024;3;100.0;288
3834;2023/2024;4;100.0;288
3835;2023/2024;5;100.0;288
3836;2024/2025;1;100.0;288
3837;2024/2025;2;100.0;288
3838;2024/2025;3;100.0;288
3839;2024/2025;4;100.0;288
3840;2024/2025;5;100.0;288
3841;2022/2023;1;100.0;287
3842;2022/2023;2;100.0;287
3843;2022/2023;3;100.0;287
3844;2022/2023;4;100.0;287
3845;2022/2023;5;100.0;287
3846;2023/2024;1;100.0;287
3847;2023/2024;2;100.0;287
3848;2023/2024;3;100.0;287
3849;2023/2024;4;100.0;287
3850;2023/2024;5;100.0;287
3851;2024/2025;1;100.0;287
3852;2024/2025;2;100.0;287
3853;2024/2025;3;100.0;287
3854;2024/2025;4;100.0;287
3855;2024/2025;5;100.0;287
3856;2022/2023;1;100.0;289
3857;2022/2023;2;100.0;289
3858;2022/2023;3;100.0;289
3859;2022/2023;4;100.0;289
3860;2022/2023;5;100.0;289
3861;2023/2024;1;100.0;289
3862;2023/2024;2;100.0;289
3863;2023/2024;3;100.0;289
3864;2023/2024;4;100.0;289
3865;2023/2024;5;100.0;289
3866;2024/2025;1;100.0;289
3867;2024/2025;2;100.0;289
3868;2024/2025;3;100.0;289
3869;2024/2025;4;100.0;289
3870;2024/2025;5;100.0;289
3871;2022/2023;1;95.65217391304348;512
3872;2022/2023;2;95.65217391304348;512
3873;2022/2023;3;100.0;512
3874;2022/2023;4;100.0;512
3875;2022/2023;5;100.0;512
3876;2023/2024;1;95.65217391304348;512
3877;2023/2024;2;95.65217391304348;512
3878;2023/2024;3;90.9090909090909;512
3879;2023/2024;4;90.0;512
3880;2023/2024;5;100.0;512
3881;2024/2025;1;91.30434782608695;512
3882;2024/2025;2;100.0;512
3883;2024/2025;3;100.0;512
3884;2024/2025;4;100.0;512
3885;2024/2025;5;100.0;512
3886;2022/2023;1;100.0;290
3887;2022/2023;2;100.0;290
3888;2022/2023;3;100.0;290
3889;2023/2024;1;97.75280898876404;290
3890;2023/2024;2;100.0;290
3891;2023/2024;3;100.0;290
3892;2024/2025;1;97.46835443037975;290
3893;2024/2025;2;100.0;290
3894;2024/2025;3;100.0;290
3895;2022/2023;1;0.0;514
3896;2023/2024;1;0.0;514
3897;2024/2025;1;95.0;514
3898;2022/2023;1;100.0;513
3899;2022/2023;2;100.0;513
3900;2022/2023;3;100.0;513
3901;2022/2023;4;100.0;513
3902;2023/2024;1;94.73684210526315;513
3903;2023/2024;2;100.0;513
3904;2023/2024;3;100.0;513
3905;2023/2024;4;100.0;513
3906;2024/2025;1;94.11764705882352;513
3907;2024/2025;2;100.0;513
3908;2024/2025;3;100.0;513
3909;2024/2025;4;100.0;513
3910;2022/2023;1;100.0;515
3911;2022/2023;2;100.0;515
3912;2022/2023;3;100.0;515
3913;2022/2023;4;100.0;515
3914;2022/2023;5;100.0;515
3915;2023/2024;1;100.0;515
3916;2023/2024;2;100.0;515
3917;2023/2024;3;100.0;515
3918;2023/2024;4;100.0;515
3919;2023/2024;5;100.0;515
3920;2024/2025;1;100.0;515
3921;2024/2025;2;100.0;515
3922;2024/2025;3;100.0;515
3923;2024/2025;4;100.0;515
3924;2024/2025;5;100.0;515
3925;2022/2023;1;100.0;516
3926;2022/2023;2;100.0;516
3927;2022/2023;3;100.0;516
3928;2023/2024;1;100.0;516
3929;2023/2024;2;100.0;516
3930;2023/2024;3;98.46153846153847;516
3931;2024/2025;1;100.0;516
