main institute;school;miur code;entity;address;miur code list;school count;check
istituto comprensivo alta val di sole;scuola primaria passo tonale;tnee83207e;school;via nazionale, 12/c 38029;tnmm832017|tnee83208g|tnic832006|tnee83206d|tnee832029|tnee83207e|tnee83204b;6;4294967295
istituto comprensivo alta val di sole;scuola primaria vermiglio;tnee83206d;school;via senatore kessler, 5 38029;tnmm832017|tnee83208g|tnic832006|tnee83206d|tnee832029|tnee83207e|tnee83204b;6;4294967295
istituto comprensivo alta val di sole;"scuola secondaria di primo grado ""c. zanella"" fucine di ossana";tnmm832017;school;via s michele, 11 38026;tnmm832017|tnee83208g|tnic832006|tnee83206d|tnee832029|tnee83207e|tnee83204b;6;4294967295
istituto comprensivo alta vallagarina;;tnic86000a;institute;via stazione, 30 38060;tnee86002d|tnmm86001b|tnee86003e|tnee86001c|tnic86000a;4;4294967295
istituto comprensivo alta vallagarina;"scuola primaria ""a.de valentini"" calliano";tnee86002d;school;via degasperi, 4 38060;tnee86002d|tnmm86001b|tnee86003e|tnee86001c|tnic86000a;4;4294967295
istituto comprensivo alta vallagarina;"scuola primaria ""g. tovazzi"" volano";tnee86003e;school;via stazione, 30 38060;tnee86002d|tnmm86001b|tnee86003e|tnee86001c|tnic86000a;4;4294967295
istituto comprensivo alta vallagarina;"scuola primaria ""s. pellico"" besenello";tnee86001c;school;via degasperi, 2 38060;tnee86002d|tnmm86001b|tnee86003e|tnee86001c|tnic86000a;4;4294967295
istituto comprensivo alta vallagarina;"scuola secondaria di primo grado ""alta vallagarina"" volano";tnmm86001b;school;via manzoni, 3 38068;tnee86002d|tnmm86001b|tnee86003e|tnee86001c|tnic86000a;4;4294967295
istituto comprensivo altopiano di pine';;tnic816008;institute;via del xxvi maggio - baselga, 6 38042;tnee81605e|tnmm816019|tnee81601a|tnic816008|tnee81602b;4;4294967295
istituto comprensivo altopiano di pine';"scuola primaria  ""abramo andreatta"" bedollo";tnee81605e;school;via s osvaldo, 5 38043;tnee81605e|tnmm816019|tnee81601a|tnic816008|tnee81602b;4;4294967295
istituto comprensivo altopiano di pine';"scuola primaria ""g. dallafior"" baselga di pine'";tnee81601a;school;via delle scuole, 15 38042;tnee81605e|tnmm816019|tnee81601a|tnic816008|tnee81602b;4;4294967295
istituto comprensivo altopiano di pine';"scuola primaria ""g. verdi"" miola baselga di pine'";tnee81602b;school;via della chiesa, 3 38042;tnee81605e|tnmm816019|tnee81601a|tnic816008|tnee81602b;4;4294967295
istituto comprensivo altopiano di pine';"scuola secondaria di primo grado ""don giuseppe tarter""baselga di pine'";tnmm816019;school;via del xxvi maggio - baselga, 6 38042;tnee81605e|tnmm816019|tnee81601a|tnic816008|tnee81602b;4;4294967295
istituto comprensivo arco;;tnic840005;institute;localita prabi,   38062;tnic840005|tnee840028|tnee84004a|tnee840039|tnee840017|tnmm840016;5;4294967295
istituto comprensivo arco;"scuola primaria ""g. segantini"" arco";tnee840039;school;via nas, 28 38062;tnic840005|tnee840028|tnee84004a|tnee840039|tnee840017|tnmm840016;5;4294967295
istituto comprensivo arco;scuola primaria bolognano;tnee840017;school;viale stazione, 2 38062;tnic840005|tnee840028|tnee84004a|tnee840039|tnee840017|tnmm840016;5;4294967295
istituto comprensivo arco;scuola primaria massone;tnee840028;school;via maffei - san martino, 2 38062;tnic840005|tnee840028|tnee84004a|tnee840039|tnee840017|tnmm840016;5;4294967295
istituto comprensivo arco;scuola primaria romarzollo;tnee84004a;school;via fossa, 8 38062;tnic840005|tnee840028|tnee84004a|tnee840039|tnee840017|tnmm840016;5;4294967295
istituto comprensivo arco;"scuola secondaria di primo grado ""n. d'arco"" arco";tnmm840016;school;localita prabi,   38062;tnic840005|tnee840028|tnee84004a|tnee840039|tnee840017|tnmm840016;5;4294967295
istituto comprensivo avio;;tnic84700x;institute;viale degasperi, 69 38063;tnic84700x|tnmm847011|tnee847012|tnee847023;3;4294967295
istituto comprensivo avio;scuola primaria avio;tnee847012;school;via perotti, 47 38063;tnic84700x|tnmm847011|tnee847012|tnee847023;3;4294967295
istituto comprensivo avio;scuola primaria sabbionara di avio;tnee847023;school;piazza conciliazione,  1 38063;tnic84700x|tnmm847011|tnee847012|tnee847023;3;4294967295
istituto comprensivo avio;"scuola secondaria di primo grado ""d. alighieri"" avio";tnmm847011;school;viale degasperi, 69 38063;tnic84700x|tnmm847011|tnee847012|tnee847023;3;4294967295
istituto comprensivo bassa anaunia - tuenno;;tnic82900a;institute;via colle verde, 3 38010;tnee82906n|tnmm82902c|tnee82903e|tnee82908q|tnee82905l|tnmm82901b|tnee82901c|tnic82900a|tnee82907p;8;4294967295
istituto comprensivo bassa anaunia - tuenno;"scuola primaria ""m. pezzi"" campodenno";tnee82901c;school;via s maurizio, 3 38010;tnee82906n|tnmm82902c|tnee82903e|tnee82908q|tnee82905l|tnmm82901b|tnee82901c|tnic82900a|tnee82907p;8;4294967295
istituto comprensivo bassa anaunia - tuenno;"scuola primaria ""mons. s. weber"" denno";tnee82903e;school;via colle verde, 3 38010;tnee82906n|tnmm82902c|tnee82903e|tnee82908q|tnee82905l|tnmm82901b|tnee82901c|tnic82900a|tnee82907p;8;4294967295
istituto comprensivo bassa anaunia - tuenno;"scuola primaria ""v. maistrelli"" tuenno";tnee82907p;school;via maistrelli - tuenno, 11 38019;tnee82906n|tnmm82902c|tnee82903e|tnee82908q|tnee82905l|tnmm82901b|tnee82901c|tnic82900a|tnee82907p;8;4294967295
istituto comprensivo bassa anaunia - tuenno;scuola primaria flavon;tnee82906n;school;via nazionale - flavon,   38010;tnee82906n|tnmm82902c|tnee82903e|tnee82908q|tnee82905l|tnmm82901b|tnee82901c|tnic82900a|tnee82907p;8;4294967295
istituto comprensivo bassa anaunia - tuenno;scuola primaria tassullo;tnee82908q;school;piazza pilati - tassullo, 6 38019;tnee82906n|tnmm82902c|tnee82903e|tnee82908q|tnee82905l|tnmm82901b|tnee82901c|tnic82900a|tnee82907p;8;4294967295
istituto comprensivo bassa anaunia - tuenno;scuola primaria vigo ton;tnee82905l;school;piazza guardi, 7 38010;tnee82906n|tnmm82902c|tnee82903e|tnee82908q|tnee82905l|tnmm82901b|tnee82901c|tnic82900a|tnee82907p;8;4294967295
istituto comprensivo bassa anaunia - tuenno;"scuola secondaria di primo grado ""e. leonardi"" tuenno";tnmm82902c;school;via maistrelli - tuenno, 11 38019;tnee82906n|tnmm82902c|tnee82903e|tnee82908q|tnee82905l|tnmm82901b|tnee82901c|tnic82900a|tnee82907p;8;4294967295
istituto comprensivo bassa anaunia - tuenno;"scuola secondaria di primo grado ""v. vielmetti"" denno";tnmm82901b;school;via colle verde, 3 38010;tnee82906n|tnmm82902c|tnee82903e|tnee82908q|tnee82905l|tnmm82901b|tnee82901c|tnic82900a|tnee82907p;8;4294967295
"istituto comprensivo bassa val di sole ""g. ciccolini""";;tnic833002;institute;via taddei de mauris, 4 38027;tnee833014|tnee83307a|tnic833002|tnee833047|tnee833058|tnmm833013|tnee833036;6;4294967295
"istituto comprensivo bassa val di sole ""g. ciccolini""";"scuola primaria ""b. pezzen"" croviana";tnee833036;school;via delle scuole, 25 38027;tnee833014|tnee83307a|tnic833002|tnee833047|tnee833058|tnmm833013|tnee833036;6;4294967295
"istituto comprensivo bassa val di sole ""g. ciccolini""";"scuola primaria ""c. cristoforetti"" male'";tnee833058;school;via alla croce, 17 38027;tnee833014|tnee83307a|tnic833002|tnee833047|tnee833058|tnmm833013|tnee833036;6;4294967295
"istituto comprensivo bassa val di sole ""g. ciccolini""";scuola primaria caldes;tnee833014;school;via al castello, 26 38022;tnee833014|tnee83307a|tnic833002|tnee833047|tnee833058|tnmm833013|tnee833036;6;4294967295
"istituto comprensivo bassa val di sole ""g. ciccolini""";scuola primaria dimaro;tnee833047;school;piazza madonna della pace - dimaro, 14 38025;tnee833014|tnee83307a|tnic833002|tnee833047|tnee833058|tnmm833013|tnee833036;6;4294967295
"istituto comprensivo bassa val di sole ""g. ciccolini""";scuola primaria s.bernardo rabbi;tnee83307a;school;frazione san bernardo,   38020;tnee833014|tnee83307a|tnic833002|tnee833047|tnee833058|tnmm833013|tnee833036;6;4294967295
"istituto comprensivo bassa val di sole ""g. ciccolini""";"scuola secondaria di primo grado ""g. ciccolini"" male'";tnmm833013;school;via taddei de mauris, 4 38027;tnee833014|tnee83307a|tnic833002|tnee833047|tnee833058|tnmm833013|tnee833036;6;4294967295
istituto comprensivo borgo valsugana;;tnic812001;institute;via spagolla, 1 38051;tnmm812012|tnee812046|tnmm812023|tnee812024|tnic812001;4;4294967295
istituto comprensivo borgo valsugana;"scuola primaria ""rita levi montalcini"" borgo valsugana";tnee812046;school;via temanza, 13/c 38051;tnmm812012|tnee812046|tnmm812023|tnee812024|tnic812001;4;4294967295
istituto comprensivo borgo valsugana;scuola primaria grigno;tnee812024;school;viale trento, 2 38055;tnmm812012|tnee812046|tnmm812023|tnee812024|tnic812001;4;4294967295
istituto comprensivo borgo valsugana;"scuola secondaria di primo grado ""ora e veglia"" borgo valsugana";tnmm812012;school;via spagolla, 1 38051;tnmm812012|tnee812046|tnmm812023|tnee812024|tnic812001;4;4294967295
istituto comprensivo borgo valsugana;"scuola secondaria di primo grado ""s. fante"" grigno";tnmm812023;school;viale trento,   38055;tnmm812012|tnee812046|tnmm812023|tnee812024|tnic812001;4;4294967295
istituto comprensivo brentonico;;tnic861006;institute;via calzolari - localita fontana, 2 38060;tnic861006|tnee861018|tnmm861017;2;4294967295
istituto comprensivo brentonico;scuola primaria brentonico;tnee861018;school;via calzolari - localita fontana, 2 38060;tnic861006|tnee861018|tnmm861017;2;4294967295
istituto comprensivo brentonico;scuola secondaria di primo grado brentonico;tnmm861017;school;via calzolari - localita fontana, 2 38060;tnic861006|tnee861018|tnmm861017;2;4294967295
istituto comprensivo cavalese;;tnic809005;institute;piazza verdi, 6 38033;tnee809039|tnee809028|tnee80909g|tnic809005|tnee809017|tnmm809016|tnee80906c|tnee80904a|tnee80905b|tnee80908e;9;4294967295
istituto comprensivo cavalese;scuola primaria capriana;tnee809017;school;piazza scuole, 1 38030;tnee809039|tnee809028|tnee80909g|tnic809005|tnee809017|tnmm809016|tnee80906c|tnee80904a|tnee80905b|tnee80908e;9;4294967295
istituto comprensivo cavalese;scuola primaria carano;tnee809028;school;via giovanelli, 2 38033;tnee809039|tnee809028|tnee80909g|tnic809005|tnee809017|tnmm809016|tnee80906c|tnee80904a|tnee80905b|tnee80908e;9;4294967295
istituto comprensivo cavalese;scuola primaria casatta valfloriana;tnee80908e;school;frazione casatta, 18/a 38040;tnee809039|tnee809028|tnee80909g|tnic809005|tnee809017|tnmm809016|tnee80906c|tnee80904a|tnee80905b|tnee80908e;9;4294967295
istituto comprensivo cavalese;scuola primaria castello di fiemme;tnee809039;school;via roma, 40 38030;tnee809039|tnee809028|tnee80909g|tnic809005|tnee809017|tnmm809016|tnee80906c|tnee80904a|tnee80905b|tnee80908e;9;4294967295
istituto comprensivo cavalese;scuola primaria cavalese;tnee80905b;school;largo bosin, 2 38033;tnee809039|tnee809028|tnee80909g|tnic809005|tnee809017|tnmm809016|tnee80906c|tnee80904a|tnee80905b|tnee80908e;9;4294967295
istituto comprensivo cavalese;scuola primaria masi cavalese;tnee80906c;school;via damiano chiesa, 110 38033;tnee809039|tnee809028|tnee80909g|tnic809005|tnee809017|tnmm809016|tnee80906c|tnee80904a|tnee80905b|tnee80908e;9;4294967295
istituto comprensivo cavalese;scuola primaria molina di fiemme;tnee80904a;school;via segherie, 64/b 38030;tnee809039|tnee809028|tnee80909g|tnic809005|tnee809017|tnmm809016|tnee80906c|tnee80904a|tnee80905b|tnee80908e;9;4294967295
istituto comprensivo cavalese;scuola primaria varena;tnee80909g;school;via mercato, 10 38030;tnee809039|tnee809028|tnee80909g|tnic809005|tnee809017|tnmm809016|tnee80906c|tnee80904a|tnee80905b|tnee80908e;9;4294967295
istituto comprensivo cavalese;"scuola secondaria di primo grado ""g. segantini"" cavalese";tnmm809016;school;piazza verdi, 6 38033;tnee809039|tnee809028|tnee80909g|tnic809005|tnee809017|tnmm809016|tnee80906c|tnee80904a|tnee80905b|tnee80908e;9;4294967295
istituto comprensivo cembra;;tnic82200g;institute;via negritelle - cembra, 1 38034;tnmm82203p|tnee82206v|tnee82201n|tnee82203q|tnmm82201l|tnmm82202n|tnic82200g|tnee82202p|tnee82207x|tnee822081;9;4294967295
istituto comprensivo cembra;"scuola primaria ""don l. milani"" lases";tnee82206v;school;via principale, 43 38040;tnmm82203p|tnee82206v|tnee82201n|tnee82203q|tnmm82201l|tnmm82202n|tnic82200g|tnee82202p|tnee82207x|tnee822081;9;4294967295
istituto comprensivo cembra;"scuola primaria ""p. marconi"" faver";tnee82202p;school;via campagna - faver, 1 38030;tnmm82203p|tnee82206v|tnee82201n|tnee82203q|tnmm82201l|tnmm82202n|tnic82200g|tnee82202p|tnee82207x|tnee822081;9;4294967295
istituto comprensivo cembra;"scuola primaria ""p. sartori"" sover";tnee822081;school;piazza s lorenzo, 10 38048;tnmm82203p|tnee82206v|tnee82201n|tnee82203q|tnmm82201l|tnmm82202n|tnic82200g|tnee82202p|tnee82207x|tnee822081;9;4294967295
istituto comprensivo cembra;scuola primaria cembra;tnee82201n;school;via dei ciclamini - cembra, 1/1 38034;tnmm82203p|tnee82206v|tnee82201n|tnee82203q|tnmm82201l|tnmm82202n|tnic82200g|tnee82202p|tnee82207x|tnee822081;9;4294967295
istituto comprensivo cembra;scuola primaria stedro segonzano;tnee82207x;school;frazione stedro, 68 38047;tnmm82203p|tnee82206v|tnee82201n|tnee82203q|tnmm82201l|tnmm82202n|tnic82200g|tnee82202p|tnee82207x|tnee822081;9;4294967295
istituto comprensivo cembra;scuola primaria verla giovo;tnee82203q;school;via dell oratorio, 15 38030;tnmm82203p|tnee82206v|tnee82201n|tnee82203q|tnmm82201l|tnmm82202n|tnic82200g|tnee82202p|tnee82207x|tnee822081;9;4294967295
istituto comprensivo cembra;"scuola secondaria di primo grado ""a. vielmetti"" cembra";tnmm82201l;school;via negritelle - cembra, 1 38034;tnmm82203p|tnee82206v|tnee82201n|tnee82203q|tnmm82201l|tnmm82202n|tnic82200g|tnee82202p|tnee82207x|tnee822081;9;4294967295
istituto comprensivo cembra;scuola secondaria di primo grado stedro segonzano;tnmm82202n;school;frazione scancio, 69 38047;tnmm82203p|tnee82206v|tnee82201n|tnee82203q|tnmm82201l|tnmm82202n|tnic82200g|tnee82202p|tnee82207x|tnee822081;9;4294967295
istituto comprensivo cembra;scuola secondaria di primo grado verla giovo;tnmm82203p;school;via al grec, 2 38030;tnmm82203p|tnee82206v|tnee82201n|tnee82203q|tnmm82201l|tnmm82202n|tnic82200g|tnee82202p|tnee82207x|tnee822081;9;4294967295
istituto comprensivo centro valsugana;;tnic81300r;institute;via don meggio, 2/a 38050;tnmm81302v|tnee813109|tnee813075|tnee81301v|tnee813064|tnee813031|tnic81300r|tnee813086|tnee81302x|tnmm81301t;9;4294967295
istituto comprensivo centro valsugana;"scuola primaria ""c. corradi"" novaledo";tnee813064;school;piazza municipio, 5 38050;tnmm81302v|tnee813109|tnee813075|tnee81301v|tnee813064|tnee813031|tnic81300r|tnee813086|tnee81302x|tnmm81301t;9;4294967295
istituto comprensivo centro valsugana;"scuola primaria ""p. martinelli"" roncegno terme";tnee813075;school;via baldessari, 15 38050;tnmm81302v|tnee813109|tnee813075|tnee81301v|tnee813064|tnee813031|tnic81300r|tnee813086|tnee81302x|tnmm81301t;9;4294967295
istituto comprensivo centro valsugana;"scuola primaria ""t. v. gozzer"" castelnuovo";tnee81301v;school;piazza municipio, 4 38050;tnmm81302v|tnee813109|tnee813075|tnee81301v|tnee813064|tnee813031|tnic81300r|tnee813086|tnee81302x|tnmm81301t;9;4294967295
istituto comprensivo centro valsugana;scuola primaria marter;tnee813086;school;via della chiesa, 14 38050;tnmm81302v|tnee813109|tnee813075|tnee81301v|tnee813064|tnee813031|tnic81300r|tnee813086|tnee81302x|tnmm81301t;9;4294967295
istituto comprensivo centro valsugana;scuola primaria ronchi valsugana;tnee813109;school;via marchi, 14 38050;tnmm81302v|tnee813109|tnee813075|tnee81301v|tnee813064|tnee813031|tnic81300r|tnee813086|tnee81302x|tnmm81301t;9;4294967295
istituto comprensivo centro valsugana;scuola primaria telve;tnee81302x;school;via giusti, 5 38050;tnmm81302v|tnee813109|tnee813075|tnee81301v|tnee813064|tnee813031|tnic81300r|tnee813086|tnee81302x|tnmm81301t;9;4294967295
istituto comprensivo centro valsugana;scuola primaria telve di sopra;tnee813031;school;via delle scuole, 19 38050;tnmm81302v|tnee813109|tnee813075|tnee81301v|tnee813064|tnee813031|tnic81300r|tnee813086|tnee81302x|tnmm81301t;9;4294967295
istituto comprensivo centro valsugana;"scuola secondaria di primo grado ""don l. milani"" telve";tnmm81301t;school;via borgo, 2/a 38050;tnmm81302v|tnee813109|tnee813075|tnee81301v|tnee813064|tnee813031|tnic81300r|tnee813086|tnee81302x|tnmm81301t;9;4294967295
istituto comprensivo centro valsugana;"scuola secondaria di primo grado ""m. pola"" roncegno terme";tnmm81302v;school;via don meggio, 2/a 38050;tnmm81302v|tnee813109|tnee813075|tnee81301v|tnee813064|tnee813031|tnic81300r|tnee813086|tnee81302x|tnmm81301t;9;4294967295
istituto comprensivo civezzano;;tnic817004;institute;via murialdo, 27 38045;tnic817004|tnee817038|tnee817049|tnee817027|tnmm817026|tnmm817015|tnee817016;6;4294967295
istituto comprensivo civezzano;"scuola primaria ""a. girardi"" fornace";tnee817038;school;via dei mori, 2 38040;tnic817004|tnee817038|tnee817049|tnee817027|tnmm817026|tnmm817015|tnee817016;6;4294967295
istituto comprensivo civezzano;"scuola primaria ""g. b. borsieri"" civezzano";tnee817016;school;via telvana, 6 38045;tnic817004|tnee817038|tnee817049|tnee817027|tnmm817026|tnmm817015|tnee817016;6;4294967295
istituto comprensivo civezzano;scuola primaria albiano;tnee817049;school;via manzoni, 4 38041;tnic817004|tnee817038|tnee817049|tnee817027|tnmm817026|tnmm817015|tnee817016;6;4294967295
istituto comprensivo civezzano;scuola primaria seregnano civezzano;tnee817027;school;frazione cogatti,   38045;tnic817004|tnee817038|tnee817049|tnee817027|tnmm817026|tnmm817015|tnee817016;6;4294967295
istituto comprensivo civezzano;"scuola secondaria di primo grado ""g. alessandrini"" civezzano";tnmm817015;school;via murialdo, 27 38045;tnic817004|tnee817038|tnee817049|tnee817027|tnmm817026|tnmm817015|tnee817016;6;4294967295
istituto comprensivo civezzano;scuola secondaria di primo grado albiano;tnmm817026;school;via manzoni, 10 38041;tnic817004|tnee817038|tnee817049|tnee817027|tnmm817026|tnmm817015|tnee817016;6;4294967295
"istituto comprensivo cles ""b. clesio""";;tnic83100a;institute;via chini, 31 38023;tnmm83101b|tnic83100a|tnee83103e|tnee83102d|tnee83101c;4;4294967295
"istituto comprensivo cles ""b. clesio""";"scuola primaria ""chiara lubich"" livo";tnee83102d;school;frazione livo,  92 38020;tnmm83101b|tnic83100a|tnee83103e|tnee83102d|tnee83101c;4;4294967295
"istituto comprensivo cles ""b. clesio""";"scuola primaria ""o.focherini m.marchesi"" mione rumo";tnee83103e;school;via di ronco - mione, 17 38020;tnmm83101b|tnic83100a|tnee83103e|tnee83102d|tnee83101c;4;4294967295
"istituto comprensivo cles ""b. clesio""";scuola primaria cles;tnee83101c;school;via dei campi neri, 1 38023;tnmm83101b|tnic83100a|tnee83103e|tnee83102d|tnee83101c;4;4294967295
"istituto comprensivo cles ""b. clesio""";"scuola secondaria di primo grado ""v. inama"" cles";tnmm83101b;school;via chini, 31 38023;tnmm83101b|tnic83100a|tnee83103e|tnee83102d|tnee83101c;4;4294967295
"istituto comprensivo del chiese ""don l. milani""";;tnic838005;institute;via papaleoni, 5 38089;tnee83804a|tnmm838016|tnic838005|tnee83808e|tnee83806c|tnmm838027|tnee838039;6;4294967295
"istituto comprensivo del chiese ""don l. milani""";"scuola primaria ""g. papaleoni"" condino";tnee838039;school;via la marmora - condino, 13 38083;tnee83804a|tnmm838016|tnic838005|tnee83808e|tnee83806c|tnmm838027|tnee838039;6;4294967295
"istituto comprensivo del chiese ""don l. milani""";"scuola primaria ""padre c. gnesotti"" storo";tnee83804a;school;via papaleoni, 5 38089;tnee83804a|tnmm838016|tnic838005|tnee83808e|tnee83806c|tnmm838027|tnee838039;6;4294967295
"istituto comprensivo del chiese ""don l. milani""";scuola primaria pieve di bono - creto;tnee83808e;school;via fiera - creto - pieve di bono, 1 38085;tnee83804a|tnmm838016|tnic838005|tnee83808e|tnee83806c|tnmm838027|tnee838039;6;4294967295
"istituto comprensivo del chiese ""don l. milani""";scuola primaria storo - lodrone;tnee83806c;school;via xxiv maggio, 115 38089;tnee83804a|tnmm838016|tnic838005|tnee83808e|tnee83806c|tnmm838027|tnee838039;6;4294967295
"istituto comprensivo del chiese ""don l. milani""";"scuola secondaria di primo grado ""g. leopardi"" storo";tnmm838016;school;via papaleoni, 5 38089;tnee83804a|tnmm838016|tnic838005|tnee83808e|tnee83806c|tnmm838027|tnee838039;6;4294967295
"istituto comprensivo del chiese ""don l. milani""";"scuola secondaria di primo grado ""g. pascoli"" pieve di bono";tnmm838027;school;via fiera - creto - pieve di bono, 1 38085;tnee83804a|tnmm838016|tnic838005|tnee83808e|tnee83806c|tnmm838027|tnee838039;6;4294967295
istituto comprensivo di scuola primaria e secondaria di primiero;;tnic810009;institute;via delle fonti - transacqua, 10 38054;tnee81001b|tnmm81001a|tnmm81002b|tnic810009|tnps100005|tnee81007n|tntd170007|tnee81006l|tnee81003d;9;0
istituto comprensivo di scuola primaria e secondaria di primiero;istituto tecnico per il settore economico;tntd170007;school;via delle fonti - transacqua, 10 38054;tnee81001b|tnmm81001a|tnmm81002b|tnic810009|tnps100005|tnee81007n|tntd170007|tnee81006l|tnee81003d;9;0
istituto comprensivo di scuola primaria e secondaria di primiero;istituto tecnico per il settore tecnologico;tntd170007;school;via delle fonti - transacqua, 10 38054;tnee81001b|tnmm81001a|tnmm81002b|tnic810009|tnps100005|tnee81007n|tntd170007|tnee81006l|tnee81003d;9;0
istituto comprensivo di scuola primaria e secondaria di primiero;liceo scientifico opzione scienze applicate;tnps100005;school;via delle fonti - transacqua, 10 38054;tnee81001b|tnmm81001a|tnmm81002b|tnic810009|tnps100005|tnee81007n|tntd170007|tnee81006l|tnee81003d;9;0
istituto comprensivo di scuola primaria e secondaria di primiero;"scuola primaria ""b. zanetel"" s.martino di castrozza";tnee81006l;school;via laghetto - san martino di castrozza, 28 38054;tnee81001b|tnmm81001a|tnmm81002b|tnic810009|tnps100005|tnee81007n|tntd170007|tnee81006l|tnee81003d;9;0
istituto comprensivo di scuola primaria e secondaria di primiero;"scuola primaria ""card. j. bernardin"" tonadico";tnee81007n;school;via sorelle lucian - tonadico, 8 38054;tnee81001b|tnmm81001a|tnmm81002b|tnic810009|tnps100005|tnee81007n|tntd170007|tnee81006l|tnee81003d;9;0
istituto comprensivo di scuola primaria e secondaria di primiero;"scuola primaria ""f. loss"" canal san bovo";tnee81001b;school;localita lausen, 14 38050;tnee81001b|tnmm81001a|tnmm81002b|tnic810009|tnps100005|tnee81007n|tntd170007|tnee81006l|tnee81003d;9;0
istituto comprensivo di scuola primaria e secondaria di primiero;scuola primaria mezzano;tnee81003d;school;via iv novembre, 13 38050;tnee81001b|tnmm81001a|tnmm81002b|tnic810009|tnps100005|tnee81007n|tntd170007|tnee81006l|tnee81003d;9;0
istituto comprensivo di scuola primaria e secondaria di primiero;"scuola secondaria di primo grado ""l. negrelli""  - fiera di primiero";tnmm81002b;school;viale monte grappa - fiera di primiero, 12 38054;tnee81001b|tnmm81001a|tnmm81002b|tnic810009|tnps100005|tnee81007n|tntd170007|tnee81006l|tnee81003d;9;0
istituto comprensivo di scuola primaria e secondaria di primiero;scuola secondaria di primo grado canal san bovo;tnmm81001a;school;localita lausen, 13/z 38050;tnee81001b|tnmm81001a|tnmm81002b|tnic810009|tnps100005|tnee81007n|tntd170007|tnee81006l|tnee81003d;9;0
istituto comprensivo folgaria - lavarone - luserna;;tnic804002;institute;piazza marconi, 85 38064;tnic804002|tnmm804024|tnmm804013|tnee804025|tnee804014;8;3
istituto comprensivo folgaria - lavarone - luserna;scuola dell'infanzia di folgaria;;school;via roma, 30 38064;tnic804002|tnmm804024|tnmm804013|tnee804025|tnee804014;8;3
istituto comprensivo folgaria - lavarone - luserna;"scuola dell'infanzia di lavarone ""casa dell'arcobaleno""";;school;frazione gionghi,   38046;tnic804002|tnmm804024|tnmm804013|tnee804025|tnee804014;8;3
istituto comprensivo folgaria - lavarone - luserna;scuola dell'infanzia di luserna;;school;via mazzini - prundle, 7 38040;tnic804002|tnmm804024|tnmm804013|tnee804025|tnee804014;8;3
istituto comprensivo folgaria - lavarone - luserna;scuola dell'infanzia di nosellari folgaria;;school;via prati, 35 38064;tnic804002|tnmm804024|tnmm804013|tnee804025|tnee804014;8;3
istituto comprensivo folgaria - lavarone - luserna;"scuola primaria ""s. lauton"" folgaria";tnee804025;school;via d acquisto, 21/a 38064;tnic804002|tnmm804024|tnmm804013|tnee804025|tnee804014;8;3
istituto comprensivo folgaria - lavarone - luserna;scuola primaria lavarone;tnee804014;school;frazione gionghi,  107/5 38046;tnic804002|tnmm804024|tnmm804013|tnee804025|tnee804014;8;3
istituto comprensivo folgaria - lavarone - luserna;"scuola secondaria di primo grado ""g. prati"" lavarone";tnmm804024;school;frazione gionghi, 107/6 38046;tnic804002|tnmm804024|tnmm804013|tnee804025|tnee804014;8;3
istituto comprensivo folgaria - lavarone - luserna;"scuola secondaria di primo grado ""p. rella"" folgaria";tnmm804013;school;piazza marconi, 85 38064;tnic804002|tnmm804024|tnmm804013|tnee804025|tnee804014;8;3
istituto comprensivo fondo - revo';;tnic82800e;institute;via laviosa zambotti - fondo, 24 38020;tnee82807v|tnee82802n|tnee828091|tnmm82802l|tnmm82803n|tnee82805r|tnic82800e|tnee82808x|tnee82801l|tnee82804q|tnee828103;10;4294967295
istituto comprensivo fondo - revo';"scuola primaria ""c.a. martini"" revo'";tnee828091;school;via delle maddalene, 7 38028;tnee82807v|tnee82802n|tnee828091|tnmm82802l|tnmm82803n|tnee82805r|tnic82800e|tnee82808x|tnee82801l|tnee82804q|tnee828103;10;4294967295
istituto comprensivo fondo - revo';"scuola primaria ""madre teresa di calcutta"" romeno";tnee82805r;school;via monsignor rosati, 1 38010;tnee82807v|tnee82802n|tnee828091|tnmm82802l|tnmm82803n|tnee82805r|tnic82800e|tnee82808x|tnee82801l|tnee82804q|tnee828103;10;4294967295
istituto comprensivo fondo - revo';"scuola primaria ""padre a. stefenelli"" fondo";tnee82804q;school;piazza don stefenelli - fondo, 2 38020;tnee82807v|tnee82802n|tnee828091|tnmm82802l|tnmm82803n|tnee82805r|tnic82800e|tnee82808x|tnee82801l|tnee82804q|tnee828103;10;4294967295
istituto comprensivo fondo - revo';"scuola primaria ""stefano zuech"" brez";tnee82808x;school;via nigaiola - brez, 1 38028;tnee82807v|tnee82802n|tnee828091|tnmm82802l|tnmm82803n|tnee82805r|tnic82800e|tnee82808x|tnee82801l|tnee82804q|tnee828103;10;4294967295
istituto comprensivo fondo - revo';scuola primaria castelfondo;tnee82801l;school;via madonna pellegrina, 5 38020;tnee82807v|tnee82802n|tnee828091|tnmm82802l|tnmm82803n|tnee82805r|tnic82800e|tnee82808x|tnee82801l|tnee82804q|tnee828103;10;4294967295
istituto comprensivo fondo - revo';scuola primaria cavareno;tnee82802n;school;piazzale savera, 1 38011;tnee82807v|tnee82802n|tnee828091|tnmm82802l|tnmm82803n|tnee82805r|tnic82800e|tnee82808x|tnee82801l|tnee82804q|tnee828103;10;4294967295
