main institute;school;miur code;entity;address;miur code list;school count;check
istituto comprensivo trento 3;"scuola secondaria di primo grado ""bronzetti - segantini"" trento";tnmm85601q;school;via vittorio veneto, 61 38122;tnee85604x|tnee85602t|tnmm85601q|tnee85601r|tnee85603v|tnic85600p;5;4294967295
istituto comprensivo trento 4;;tnic85700e;institute;viale degli olmi, 22 38123;tnic85700e|tnee85701l|tnee85702n|tnee85703p|tnmm85701g;4;4294967295
istituto comprensivo trento 4;scuola primaria clarina trento;tnee85701l;school;via einaudi, 13 38123;tnic85700e|tnee85701l|tnee85702n|tnee85703p|tnmm85701g;4;4294967295
istituto comprensivo trento 4;scuola primaria localita' madonna bianca trento;tnee85702n;school;piazzale europa, 4 38123;tnic85700e|tnee85701l|tnee85702n|tnee85703p|tnmm85701g;4;4294967295
istituto comprensivo trento 4;scuola primaria ospedale infantile trento;tnee85703p;school;largo medaglie d oro, 9 38122;tnic85700e|tnee85701l|tnee85702n|tnee85703p|tnmm85701g;4;4294967295
istituto comprensivo trento 4;"scuola secondaria di primo grado ""o. winkler"" trento";tnmm85701g;school;viale degli olmi, 22 38123;tnic85700e|tnee85701l|tnee85702n|tnee85703p|tnmm85701g;4;4294967295
istituto comprensivo trento 5;;tnic85200b;institute;via s giovanni bosco, 8 38122;tnee85201d|tnmm85201c|tnee85204l|tnic85200b|tnee85202e;4;4294967295
istituto comprensivo trento 5;"scuola primaria ""a. gorfer"" trento";tnee85204l;school;via dei solteri, 22 38121;tnee85201d|tnmm85201c|tnee85204l|tnic85200b|tnee85202e;4;4294967295
istituto comprensivo trento 5;"scuola primaria ""f. crispi"" trento";tnee85202e;school;via s giovanni bosco, 8 38122;tnee85201d|tnmm85201c|tnee85204l|tnic85200b|tnee85202e;4;4294967295
istituto comprensivo trento 5;"scuola primaria ""r. sanzio"" trento";tnee85201d;school;piazza sanzio, 13 38122;tnee85201d|tnmm85201c|tnee85204l|tnic85200b|tnee85202e;4;4294967295
istituto comprensivo trento 5;"scuola secondaria di primo grado ""g. bresadola"" trento";tnmm85201c;school;via al torrione, 2 38122;tnee85201d|tnmm85201c|tnee85204l|tnic85200b|tnee85202e;4;4294967295
istituto comprensivo trento 6;;tnic85800a;institute;corso buonarroti, 50 38122;tnee85802d|tnic85800a|tnee85804g|tnee85806n|tnee85805l|tnee85803e|tnmm85801b|tnee85801c;7;4294967295
istituto comprensivo trento 6;"scuola primaria ""a. degasperi"" sardagna";tnee85806n;school;via della toresèla, 1 38123;tnee85802d|tnic85800a|tnee85804g|tnee85806n|tnee85805l|tnee85803e|tnmm85801b|tnee85801c;7;4294967295
istituto comprensivo trento 6;"scuola primaria ""a. schmid"" cristo re trento";tnee85802d;school;via schmid, 4 38121;tnee85802d|tnic85800a|tnee85804g|tnee85806n|tnee85805l|tnee85803e|tnmm85801b|tnee85801c;7;4294967295
istituto comprensivo trento 6;"scuola primaria ""beato s. bellesini"" trento";tnee85801c;school;via stoppani, 3 38121;tnee85802d|tnic85800a|tnee85804g|tnee85806n|tnee85805l|tnee85803e|tnmm85801b|tnee85801c;7;4294967295
istituto comprensivo trento 6;"scuola primaria ""s. pertini"" sopramonte";tnee85805l;school;via canelli - sopramonte, 1 38123;tnee85802d|tnic85800a|tnee85804g|tnee85806n|tnee85805l|tnee85803e|tnmm85801b|tnee85801c;7;4294967295
istituto comprensivo trento 6;"scuola primaria ""san vigilio"" vela";tnee85803e;school;localita la vela, 3 38121;tnee85802d|tnic85800a|tnee85804g|tnee85806n|tnee85805l|tnee85803e|tnmm85801b|tnee85801c;7;4294967295
istituto comprensivo trento 6;scuola primaria cadine;tnee85804g;school;via di coltura, 7 38123;tnee85802d|tnic85800a|tnee85804g|tnee85806n|tnee85805l|tnee85803e|tnmm85801b|tnee85801c;7;4294967295
istituto comprensivo trento 6;"scuola secondaria di primo grado ""a. manzoni"" trento";tnmm85801b;school;corso buonarroti, 50 38122;tnee85802d|tnic85800a|tnee85804g|tnee85806n|tnee85805l|tnee85803e|tnmm85801b|tnee85801c;7;4294967295
"istituto comprensivo trento 7 ""rita levi montalcini""";;tnic85100g;institute;via iv novembre, 35/1 38121;tnee85103q|tnee85104r|tnic85100g|tnee85102p|tnmm85101l|tnee85101n;5;4294967295
"istituto comprensivo trento 7 ""rita levi montalcini""";"scuola primaria ""e. de carli"" meano";tnee85101n;school;via delle tre croci, 40 38121;tnee85103q|tnee85104r|tnic85100g|tnee85102p|tnmm85101l|tnee85101n;5;4294967295
"istituto comprensivo trento 7 ""rita levi montalcini""";"scuola primaria ""i. calvino"" vigo meano";tnee85102p;school;via alle oselere,   38121;tnee85103q|tnee85104r|tnic85100g|tnee85102p|tnmm85101l|tnee85101n;5;4294967295
"istituto comprensivo trento 7 ""rita levi montalcini""";"scuola primaria ""pigarelli"" gardolo trento";tnee85103q;school;via iv novembre, 42/1 38121;tnee85103q|tnee85104r|tnic85100g|tnee85102p|tnmm85101l|tnee85101n;5;4294967295
"istituto comprensivo trento 7 ""rita levi montalcini""";"scuola primaria ""s. anna"" gardolo trento";tnee85104r;school;via s anna, 3 38121;tnee85103q|tnee85104r|tnic85100g|tnee85102p|tnmm85101l|tnee85101n;5;4294967295
"istituto comprensivo trento 7 ""rita levi montalcini""";"scuola secondaria di primo grado ""s. pedrolli"" gardolo trento";tnmm85101l;school;via iv novembre, 35/1 38121;tnee85103q|tnee85104r|tnic85100g|tnee85102p|tnmm85101l|tnee85101n;5;4294967295
istituto comprensivo val rendena;;tnic83400t;institute;viale della pace, 10 38086;tnee834043|tnee834032|tnee834076|tnmm83402x|tnmm83401v|tnee834021|tnmm834031|tnee834065|tnee83401x|tnee834054|tnic83400t;10;4294967295
istituto comprensivo val rendena;"scuola primaria ""g. b. righi"" madonna di campiglio";tnee834054;school;via serafini - madonna di campiglio, 9 38070;tnee834043|tnee834032|tnee834076|tnmm83402x|tnmm83401v|tnee834021|tnmm834031|tnee834065|tnee83401x|tnee834054|tnic83400t;10;4294967295
istituto comprensivo val rendena;"scuola primaria ""n. bolognini"" pinzolo";tnee834043;school;via collini borciol, 18 38086;tnee834043|tnee834032|tnee834076|tnmm83402x|tnmm83401v|tnee834021|tnmm834031|tnee834065|tnee83401x|tnee834054|tnic83400t;10;4294967295
istituto comprensivo val rendena;"scuola primaria ""s. massari"" spiazzo";tnee834065;school;frazione fisto,  112 38088;tnee834043|tnee834032|tnee834076|tnmm83402x|tnmm83401v|tnee834021|tnmm834031|tnee834065|tnee83401x|tnee834054|tnic83400t;10;4294967295
istituto comprensivo val rendena;"scuola primaria ""t. giustina"" caderzone";tnee83401x;school;via regina elena, 43 38080;tnee834043|tnee834032|tnee834076|tnmm83402x|tnmm83401v|tnee834021|tnmm834031|tnee834065|tnee83401x|tnee834054|tnic83400t;10;4294967295
istituto comprensivo val rendena;"scuola primaria ""v. gabriotti"" giustino";tnee834032;school;via presanella, 23 38086;tnee834043|tnee834032|tnee834076|tnmm83402x|tnmm83401v|tnee834021|tnmm834031|tnee834065|tnee83401x|tnee834054|tnic83400t;10;4294967295
istituto comprensivo val rendena;scuola primaria carisolo;tnee834021;school;via verdi, 18/b 38080;tnee834043|tnee834032|tnee834076|tnmm83402x|tnmm83401v|tnee834021|tnmm834031|tnee834065|tnee83401x|tnee834054|tnic83400t;10;4294967295
istituto comprensivo val rendena;scuola primaria dare';tnee834076;school;via dare - dare, 111 38080;tnee834043|tnee834032|tnee834076|tnmm83402x|tnmm83401v|tnee834021|tnmm834031|tnee834065|tnee83401x|tnee834054|tnic83400t;10;4294967295
istituto comprensivo val rendena;"scuola secondaria di primo grado ""b. de averaria"" spiazzo";tnmm83402x;school;frazione fisto,  112 38088;tnee834043|tnee834032|tnee834076|tnmm83402x|tnmm83401v|tnee834021|tnmm834031|tnee834065|tnee83401x|tnee834054|tnic83400t;10;4294967295
istituto comprensivo val rendena;"scuola secondaria di primo grado ""g. b. righi"" madonna di campiglio";tnmm834031;school;via serafini - madonna di campiglio, 9 38070;tnee834043|tnee834032|tnee834076|tnmm83402x|tnmm83401v|tnee834021|tnmm834031|tnee834065|tnee83401x|tnee834054|tnic83400t;10;4294967295
istituto comprensivo val rendena;"scuola secondaria di primo grado ""l. da vinci"" pinzolo";tnmm83401v;school;via collini borciol, 18 38086;tnee834043|tnee834032|tnee834076|tnmm83402x|tnmm83401v|tnee834021|tnmm834031|tnee834065|tnee83401x|tnee834054|tnic83400t;10;4294967295
istituto comprensivo valle dei laghi - dro;;tnic84400c;institute;via roma - vezzano, 3 38070;tnee84403l|tnee84402g|tnmm84402e|tnmm84403g|tnmm84401d|tnee84405p|tnee84401e|tnic84400c|tnee84407r|tnee84409v|tnee844101|tnee84406q;11;4294967295
istituto comprensivo valle dei laghi - dro;scuola primaria calavino;tnee84405p;school;piazza maria assunta - calavino, 1 38076;tnee84403l|tnee84402g|tnmm84402e|tnmm84403g|tnmm84401d|tnee84405p|tnee84401e|tnic84400c|tnee84407r|tnee84409v|tnee844101|tnee84406q;11;4294967295
istituto comprensivo valle dei laghi - dro;scuola primaria cavedine;tnee84406q;school;via don negri, 21 38073;tnee84403l|tnee84402g|tnmm84402e|tnmm84403g|tnmm84401d|tnee84405p|tnee84401e|tnic84400c|tnee84407r|tnee84409v|tnee844101|tnee84406q;11;4294967295
istituto comprensivo valle dei laghi - dro;scuola primaria dro;tnee84409v;school;piazza repubblica,  1 38074;tnee84403l|tnee84402g|tnmm84402e|tnmm84403g|tnmm84401d|tnee84405p|tnee84401e|tnic84400c|tnee84407r|tnee84409v|tnee844101|tnee84406q;11;4294967295
istituto comprensivo valle dei laghi - dro;scuola primaria pietramurata;tnee844101;school;piazza mercato,   38074;tnee84403l|tnee84402g|tnmm84402e|tnmm84403g|tnmm84401d|tnee84405p|tnee84401e|tnic84400c|tnee84407r|tnee84409v|tnee844101|tnee84406q;11;4294967295
istituto comprensivo valle dei laghi - dro;scuola primaria sarche calavino;tnee84401e;school;via caffaro - sarche - calavino, 2 38076;tnee84403l|tnee84402g|tnmm84402e|tnmm84403g|tnmm84401d|tnee84405p|tnee84401e|tnic84400c|tnee84407r|tnee84409v|tnee844101|tnee84406q;11;4294967295
istituto comprensivo valle dei laghi - dro;scuola primaria terlago;tnee84402g;school;via degasperi - terlago, 5 38070;tnee84403l|tnee84402g|tnmm84402e|tnmm84403g|tnmm84401d|tnee84405p|tnee84401e|tnic84400c|tnee84407r|tnee84409v|tnee844101|tnee84406q;11;4294967295
istituto comprensivo valle dei laghi - dro;scuola primaria vezzano;tnee84403l;school;via roma - vezzano, 3 38070;tnee84403l|tnee84402g|tnmm84402e|tnmm84403g|tnmm84401d|tnee84405p|tnee84401e|tnic84400c|tnee84407r|tnee84409v|tnee844101|tnee84406q;11;4294967295
istituto comprensivo valle dei laghi - dro;scuola primaria vigo cavedine;tnee84407r;school;via don negri, 21 38073;tnee84403l|tnee84402g|tnmm84402e|tnmm84403g|tnmm84401d|tnee84405p|tnee84401e|tnic84400c|tnee84407r|tnee84409v|tnee844101|tnee84406q;11;4294967295
istituto comprensivo valle dei laghi - dro;"scuola secondaria di primo grado ""c. madruzzo"" cavedine";tnmm84402e;school;via xxv aprile, 7 38073;tnee84403l|tnee84402g|tnmm84402e|tnmm84403g|tnmm84401d|tnee84405p|tnee84401e|tnic84400c|tnee84407r|tnee84409v|tnee844101|tnee84406q;11;4294967295
istituto comprensivo valle dei laghi - dro;"scuola secondaria di primo grado ""nuova europa"" dro";tnmm84403g;school;via s antonio, 17 38074;tnee84403l|tnee84402g|tnmm84402e|tnmm84403g|tnmm84401d|tnee84405p|tnee84401e|tnic84400c|tnee84407r|tnee84409v|tnee844101|tnee84406q;11;4294967295
istituto comprensivo valle dei laghi - dro;"scuola secondaria di primo grado ""s. bellesini"" vezzano";tnmm84401d;school;via roma - vezzano, 3 38070;tnee84403l|tnee84402g|tnmm84402e|tnmm84403g|tnmm84401d|tnee84405p|tnee84401e|tnic84400c|tnee84407r|tnee84409v|tnee844101|tnee84406q;11;4294967295
istituto comprensivo valle di ledro;;tnic80600n;institute;via falcone e borsellino - bezzecca, 2 38067;tnic80600n|tnee80602r|tnee80603t|tnmm80601p|tnee80601q;4;4294967295
istituto comprensivo valle di ledro;"scuola primaria ""o. ferrari"" enguiso";tnee80601q;school;via dei concei - enguiso - concei, 27 38067;tnic80600n|tnee80602r|tnee80603t|tnmm80601p|tnee80601q;4;4294967295
istituto comprensivo valle di ledro;scuola primaria molina di ledro;tnee80602r;school;via sartori - molina di ledro, 27 38067;tnic80600n|tnee80602r|tnee80603t|tnmm80601p|tnee80601q;4;4294967295
istituto comprensivo valle di ledro;scuola primaria tiarno di sopra;tnee80603t;school;piazza milin - tiarno di sopra, 14 38067;tnic80600n|tnee80602r|tnee80603t|tnmm80601p|tnee80601q;4;4294967295
istituto comprensivo valle di ledro;"scuola secondaria di primo grado ""g. garibaldi"" bezzecca";tnmm80601p;school;via falcone e borsellino - bezzecca, 2 38067;tnic80600n|tnee80602r|tnee80603t|tnmm80601p|tnee80601q;4;4294967295
istituto comprensivo vigolo vattaro;;tnic803006;institute;via garibaldi - vigolo vattaro, 8 38049;tnee803029|tnmm803017|tnic803006|tnee80303a|tnee803018;4;4294967295
istituto comprensivo vigolo vattaro;"scuola primaria ""a. fogazzaro"" vattaro";tnee803029;school;via venezia - bosentino, 12/a 38049;tnee803029|tnmm803017|tnic803006|tnee80303a|tnee803018;4;4294967295
istituto comprensivo vigolo vattaro;"scuola primaria ""don t. segnana"" centa san nicolo'";tnee80303a;school;via don rossi - centa san nicolo, 4 38049;tnee803029|tnmm803017|tnic803006|tnee80303a|tnee803018;4;4294967295
istituto comprensivo vigolo vattaro;scuola primaria vigolo vattaro;tnee803018;school;via garibaldi - vigolo vattaro, 8 38049;tnee803029|tnmm803017|tnic803006|tnee80303a|tnee803018;4;4294967295
istituto comprensivo vigolo vattaro;scuola secondaria di primo grado vigolo vattaro;tnmm803017;school;via garibaldi - vigolo vattaro, 8 38049;tnee803029|tnmm803017|tnic803006|tnee80303a|tnee803018;4;4294967295
istituto comprensivo villa lagarina;;tnic846004;institute;via stockstadt am rhein, 3 38060;tnee846038|tnee846027|tnee84606b|tnee846016|tnic846004|tnmm846015;5;4294967295
istituto comprensivo villa lagarina;"scuola primaria ""l. vicentini"" nomi";tnee84606b;school;via romani, 12 38060;tnee846038|tnee846027|tnee84606b|tnee846016|tnic846004|tnmm846015;5;4294967295
istituto comprensivo villa lagarina;"scuola primaria ""p. lodron"" villa lagarina";tnee846038;school;via stockstadt am rhein, 9 38060;tnee846038|tnee846027|tnee84606b|tnee846016|tnic846004|tnmm846015;5;4294967295
istituto comprensivo villa lagarina;"scuola primaria ""r. galvagni"" pomarolo";tnee846027;school;piazzale colonello angheben, 5 38060;tnee846038|tnee846027|tnee84606b|tnee846016|tnic846004|tnmm846015;5;4294967295
istituto comprensivo villa lagarina;scuola primaria nogaredo;tnee846016;school;via verdi, 44 38060;tnee846038|tnee846027|tnee84606b|tnee846016|tnic846004|tnmm846015;5;4294967295
istituto comprensivo villa lagarina;"scuola secondaria di primo grado ""a. frank"" villa lagarina";tnmm846015;school;via stockstadt am rhein, 3 38060;tnee846038|tnee846027|tnee84606b|tnee846016|tnic846004|tnmm846015;5;4294967295
"istituto di formazione professionale alberghiero ""giuseppe cipriani""- levico";;tncf010001;institute;via ziehl, 5 38056;tncf010001;4;3
"istituto di formazione professionale alberghiero ""giuseppe cipriani""- levico";capes - settore servizi;tncf010001;school;via ziehl, 5 38056;tncf010001;4;3
"istituto di formazione professionale alberghiero ""giuseppe cipriani""- levico";settore industria e artigianato;tncf010001;school;via ziehl, 5 38056;tncf010001;4;3
"istituto di formazione professionale alberghiero ""giuseppe cipriani""- levico";settore servizi;tncf010001;school;via ziehl, 5 38056;tncf010001;4;3
"istituto di formazione professionale alberghiero ""giuseppe cipriani""- levico";settore servizi serale;;school;via ziehl, 5 38056;tncf010001;4;3
istituto di formazione professionale alberghiero - rovereto;;tncf011001;institute;viale dei colli, 17 38068;tncf011001;4;3
istituto di formazione professionale alberghiero - rovereto;capes - settore servizi;tncf011001;school;viale dei colli, 17 38068;tncf011001;4;3
istituto di formazione professionale alberghiero - rovereto;settore industria e artigianato;tncf011001;school;viale dei colli, 17 38068;tncf011001;4;3
istituto di formazione professionale alberghiero - rovereto;settore servizi;tncf011001;school;viale dei colli, 17 38068;tncf011001;4;3
istituto di formazione professionale alberghiero - rovereto;settore servizi serale;;school;viale dei colli, 17 38068;tncf011001;4;3
"istituto di formazione professionale servizi alla persona e legno ""s. pertini"" ";;tncf012001;institute;viale verona, 141 38123;tnfp268sta|tncf012001;5;3
"istituto di formazione professionale servizi alla persona e legno ""s. pertini"" ";capes - settore servizi;tncf012001;school;viale verona, 141 38123;tnfp268sta|tncf012001;5;3
"istituto di formazione professionale servizi alla persona e legno ""s. pertini"" ";settore industria e artigianato;tnfp268sta;school;via asiago, 14 38123;tnfp268sta|tncf012001;5;3
"istituto di formazione professionale servizi alla persona e legno ""s. pertini"" ";settore industria e artigianato serale;;school;via asiago, 14 38123;tnfp268sta|tncf012001;5;3
"istituto di formazione professionale servizi alla persona e legno ""s. pertini"" ";settore servizi;tncf012001;school;viale verona, 141 38123;tnfp268sta|tncf012001;5;3
"istituto di formazione professionale servizi alla persona e legno ""s. pertini"" ";settore servizi serale;;school;viale verona, 141 38123;tnfp268sta|tncf012001;5;3
"istituto di istruzione ""a. degasperi"" - borgo valsugana";;tnis00200e;institute;via xxiv maggio, 7 38051;tnct708006|tnps002011|tntd002505|tntd00201r|tnis00200e;9;4
"istituto di istruzione ""a. degasperi"" - borgo valsugana";educazione per adulti relativa al primo ciclo;tnct708006;school;via xxiv maggio, 7 38051;tnct708006|tnps002011|tntd002505|tntd00201r|tnis00200e;9;4
"istituto di istruzione ""a. degasperi"" - borgo valsugana";istituto professionale per i servizi sanitari serale;tntd002505;school;via xxiv maggio, 7 38051;tnct708006|tnps002011|tntd002505|tntd00201r|tnis00200e;9;4
"istituto di istruzione ""a. degasperi"" - borgo valsugana";istituto tecnico per il settore economico;tntd00201r;school;via xxiv maggio, 7 38051;tnct708006|tnps002011|tntd002505|tntd00201r|tnis00200e;9;4
"istituto di istruzione ""a. degasperi"" - borgo valsugana";istituto tecnico per il settore economico serale;tntd002505;school;via xxiv maggio, 7 38051;tnct708006|tnps002011|tntd002505|tntd00201r|tnis00200e;9;4
"istituto di istruzione ""a. degasperi"" - borgo valsugana";istituto tecnico per il settore tecnologico;tntd00201r;school;via xxiv maggio, 7 38051;tnct708006|tnps002011|tntd002505|tntd00201r|tnis00200e;9;4
"istituto di istruzione ""a. degasperi"" - borgo valsugana";istituto tecnico per il settore tecnologico serale;tntd002505;school;via xxiv maggio, 7 38051;tnct708006|tnps002011|tntd002505|tntd00201r|tnis00200e;9;4
"istituto di istruzione ""a. degasperi"" - borgo valsugana";liceo delle scienze umane;tnps002011;school;via xxiv maggio, 7 38051;tnct708006|tnps002011|tntd002505|tntd00201r|tnis00200e;9;4
"istituto di istruzione ""a. degasperi"" - borgo valsugana";liceo scientifico;tnps002011;school;via xxiv maggio, 7 38051;tnct708006|tnps002011|tntd002505|tntd00201r|tnis00200e;9;4
"istituto di istruzione ""a. degasperi"" - borgo valsugana";liceo scientifico opzione scienze applicate;tnps002011;school;via xxiv maggio, 7 38051;tnct708006|tnps002011|tntd002505|tntd00201r|tnis00200e;9;4
"istituto di istruzione ""don l.milani"" - rovereto";;tnis009009;institute;via balista, 2 38068;tnrc009018|tnrc00951n|tntd00950x|tnct70100b|tnis009009|tntd00901g;5;4294967295
"istituto di istruzione ""don l.milani"" - rovereto";educazione per adulti relativa al primo ciclo;tnct70100b;school;via balista, 2 38068;tnrc009018|tnrc00951n|tntd00950x|tnct70100b|tnis009009|tntd00901g;5;4294967295
"istituto di istruzione ""don l.milani"" - rovereto";istituto professionale per il settore dei servizi;tnrc009018;school;via balista, 2 38068;tnrc009018|tnrc00951n|tntd00950x|tnct70100b|tnis009009|tntd00901g;5;4294967295
"istituto di istruzione ""don l.milani"" - rovereto";istituto professionale per il settore dei servizi serale;tnrc00951n;school;via balista, 2 38068;tnrc009018|tnrc00951n|tntd00950x|tnct70100b|tnis009009|tntd00901g;5;4294967295
"istituto di istruzione ""don l.milani"" - rovereto";istituto tecnico per il settore economico;tntd00901g;school;via balista, 2 38068;tnrc009018|tnrc00951n|tntd00950x|tnct70100b|tnis009009|tntd00901g;5;4294967295
"istituto di istruzione ""don l.milani"" - rovereto";istituto tecnico per il settore economico serale;tntd00950x;school;via balista, 2 38068;tnrc009018|tnrc00951n|tntd00950x|tnct70100b|tnis009009|tntd00901g;5;4294967295
"istituto di istruzione ""l. guetti"" - tione di trento";;tnis00700n;institute;via durone, 53 38079;tnps007014|tntd00701x|tnis00700n|tnct711002|tntd007519;9;4
"istituto di istruzione ""l. guetti"" - tione di trento";educazione per adulti relativa al primo ciclo;tnct711002;school;via durone, 53 38079;tnps007014|tntd00701x|tnis00700n|tnct711002|tntd007519;9;4
"istituto di istruzione ""l. guetti"" - tione di trento";istituto tecnico per il settore economico;tntd00701x;school;via durone, 53 38079;tnps007014|tntd00701x|tnis00700n|tnct711002|tntd007519;9;4
"istituto di istruzione ""l. guetti"" - tione di trento";istituto tecnico per il settore economico serale;tntd007519;school;via durone, 53 38079;tnps007014|tntd00701x|tnis00700n|tnct711002|tntd007519;9;4
"istituto di istruzione ""l. guetti"" - tione di trento";istituto tecnico per il settore tecnologico;tntd00701x;school;via durone, 53 38079;tnps007014|tntd00701x|tnis00700n|tnct711002|tntd007519;9;4
"istituto di istruzione ""l. guetti"" - tione di trento";istituto tecnico per il settore tecnologico serale;tntd007519;school;via durone, 53 38079;tnps007014|tntd00701x|tnis00700n|tnct711002|tntd007519;9;4
"istituto di istruzione ""l. guetti"" - tione di trento";liceo delle scienze umane;tnps007014;school;via durone, 53 38079;tnps007014|tntd00701x|tnis00700n|tnct711002|tntd007519;9;4
"istituto di istruzione ""l. guetti"" - tione di trento";liceo linguistico;tnps007014;school;via durone, 53 38079;tnps007014|tntd00701x|tnis00700n|tnct711002|tntd007519;9;4
"istituto di istruzione ""l. guetti"" - tione di trento";liceo scientifico;tnps007014;school;via durone, 53 38079;tnps007014|tntd00701x|tnis00700n|tnct711002|tntd007519;9;4
"istituto di istruzione ""l. guetti"" - tione di trento";liceo scientifico opzione scienze applicate;tnps007014;school;via durone, 53 38079;tnps007014|tntd00701x|tnis00700n|tnct711002|tntd007519;9;4
"istituto di istruzione ""la rosa bianca"" - cavalese";;tnis00100p;institute;via gandhi, 1 38033;tntd001509|tnis00100p|tntd001011|tntl00101b|tnps001015|tnct710006;9;3
"istituto di istruzione ""la rosa bianca"" - cavalese";educazione per adulti relativa al primo ciclo;tnct710006;school;via gandhi, 1 38033;tntd001509|tnis00100p|tntd001011|tntl00101b|tnps001015|tnct710006;9;3
"istituto di istruzione ""la rosa bianca"" - cavalese";istituto tecnico per il settore economico - predazzo;tntd001011;school;corso degasperi, 14 38037;tntd001509|tnis00100p|tntd001011|tntl00101b|tnps001015|tnct710006;9;3
"istituto di istruzione ""la rosa bianca"" - cavalese";istituto tecnico per il settore economico serale - predazzo;tntd001509;school;corso degasperi, 14 38037;tntd001509|tnis00100p|tntd001011|tntl00101b|tnps001015|tnct710006;9;3
"istituto di istruzione ""la rosa bianca"" - cavalese";istituto tecnico per il settore tecnologico;tntl00101b;school;via gandhi, 1 38033;tntd001509|tnis00100p|tntd001011|tntl00101b|tnps001015|tnct710006;9;3
"istituto di istruzione ""la rosa bianca"" - cavalese";istituto tecnico per il settore tecnologico serale - predazzo;tntd001509;school;corso degasperi, 14 38037;tntd001509|tnis00100p|tntd001011|tntl00101b|tnps001015|tnct710006;9;3
"istituto di istruzione ""la rosa bianca"" - cavalese";liceo delle scienze umane;tnps001015;school;via gandhi, 1 38033;tntd001509|tnis00100p|tntd001011|tntl00101b|tnps001015|tnct710006;9;3
"istituto di istruzione ""la rosa bianca"" - cavalese";liceo delle scienze umane opzione economico sociale;tnps001015;school;via gandhi, 1 38033;tntd001509|tnis00100p|tntd001011|tntl00101b|tnps001015|tnct710006;9;3
"istituto di istruzione ""la rosa bianca"" - cavalese";liceo linguistico;tnps001015;school;via gandhi, 1 38033;tntd001509|tnis00100p|tntd001011|tntl00101b|tnps001015|tnct710006;9;3
"istituto di istruzione ""la rosa bianca"" - cavalese";liceo scientifico;tnps001015;school;via gandhi, 1 38033;tntd001509|tnis00100p|tntd001011|tntl00101b|tnps001015|tnct710006;9;3
"istituto di istruzione ""m. curie"" - pergine valsugana";;tnis004006;institute;via s pietro, 4 38057;tnct703003|tnps00401l|tntd00401c|tnrc004015|tnis004006|tntd00450r;11;5
"istituto di istruzione ""m. curie"" - pergine valsugana";educazione per adulti relativa al primo ciclo;tnct703003;school;via s pietro, 4 38057;tnct703003|tnps00401l|tntd00401c|tnrc004015|tnis004006|tntd00450r;11;5
"istituto di istruzione ""m. curie"" - pergine valsugana";istituto tecnico per il settore economico - levico;tnrc004015;school;viale vittorio emanuele, 5 38056;tnct703003|tnps00401l|tntd00401c|tnrc004015|tnis004006|tntd00450r;11;5
"istituto di istruzione ""m. curie"" - pergine valsugana";istituto tecnico per il settore economico - pergine;tntd00401c;school;via san pietro, 4 38057;tnct703003|tnps00401l|tntd00401c|tnrc004015|tnis004006|tntd00450r;11;5
"istituto di istruzione ""m. curie"" - pergine valsugana";istituto tecnico per il settore economico serale;tntd00450r;school;via s pietro, 4 38057;tnct703003|tnps00401l|tntd00401c|tnrc004015|tnis004006|tntd00450r;11;5
"istituto di istruzione ""m. curie"" - pergine valsugana";istituto tecnico per il settore tecnologico;tntd00401c;school;via s pietro, 4 38057;tnct703003|tnps00401l|tntd00401c|tnrc004015|tnis004006|tntd00450r;11;5
"istituto di istruzione ""m. curie"" - pergine valsugana";istituto tecnico per il settore tecnologico serale;tntd00450r;school;via s pietro, 4 38057;tnct703003|tnps00401l|tntd00401c|tnrc004015|tnis004006|tntd00450r;11;5
"istituto di istruzione ""m. curie"" - pergine valsugana";liceo del made in italy;tnps00401l;school;via s pietro, 4 38057;tnct703003|tnps00401l|tntd00401c|tnrc004015|tnis004006|tntd00450r;11;5
"istituto di istruzione ""m. curie"" - pergine valsugana";liceo delle scienze umane;tnps00401l;school;via s pietro, 4 38057;tnct703003|tnps00401l|tntd00401c|tnrc004015|tnis004006|tntd00450r;11;5
"istituto di istruzione ""m. curie"" - pergine valsugana";liceo delle scienze umane opzione economico sociale;tnps00401l;school;via san pietro, 4 38057;tnct703003|tnps00401l|tntd00401c|tnrc004015|tnis004006|tntd00450r;11;5
"istituto di istruzione ""m. curie"" - pergine valsugana";liceo linguistico;tnps00401l;school;via s pietro, 4 38057;tnct703003|tnps00401l|tntd00401c|tnrc004015|tnis004006|tntd00450r;11;5
"istituto di istruzione ""m. curie"" - pergine valsugana";liceo scientifico;tnps00401l;school;via s pietro, 4 38057;tnct703003|tnps00401l|tntd00401c|tnrc004015|tnis004006|tntd00450r;11;5
"istituto di istruzione ""m. martini"" - mezzolombardo";;tnis00300a;institute;via perlasca, 4 38017;tnrc00350n|tnps00301r|tnct70400v|tntd00301l|tnis00300a;8;3
"istituto di istruzione ""m. martini"" - mezzolombardo";educazione per adulti relativa al primo ciclo;tnct70400v;school;via perlasca, 4 38017;tnrc00350n|tnps00301r|tnct70400v|tntd00301l|tnis00300a;8;3
"istituto di istruzione ""m. martini"" - mezzolombardo";istituto tecnico per il settore economico;tntd00301l;school;via perlasca, 4 38017;tnrc00350n|tnps00301r|tnct70400v|tntd00301l|tnis00300a;8;3
