vivoscuola school link;academic year;school year;number of students;number of classes
https://www.vivoscuola.it/content/view/full/29603;2023/2024;3;15;1
https://www.vivoscuola.it/content/view/full/29603;2023/2024;4;13;1
https://www.vivoscuola.it/content/view/full/29603;2023/2024;5;11;1
https://www.vivoscuola.it/content/view/full/29442;2025/2026;1;26;2
https://www.vivoscuola.it/content/view/full/29442;2025/2026;2;27;2
https://www.vivoscuola.it/content/view/full/29442;2025/2026;3;19;1
https://www.vivoscuola.it/content/view/full/29442;2025/2026;4;19;1
https://www.vivoscuola.it/content/view/full/29442;2025/2026;5;23;2
https://www.vivoscuola.it/content/view/full/29442;2024/2025;1;25;2
https://www.vivoscuola.it/content/view/full/29442;2024/2025;2;20;1
https://www.vivoscuola.it/content/view/full/29442;2024/2025;3;20;1
https://www.vivoscuola.it/content/view/full/29442;2024/2025;4;25;2
https://www.vivoscuola.it/content/view/full/29442;2024/2025;5;30;2
https://www.vivoscuola.it/content/view/full/29442;2023/2024;1;16;1
https://www.vivoscuola.it/content/view/full/29442;2023/2024;2;19;1
https://www.vivoscuola.it/content/view/full/29442;2023/2024;3;26;2
https://www.vivoscuola.it/content/view/full/29442;2023/2024;4;29;2
https://www.vivoscuola.it/content/view/full/29442;2023/2024;5;26;2
https://www.vivoscuola.it/content/view/full/30132;2025/2026;0;36;0
https://www.vivoscuola.it/content/view/full/30132;2024/2025;0;28;0
https://www.vivoscuola.it/content/view/full/30132;2023/2024;0;29;0
https://www.vivoscuola.it/content/view/full/29340;2025/2026;0;83;0
https://www.vivoscuola.it/content/view/full/29340;2024/2025;0;85;0
https://www.vivoscuola.it/content/view/full/29340;2023/2024;0;90;0
https://www.vivoscuola.it/content/view/full/30062;2025/2026;0;28;0
https://www.vivoscuola.it/content/view/full/30062;2024/2025;0;44;0
https://www.vivoscuola.it/content/view/full/30062;2023/2024;0;54;0
https://www.vivoscuola.it/content/view/full/29443;2025/2026;1;31;2
https://www.vivoscuola.it/content/view/full/29443;2025/2026;2;30;2
https://www.vivoscuola.it/content/view/full/29443;2025/2026;3;32;2
https://www.vivoscuola.it/content/view/full/29443;2025/2026;4;20;1
https://www.vivoscuola.it/content/view/full/29443;2025/2026;5;27;2
https://www.vivoscuola.it/content/view/full/29443;2024/2025;1;29;2
https://www.vivoscuola.it/content/view/full/29443;2024/2025;2;32;2
https://www.vivoscuola.it/content/view/full/29443;2024/2025;3;22;1
https://www.vivoscuola.it/content/view/full/29443;2024/2025;4;29;2
https://www.vivoscuola.it/content/view/full/29443;2024/2025;5;36;2
https://www.vivoscuola.it/content/view/full/29443;2023/2024;1;32;2
https://www.vivoscuola.it/content/view/full/29443;2023/2024;2;21;1
https://www.vivoscuola.it/content/view/full/29443;2023/2024;3;28;2
https://www.vivoscuola.it/content/view/full/29443;2023/2024;4;35;2
https://www.vivoscuola.it/content/view/full/29443;2023/2024;5;21;1
https://www.vivoscuola.it/content/view/full/29444;2025/2026;1;79;4
https://www.vivoscuola.it/content/view/full/29444;2025/2026;2;64;3
https://www.vivoscuola.it/content/view/full/29444;2025/2026;3;81;4
https://www.vivoscuola.it/content/view/full/29444;2024/2025;1;62;3
https://www.vivoscuola.it/content/view/full/29444;2024/2025;2;79;4
https://www.vivoscuola.it/content/view/full/29444;2024/2025;3;55;3
https://www.vivoscuola.it/content/view/full/29444;2023/2024;1;79;4
https://www.vivoscuola.it/content/view/full/29444;2023/2024;2;54;3
https://www.vivoscuola.it/content/view/full/29444;2023/2024;3;76;4
https://www.vivoscuola.it/content/view/full/29342;2025/2026;0;45;0
https://www.vivoscuola.it/content/view/full/29342;2024/2025;0;39;0
https://www.vivoscuola.it/content/view/full/29342;2023/2024;0;37;0
https://www.vivoscuola.it/content/view/full/29346;2025/2026;0;62;0
https://www.vivoscuola.it/content/view/full/29346;2024/2025;0;66;0
https://www.vivoscuola.it/content/view/full/29346;2023/2024;0;66;0
https://www.vivoscuola.it/content/view/full/29341;2025/2026;0;58;0
https://www.vivoscuola.it/content/view/full/29341;2024/2025;0;50;0
https://www.vivoscuola.it/content/view/full/29341;2023/2024;0;52;0
https://www.vivoscuola.it/content/view/full/29343;2025/2026;0;40;0
https://www.vivoscuola.it/content/view/full/29343;2024/2025;0;38;0
https://www.vivoscuola.it/content/view/full/29343;2023/2024;0;48;0
https://www.vivoscuola.it/content/view/full/29344;2025/2026;0;68;0
https://www.vivoscuola.it/content/view/full/29344;2024/2025;0;66;0
https://www.vivoscuola.it/content/view/full/29344;2023/2024;0;72;0
https://www.vivoscuola.it/content/view/full/29345;2025/2026;0;53;0
https://www.vivoscuola.it/content/view/full/29345;2024/2025;0;81;0
https://www.vivoscuola.it/content/view/full/29345;2023/2024;0;88;0
https://www.vivoscuola.it/content/view/full/29347;2025/2026;0;64;0
https://www.vivoscuola.it/content/view/full/29347;2024/2025;0;69;0
https://www.vivoscuola.it/content/view/full/29347;2023/2024;0;64;0
https://www.vivoscuola.it/content/view/full/29791;2025/2026;1;156;13
https://www.vivoscuola.it/content/view/full/29791;2025/2026;3;25;1
https://www.vivoscuola.it/content/view/full/29791;2025/2026;1;130;12
https://www.vivoscuola.it/content/view/full/29791;2025/2026;3;25;1
https://www.vivoscuola.it/content/view/full/29791;2024/2025;1;336;6
https://www.vivoscuola.it/content/view/full/29791;2024/2025;3;25;1
https://www.vivoscuola.it/content/view/full/29791;2024/2025;1;235;5
https://www.vivoscuola.it/content/view/full/29791;2024/2025;3;25;1
https://www.vivoscuola.it/content/view/full/29791;2023/2024;1;205;5
https://www.vivoscuola.it/content/view/full/29791;2023/2024;3;20;1
https://www.vivoscuola.it/content/view/full/29791;2023/2024;1;222;5
https://www.vivoscuola.it/content/view/full/29791;2023/2024;3;20;1
https://www.vivoscuola.it/content/view/full/29794;2025/2026;4;18;3
https://www.vivoscuola.it/content/view/full/29794;2025/2026;3;5;1
https://www.vivoscuola.it/content/view/full/29794;2025/2026;4;6;1
https://www.vivoscuola.it/content/view/full/29794;2025/2026;5;5;1
https://www.vivoscuola.it/content/view/full/29794;2024/2025;4;30;3
https://www.vivoscuola.it/content/view/full/29794;2024/2025;3;13;2
https://www.vivoscuola.it/content/view/full/29794;2024/2025;4;10;3
https://www.vivoscuola.it/content/view/full/29794;2024/2025;5;2;1
https://www.vivoscuola.it/content/view/full/29794;2023/2024;4;21;3
https://www.vivoscuola.it/content/view/full/29794;2023/2024;3;19;1
https://www.vivoscuola.it/content/view/full/29794;2023/2024;4;7;2
https://www.vivoscuola.it/content/view/full/29794;2023/2024;5;8;1
https://www.vivoscuola.it/content/view/full/29792;2025/2026;1;19;1
https://www.vivoscuola.it/content/view/full/29792;2025/2026;2;18;1
https://www.vivoscuola.it/content/view/full/29792;2025/2026;3;19;1
https://www.vivoscuola.it/content/view/full/29792;2025/2026;4;11;1
https://www.vivoscuola.it/content/view/full/29792;2025/2026;5;7;1
https://www.vivoscuola.it/content/view/full/29792;2024/2025;1;19;1
https://www.vivoscuola.it/content/view/full/29792;2024/2025;2;23;1
https://www.vivoscuola.it/content/view/full/29792;2024/2025;3;12;1
https://www.vivoscuola.it/content/view/full/29792;2024/2025;4;8;1
https://www.vivoscuola.it/content/view/full/29792;2024/2025;5;14;1
https://www.vivoscuola.it/content/view/full/29792;2023/2024;1;22;1
https://www.vivoscuola.it/content/view/full/29792;2023/2024;2;16;1
https://www.vivoscuola.it/content/view/full/29792;2023/2024;3;8;1
https://www.vivoscuola.it/content/view/full/29792;2023/2024;4;13;1
https://www.vivoscuola.it/content/view/full/29792;2023/2024;5;17;1
https://www.vivoscuola.it/content/view/full/29793;2025/2026;1;33;2
https://www.vivoscuola.it/content/view/full/29793;2025/2026;2;18;1
https://www.vivoscuola.it/content/view/full/29793;2025/2026;3;27;1
https://www.vivoscuola.it/content/view/full/29793;2025/2026;4;19;1
https://www.vivoscuola.it/content/view/full/29793;2025/2026;5;18;1
https://www.vivoscuola.it/content/view/full/29793;2024/2025;1;21;1
https://www.vivoscuola.it/content/view/full/29793;2024/2025;2;26;1
https://www.vivoscuola.it/content/view/full/29793;2024/2025;3;22;1
https://www.vivoscuola.it/content/view/full/29793;2024/2025;4;17;1
https://www.vivoscuola.it/content/view/full/29793;2024/2025;5;22;1
https://www.vivoscuola.it/content/view/full/29793;2023/2024;1;27;1
https://www.vivoscuola.it/content/view/full/29793;2023/2024;2;24;1
https://www.vivoscuola.it/content/view/full/29793;2023/2024;3;17;1
https://www.vivoscuola.it/content/view/full/29793;2023/2024;4;23;1
https://www.vivoscuola.it/content/view/full/29793;2023/2024;5;21;2
https://www.vivoscuola.it/content/view/full/29795;2025/2026;1;51;2
https://www.vivoscuola.it/content/view/full/29795;2025/2026;2;38;2
https://www.vivoscuola.it/content/view/full/29795;2025/2026;3;37;2
https://www.vivoscuola.it/content/view/full/29795;2025/2026;4;32;2
https://www.vivoscuola.it/content/view/full/29795;2025/2026;5;26;2
https://www.vivoscuola.it/content/view/full/29795;2024/2025;1;52;2
https://www.vivoscuola.it/content/view/full/29795;2024/2025;2;34;2
https://www.vivoscuola.it/content/view/full/29795;2024/2025;3;37;2
https://www.vivoscuola.it/content/view/full/29795;2024/2025;4;28;2
https://www.vivoscuola.it/content/view/full/29795;2024/2025;5;25;2
https://www.vivoscuola.it/content/view/full/29795;2023/2024;1;52;2
https://www.vivoscuola.it/content/view/full/29795;2023/2024;2;39;2
https://www.vivoscuola.it/content/view/full/29795;2023/2024;3;36;2
https://www.vivoscuola.it/content/view/full/29795;2023/2024;4;31;2
https://www.vivoscuola.it/content/view/full/29795;2023/2024;5;35;2
https://www.vivoscuola.it/content/view/full/29796;2025/2026;2;9;1
https://www.vivoscuola.it/content/view/full/29796;2025/2026;3;39;3
https://www.vivoscuola.it/content/view/full/29796;2025/2026;2;9;1
https://www.vivoscuola.it/content/view/full/29796;2025/2026;3;13;1
https://www.vivoscuola.it/content/view/full/29796;2025/2026;4;6;1
https://www.vivoscuola.it/content/view/full/29796;2025/2026;5;3;1
https://www.vivoscuola.it/content/view/full/29796;2024/2025;2;11;1
https://www.vivoscuola.it/content/view/full/29796;2024/2025;3;36;3
https://www.vivoscuola.it/content/view/full/29796;2024/2025;2;11;1
https://www.vivoscuola.it/content/view/full/29796;2024/2025;3;12;1
https://www.vivoscuola.it/content/view/full/29796;2024/2025;4;6;1
https://www.vivoscuola.it/content/view/full/29796;2024/2025;5;2;1
https://www.vivoscuola.it/content/view/full/29796;2023/2024;3;24;3
https://www.vivoscuola.it/content/view/full/29796;2023/2024;3;8;1
https://www.vivoscuola.it/content/view/full/29796;2023/2024;4;4;2
https://www.vivoscuola.it/content/view/full/29796;2023/2024;5;1;1
https://www.vivoscuola.it/content/view/full/29800;2025/2026;1;11;1
https://www.vivoscuola.it/content/view/full/29800;2025/2026;2;21;1
https://www.vivoscuola.it/content/view/full/29800;2025/2026;3;19;1
https://www.vivoscuola.it/content/view/full/29800;2025/2026;4;20;1
https://www.vivoscuola.it/content/view/full/29800;2025/2026;5;15;1
https://www.vivoscuola.it/content/view/full/29800;2024/2025;1;20;1
https://www.vivoscuola.it/content/view/full/29800;2024/2025;2;19;1
https://www.vivoscuola.it/content/view/full/29800;2024/2025;3;20;1
https://www.vivoscuola.it/content/view/full/29800;2024/2025;4;14;1
https://www.vivoscuola.it/content/view/full/29800;2024/2025;5;11;1
https://www.vivoscuola.it/content/view/full/29800;2023/2024;1;27;1
https://www.vivoscuola.it/content/view/full/29800;2023/2024;2;22;1
https://www.vivoscuola.it/content/view/full/29800;2023/2024;3;14;1
https://www.vivoscuola.it/content/view/full/29800;2023/2024;4;10;1
https://www.vivoscuola.it/content/view/full/29800;2023/2024;5;13;1
https://www.vivoscuola.it/content/view/full/29798;2025/2026;1;40;2
https://www.vivoscuola.it/content/view/full/29798;2025/2026;2;45;2
https://www.vivoscuola.it/content/view/full/29798;2025/2026;3;25;1
https://www.vivoscuola.it/content/view/full/29798;2025/2026;4;18;1
https://www.vivoscuola.it/content/view/full/29798;2025/2026;5;24;1
https://www.vivoscuola.it/content/view/full/29798;2024/2025;1;47;2
https://www.vivoscuola.it/content/view/full/29798;2024/2025;2;23;1
https://www.vivoscuola.it/content/view/full/29798;2024/2025;3;20;1
https://www.vivoscuola.it/content/view/full/29798;2024/2025;4;22;1
https://www.vivoscuola.it/content/view/full/29798;2024/2025;5;21;1
https://www.vivoscuola.it/content/view/full/29798;2023/2024;1;23;1
https://www.vivoscuola.it/content/view/full/29798;2023/2024;2;20;1
https://www.vivoscuola.it/content/view/full/29798;2023/2024;3;24;1
https://www.vivoscuola.it/content/view/full/29798;2023/2024;4;23;1
https://www.vivoscuola.it/content/view/full/29798;2023/2024;5;35;2
https://www.vivoscuola.it/content/view/full/29797;2025/2026;1;27;2
https://www.vivoscuola.it/content/view/full/29797;2025/2026;2;21;1
https://www.vivoscuola.it/content/view/full/29797;2025/2026;3;28;2
https://www.vivoscuola.it/content/view/full/29797;2025/2026;4;26;2
https://www.vivoscuola.it/content/view/full/29797;2025/2026;5;18;1
https://www.vivoscuola.it/content/view/full/29797;2024/2025;1;22;1
https://www.vivoscuola.it/content/view/full/29797;2024/2025;2;31;2
https://www.vivoscuola.it/content/view/full/29797;2024/2025;3;27;2
https://www.vivoscuola.it/content/view/full/29797;2024/2025;4;18;1
https://www.vivoscuola.it/content/view/full/29797;2024/2025;5;23;2
https://www.vivoscuola.it/content/view/full/29797;2023/2024;1;34;2
https://www.vivoscuola.it/content/view/full/29797;2023/2024;2;30;2
https://www.vivoscuola.it/content/view/full/29797;2023/2024;3;19;1
https://www.vivoscuola.it/content/view/full/29797;2023/2024;4;24;2
https://www.vivoscuola.it/content/view/full/29797;2023/2024;5;13;1
https://www.vivoscuola.it/content/view/full/29799;2025/2026;1;33;2
https://www.vivoscuola.it/content/view/full/29799;2025/2026;2;32;2
https://www.vivoscuola.it/content/view/full/29799;2025/2026;3;39;2
https://www.vivoscuola.it/content/view/full/29799;2025/2026;4;25;1
https://www.vivoscuola.it/content/view/full/29799;2025/2026;5;18;1
https://www.vivoscuola.it/content/view/full/29799;2024/2025;1;36;2
https://www.vivoscuola.it/content/view/full/29799;2024/2025;2;40;2
https://www.vivoscuola.it/content/view/full/29799;2024/2025;3;24;1
https://www.vivoscuola.it/content/view/full/29799;2024/2025;4;18;1
https://www.vivoscuola.it/content/view/full/29799;2024/2025;5;19;1
https://www.vivoscuola.it/content/view/full/29799;2023/2024;1;38;2
https://www.vivoscuola.it/content/view/full/29799;2023/2024;2;25;1
https://www.vivoscuola.it/content/view/full/29799;2023/2024;3;20;1
https://www.vivoscuola.it/content/view/full/29799;2023/2024;4;20;1
https://www.vivoscuola.it/content/view/full/29799;2023/2024;5;17;1
https://www.vivoscuola.it/content/view/full/29833;2025/2026;1;276;13
https://www.vivoscuola.it/content/view/full/29833;2025/2026;2;251;12
https://www.vivoscuola.it/content/view/full/29833;2025/2026;3;196;11
https://www.vivoscuola.it/content/view/full/29833;2025/2026;4;182;11
https://www.vivoscuola.it/content/view/full/29833;2025/2026;5;150;9
https://www.vivoscuola.it/content/view/full/29833;2024/2025;1;278;12
https://www.vivoscuola.it/content/view/full/29833;2024/2025;2;204;10
https://www.vivoscuola.it/content/view/full/29833;2024/2025;3;186;11
https://www.vivoscuola.it/content/view/full/29833;2024/2025;4;168;9
https://www.vivoscuola.it/content/view/full/29833;2024/2025;5;125;8
https://www.vivoscuola.it/content/view/full/29833;2023/2024;1;226;10
https://www.vivoscuola.it/content/view/full/29833;2023/2024;2;201;10
https://www.vivoscuola.it/content/view/full/29833;2023/2024;3;172;9
https://www.vivoscuola.it/content/view/full/29833;2023/2024;4;153;8
https://www.vivoscuola.it/content/view/full/29833;2023/2024;5;128;9
https://www.vivoscuola.it/content/view/full/30046;2025/2026;0;207;0
https://www.vivoscuola.it/content/view/full/30046;2024/2025;0;216;0
https://www.vivoscuola.it/content/view/full/30046;2023/2024;0;214;0
https://www.vivoscuola.it/content/view/full/29428;2025/2026;1;59;3
https://www.vivoscuola.it/content/view/full/29428;2025/2026;2;47;2
https://www.vivoscuola.it/content/view/full/29428;2025/2026;3;52;3
https://www.vivoscuola.it/content/view/full/29428;2025/2026;4;58;3
https://www.vivoscuola.it/content/view/full/29428;2025/2026;5;57;3
https://www.vivoscuola.it/content/view/full/29428;2024/2025;1;46;2
https://www.vivoscuola.it/content/view/full/29428;2024/2025;2;52;3
https://www.vivoscuola.it/content/view/full/29428;2024/2025;3;58;3
https://www.vivoscuola.it/content/view/full/29428;2024/2025;4;57;3
https://www.vivoscuola.it/content/view/full/29428;2024/2025;5;65;3
https://www.vivoscuola.it/content/view/full/29428;2023/2024;1;57;3
https://www.vivoscuola.it/content/view/full/29428;2023/2024;2;63;3
https://www.vivoscuola.it/content/view/full/29428;2023/2024;3;58;3
https://www.vivoscuola.it/content/view/full/29428;2023/2024;4;67;3
https://www.vivoscuola.it/content/view/full/29428;2023/2024;5;64;3
https://www.vivoscuola.it/content/view/full/29426;2025/2026;1;33;2
https://www.vivoscuola.it/content/view/full/29426;2025/2026;2;20;1
https://www.vivoscuola.it/content/view/full/29426;2025/2026;3;37;2
https://www.vivoscuola.it/content/view/full/29426;2025/2026;4;29;2
https://www.vivoscuola.it/content/view/full/29426;2025/2026;5;36;2
https://www.vivoscuola.it/content/view/full/29426;2024/2025;1;21;1
https://www.vivoscuola.it/content/view/full/29426;2024/2025;2;38;2
https://www.vivoscuola.it/content/view/full/29426;2024/2025;3;30;2
https://www.vivoscuola.it/content/view/full/29426;2024/2025;4;37;2
https://www.vivoscuola.it/content/view/full/29426;2024/2025;5;39;2
https://www.vivoscuola.it/content/view/full/29426;2023/2024;1;37;2
https://www.vivoscuola.it/content/view/full/29426;2023/2024;2;28;2
https://www.vivoscuola.it/content/view/full/29426;2023/2024;3;37;2
https://www.vivoscuola.it/content/view/full/29426;2023/2024;4;36;2
https://www.vivoscuola.it/content/view/full/29426;2023/2024;5;36;2
https://www.vivoscuola.it/content/view/full/29834;2025/2026;1;42;3
https://www.vivoscuola.it/content/view/full/29834;2025/2026;3;160;9
https://www.vivoscuola.it/content/view/full/29834;2025/2026;1;14;1
https://www.vivoscuola.it/content/view/full/29834;2025/2026;2;11;2
https://www.vivoscuola.it/content/view/full/29834;2025/2026;3;37;3
https://www.vivoscuola.it/content/view/full/29834;2025/2026;4;25;3
https://www.vivoscuola.it/content/view/full/29834;2025/2026;5;16;2
https://www.vivoscuola.it/content/view/full/29834;2024/2025;1;30;2
https://www.vivoscuola.it/content/view/full/29834;2024/2025;3;129;6
https://www.vivoscuola.it/content/view/full/29834;2024/2025;1;15;1
https://www.vivoscuola.it/content/view/full/29834;2024/2025;2;15;1
https://www.vivoscuola.it/content/view/full/29834;2024/2025;3;43;2
https://www.vivoscuola.it/content/view/full/29834;2024/2025;4;36;2
https://www.vivoscuola.it/content/view/full/29834;2024/2025;5;23;2
https://www.vivoscuola.it/content/view/full/29834;2023/2024;1;16;2
https://www.vivoscuola.it/content/view/full/29834;2023/2024;3;140;7
https://www.vivoscuola.it/content/view/full/29834;2023/2024;1;8;1
https://www.vivoscuola.it/content/view/full/29834;2023/2024;2;14;1
https://www.vivoscuola.it/content/view/full/29834;2023/2024;3;43;2
https://www.vivoscuola.it/content/view/full/29834;2023/2024;4;40;2
https://www.vivoscuola.it/content/view/full/29834;2023/2024;5;17;2
https://www.vivoscuola.it/content/view/full/29427;2025/2026;1;9;1
https://www.vivoscuola.it/content/view/full/29427;2025/2026;2;6;1
https://www.vivoscuola.it/content/view/full/29427;2025/2026;3;9;1
https://www.vivoscuola.it/content/view/full/29427;2025/2026;4;9;1
https://www.vivoscuola.it/content/view/full/29427;2025/2026;5;11;1
https://www.vivoscuola.it/content/view/full/29427;2024/2025;1;7;1
https://www.vivoscuola.it/content/view/full/29427;2024/2025;2;9;1
https://www.vivoscuola.it/content/view/full/29427;2024/2025;3;10;1
https://www.vivoscuola.it/content/view/full/29427;2024/2025;4;11;1
https://www.vivoscuola.it/content/view/full/29427;2024/2025;5;7;1
https://www.vivoscuola.it/content/view/full/29427;2023/2024;1;10;1
https://www.vivoscuola.it/content/view/full/29427;2023/2024;2;10;1
https://www.vivoscuola.it/content/view/full/29427;2023/2024;3;12;1
https://www.vivoscuola.it/content/view/full/29427;2023/2024;4;8;1
https://www.vivoscuola.it/content/view/full/29427;2023/2024;5;12;1
https://www.vivoscuola.it/content/view/full/29429;2025/2026;1;7;1
https://www.vivoscuola.it/content/view/full/29429;2025/2026;2;15;1
https://www.vivoscuola.it/content/view/full/29429;2025/2026;3;15;1
https://www.vivoscuola.it/content/view/full/29429;2025/2026;4;10;1
https://www.vivoscuola.it/content/view/full/29429;2025/2026;5;12;1
https://www.vivoscuola.it/content/view/full/29429;2024/2025;1;16;1
https://www.vivoscuola.it/content/view/full/29429;2024/2025;2;18;1
https://www.vivoscuola.it/content/view/full/29429;2024/2025;3;9;1
https://www.vivoscuola.it/content/view/full/29429;2024/2025;4;13;1
https://www.vivoscuola.it/content/view/full/29429;2024/2025;5;15;1
https://www.vivoscuola.it/content/view/full/29429;2023/2024;1;19;1
https://www.vivoscuola.it/content/view/full/29429;2023/2024;2;10;1
https://www.vivoscuola.it/content/view/full/29429;2023/2024;3;15;1
https://www.vivoscuola.it/content/view/full/29429;2023/2024;4;16;1
https://www.vivoscuola.it/content/view/full/29429;2023/2024;5;13;1
https://www.vivoscuola.it/content/view/full/29430;2025/2026;1;77;4
https://www.vivoscuola.it/content/view/full/29430;2025/2026;2;83;4
https://www.vivoscuola.it/content/view/full/29430;2025/2026;3;74;3
https://www.vivoscuola.it/content/view/full/29430;2024/2025;1;80;4
https://www.vivoscuola.it/content/view/full/29430;2024/2025;2;75;3
https://www.vivoscuola.it/content/view/full/29430;2024/2025;3;84;4
https://www.vivoscuola.it/content/view/full/29430;2023/2024;1;76;3
https://www.vivoscuola.it/content/view/full/29430;2023/2024;2;85;4
https://www.vivoscuola.it/content/view/full/29430;2023/2024;3;91;4
https://www.vivoscuola.it/content/view/full/170194;2025/2026;5;12;1
https://www.vivoscuola.it/content/view/full/170194;2024/2025;5;12;1
https://www.vivoscuola.it/content/view/full/29431;2025/2026;1;43;2
https://www.vivoscuola.it/content/view/full/29431;2025/2026;2;51;3
https://www.vivoscuola.it/content/view/full/29431;2025/2026;3;36;2
https://www.vivoscuola.it/content/view/full/29431;2024/2025;1;51;3
https://www.vivoscuola.it/content/view/full/29431;2024/2025;2;36;2
https://www.vivoscuola.it/content/view/full/29431;2024/2025;3;39;2
https://www.vivoscuola.it/content/view/full/29431;2023/2024;1;33;2
https://www.vivoscuola.it/content/view/full/29431;2023/2024;2;41;2
https://www.vivoscuola.it/content/view/full/29431;2023/2024;3;36;2
https://www.vivoscuola.it/content/view/full/30198;2025/2026;0;44;0
https://www.vivoscuola.it/content/view/full/30198;2024/2025;0;44;0
https://www.vivoscuola.it/content/view/full/30198;2023/2024;0;47;0
https://www.vivoscuola.it/content/view/full/30190;2025/2026;0;53;0
https://www.vivoscuola.it/content/view/full/30190;2024/2025;0;52;0
https://www.vivoscuola.it/content/view/full/30190;2023/2024;0;58;0
https://www.vivoscuola.it/content/view/full/29256;2025/2026;1;18;1
https://www.vivoscuola.it/content/view/full/29256;2025/2026;2;18;2
https://www.vivoscuola.it/content/view/full/29256;2025/2026;3;33;2
https://www.vivoscuola.it/content/view/full/29256;2025/2026;4;16;2
https://www.vivoscuola.it/content/view/full/29256;2024/2025;1;17;1
https://www.vivoscuola.it/content/view/full/29256;2024/2025;2;37;2
https://www.vivoscuola.it/content/view/full/29256;2024/2025;3;21;2
https://www.vivoscuola.it/content/view/full/29256;2024/2025;4;18;2
https://www.vivoscuola.it/content/view/full/29256;2023/2024;1;34;2
https://www.vivoscuola.it/content/view/full/29256;2023/2024;2;21;2
https://www.vivoscuola.it/content/view/full/29256;2023/2024;3;23;2
https://www.vivoscuola.it/content/view/full/29256;2023/2024;4;15;2
https://www.vivoscuola.it/content/view/full/29638;2025/2026;1;6;1
https://www.vivoscuola.it/content/view/full/29638;2025/2026;2;16;1
https://www.vivoscuola.it/content/view/full/29638;2025/2026;3;10;1
https://www.vivoscuola.it/content/view/full/29638;2025/2026;4;11;1
https://www.vivoscuola.it/content/view/full/29638;2025/2026;5;6;1
https://www.vivoscuola.it/content/view/full/29638;2024/2025;1;18;1
https://www.vivoscuola.it/content/view/full/29638;2024/2025;2;10;1
https://www.vivoscuola.it/content/view/full/29638;2024/2025;3;10;1
https://www.vivoscuola.it/content/view/full/29638;2024/2025;4;6;1
https://www.vivoscuola.it/content/view/full/29638;2024/2025;5;6;1
https://www.vivoscuola.it/content/view/full/29638;2023/2024;1;10;1
https://www.vivoscuola.it/content/view/full/29638;2023/2024;2;9;1
https://www.vivoscuola.it/content/view/full/29638;2023/2024;3;6;1
https://www.vivoscuola.it/content/view/full/29638;2023/2024;4;7;1
https://www.vivoscuola.it/content/view/full/29638;2023/2024;5;13;1
https://www.vivoscuola.it/content/view/full/30070;2025/2026;0;11;0
https://www.vivoscuola.it/content/view/full/30070;2024/2025;0;17;0
https://www.vivoscuola.it/content/view/full/30070;2023/2024;0;22;0
https://www.vivoscuola.it/content/view/full/29640;2025/2026;1;72;4
https://www.vivoscuola.it/content/view/full/29640;2025/2026;2;83;4
https://www.vivoscuola.it/content/view/full/29640;2025/2026;3;75;4
https://www.vivoscuola.it/content/view/full/29640;2025/2026;4;77;4
https://www.vivoscuola.it/content/view/full/29640;2025/2026;5;74;4
https://www.vivoscuola.it/content/view/full/29640;2024/2025;1;90;4
https://www.vivoscuola.it/content/view/full/29640;2024/2025;2;75;4
https://www.vivoscuola.it/content/view/full/29640;2024/2025;3;75;4
https://www.vivoscuola.it/content/view/full/29640;2024/2025;4;77;4
https://www.vivoscuola.it/content/view/full/29640;2024/2025;5;77;4
https://www.vivoscuola.it/content/view/full/29640;2023/2024;1;75;4
https://www.vivoscuola.it/content/view/full/29640;2023/2024;2;78;4
https://www.vivoscuola.it/content/view/full/29640;2023/2024;3;74;4
https://www.vivoscuola.it/content/view/full/29640;2023/2024;4;79;4
https://www.vivoscuola.it/content/view/full/29640;2023/2024;5;76;4
https://www.vivoscuola.it/content/view/full/29641;2025/2026;1;7;1
https://www.vivoscuola.it/content/view/full/29641;2025/2026;2;13;1
https://www.vivoscuola.it/content/view/full/29641;2025/2026;3;11;1
https://www.vivoscuola.it/content/view/full/29641;2025/2026;4;7;1
https://www.vivoscuola.it/content/view/full/29641;2025/2026;5;4;1
https://www.vivoscuola.it/content/view/full/29641;2024/2025;1;12;1
https://www.vivoscuola.it/content/view/full/29641;2024/2025;2;11;1
https://www.vivoscuola.it/content/view/full/29641;2024/2025;3;7;1
https://www.vivoscuola.it/content/view/full/29641;2024/2025;4;3;1
https://www.vivoscuola.it/content/view/full/29641;2024/2025;5;15;1
https://www.vivoscuola.it/content/view/full/29641;2023/2024;1;11;1
https://www.vivoscuola.it/content/view/full/29641;2023/2024;2;8;2
https://www.vivoscuola.it/content/view/full/29641;2023/2024;3;3;1
https://www.vivoscuola.it/content/view/full/29641;2023/2024;4;15;1
https://www.vivoscuola.it/content/view/full/29641;2023/2024;5;8;1
https://www.vivoscuola.it/content/view/full/29639;2025/2026;1;1;1
https://www.vivoscuola.it/content/view/full/29639;2025/2026;2;6;1
https://www.vivoscuola.it/content/view/full/29639;2025/2026;3;4;1
https://www.vivoscuola.it/content/view/full/29639;2025/2026;4;3;1
https://www.vivoscuola.it/content/view/full/29639;2024/2025;1;4;1
https://www.vivoscuola.it/content/view/full/29639;2024/2025;2;4;1
https://www.vivoscuola.it/content/view/full/29639;2024/2025;3;3;1
https://www.vivoscuola.it/content/view/full/29639;2024/2025;5;5;1
https://www.vivoscuola.it/content/view/full/29639;2023/2024;1;3;1
