vivoscuola school link;academic year;school year;number of students;number of classes
https://www.vivoscuola.it/content/view/full/29393;2025/2026;0;30;0
https://www.vivoscuola.it/content/view/full/29393;2024/2025;0;41;0
https://www.vivoscuola.it/content/view/full/29393;2023/2024;0;32;0
https://www.vivoscuola.it/content/view/full/29392;2025/2026;0;42;0
https://www.vivoscuola.it/content/view/full/29392;2024/2025;0;43;0
https://www.vivoscuola.it/content/view/full/29392;2023/2024;0;42;0
https://www.vivoscuola.it/content/view/full/30052;2025/2026;0;37;0
https://www.vivoscuola.it/content/view/full/30052;2024/2025;0;36;0
https://www.vivoscuola.it/content/view/full/30052;2023/2024;0;35;0
https://www.vivoscuola.it/content/view/full/29365;2025/2026;0;66;0
https://www.vivoscuola.it/content/view/full/29365;2024/2025;0;73;0
https://www.vivoscuola.it/content/view/full/29365;2023/2024;0;85;0
https://www.vivoscuola.it/content/view/full/29367;2025/2026;0;89;0
https://www.vivoscuola.it/content/view/full/29367;2024/2025;0;90;0
https://www.vivoscuola.it/content/view/full/29367;2023/2024;0;88;0
https://www.vivoscuola.it/content/view/full/29370;2025/2026;0;109;0
https://www.vivoscuola.it/content/view/full/29370;2024/2025;0;107;0
https://www.vivoscuola.it/content/view/full/29370;2023/2024;0;116;0
https://www.vivoscuola.it/content/view/full/29368;2025/2026;0;78;0
https://www.vivoscuola.it/content/view/full/29368;2024/2025;0;75;0
https://www.vivoscuola.it/content/view/full/29368;2023/2024;0;79;0
https://www.vivoscuola.it/content/view/full/29369;2025/2026;0;96;0
https://www.vivoscuola.it/content/view/full/29369;2024/2025;0;101;0
https://www.vivoscuola.it/content/view/full/29369;2023/2024;0;106;0
https://www.vivoscuola.it/content/view/full/29366;2025/2026;0;19;0
https://www.vivoscuola.it/content/view/full/29366;2024/2025;0;26;0
https://www.vivoscuola.it/content/view/full/29366;2023/2024;0;19;0
https://www.vivoscuola.it/content/view/full/29730;2025/2026;1;24;2
https://www.vivoscuola.it/content/view/full/29730;2025/2026;2;25;2
https://www.vivoscuola.it/content/view/full/29730;2025/2026;3;19;1
https://www.vivoscuola.it/content/view/full/29730;2025/2026;4;19;1
https://www.vivoscuola.it/content/view/full/29730;2025/2026;5;19;1
https://www.vivoscuola.it/content/view/full/29730;2024/2025;1;24;2
https://www.vivoscuola.it/content/view/full/29730;2024/2025;2;20;1
https://www.vivoscuola.it/content/view/full/29730;2024/2025;3;18;1
https://www.vivoscuola.it/content/view/full/29730;2024/2025;4;20;1
https://www.vivoscuola.it/content/view/full/29730;2024/2025;5;23;1
https://www.vivoscuola.it/content/view/full/29730;2023/2024;1;21;1
https://www.vivoscuola.it/content/view/full/29730;2023/2024;2;18;1
https://www.vivoscuola.it/content/view/full/29730;2023/2024;3;20;1
https://www.vivoscuola.it/content/view/full/29730;2023/2024;4;23;1
https://www.vivoscuola.it/content/view/full/29730;2023/2024;5;21;1
https://www.vivoscuola.it/content/view/full/29371;2025/2026;0;54;0
https://www.vivoscuola.it/content/view/full/29371;2024/2025;0;55;0
https://www.vivoscuola.it/content/view/full/29371;2023/2024;0;55;0
https://www.vivoscuola.it/content/view/full/29731;2025/2026;1;33;2
https://www.vivoscuola.it/content/view/full/29731;2025/2026;2;40;2
https://www.vivoscuola.it/content/view/full/29731;2025/2026;3;46;2
https://www.vivoscuola.it/content/view/full/29731;2025/2026;4;52;3
https://www.vivoscuola.it/content/view/full/29731;2025/2026;5;49;2
https://www.vivoscuola.it/content/view/full/29731;2024/2025;1;41;2
https://www.vivoscuola.it/content/view/full/29731;2024/2025;2;46;2
https://www.vivoscuola.it/content/view/full/29731;2024/2025;3;52;3
https://www.vivoscuola.it/content/view/full/29731;2024/2025;4;49;2
https://www.vivoscuola.it/content/view/full/29731;2024/2025;5;51;3
https://www.vivoscuola.it/content/view/full/29731;2023/2024;1;43;2
https://www.vivoscuola.it/content/view/full/29731;2023/2024;2;51;3
https://www.vivoscuola.it/content/view/full/29731;2023/2024;3;51;2
https://www.vivoscuola.it/content/view/full/29731;2023/2024;4;49;3
https://www.vivoscuola.it/content/view/full/29731;2023/2024;5;60;3
https://www.vivoscuola.it/content/view/full/29732;2025/2026;1;13;1
https://www.vivoscuola.it/content/view/full/29732;2025/2026;2;12;1
https://www.vivoscuola.it/content/view/full/29732;2025/2026;3;16;1
https://www.vivoscuola.it/content/view/full/29732;2025/2026;4;16;1
https://www.vivoscuola.it/content/view/full/29732;2025/2026;5;25;1
https://www.vivoscuola.it/content/view/full/29732;2024/2025;1;11;1
https://www.vivoscuola.it/content/view/full/29732;2024/2025;2;16;1
https://www.vivoscuola.it/content/view/full/29732;2024/2025;3;17;1
https://www.vivoscuola.it/content/view/full/29732;2024/2025;4;25;1
https://www.vivoscuola.it/content/view/full/29732;2024/2025;5;10;1
https://www.vivoscuola.it/content/view/full/29732;2023/2024;1;17;1
https://www.vivoscuola.it/content/view/full/29732;2023/2024;2;17;1
https://www.vivoscuola.it/content/view/full/29732;2023/2024;3;25;1
https://www.vivoscuola.it/content/view/full/29732;2023/2024;4;10;1
https://www.vivoscuola.it/content/view/full/29732;2023/2024;5;18;1
https://www.vivoscuola.it/content/view/full/29729;2025/2026;1;18;1
https://www.vivoscuola.it/content/view/full/29729;2025/2026;2;20;1
https://www.vivoscuola.it/content/view/full/29729;2025/2026;3;15;1
https://www.vivoscuola.it/content/view/full/29729;2025/2026;4;12;1
https://www.vivoscuola.it/content/view/full/29729;2025/2026;5;22;1
https://www.vivoscuola.it/content/view/full/29729;2024/2025;1;23;1
https://www.vivoscuola.it/content/view/full/29729;2024/2025;2;14;1
https://www.vivoscuola.it/content/view/full/29729;2024/2025;3;12;1
https://www.vivoscuola.it/content/view/full/29729;2024/2025;4;23;1
https://www.vivoscuola.it/content/view/full/29729;2024/2025;5;21;1
https://www.vivoscuola.it/content/view/full/29729;2023/2024;1;13;1
https://www.vivoscuola.it/content/view/full/29729;2023/2024;2;12;1
https://www.vivoscuola.it/content/view/full/29729;2023/2024;3;23;1
https://www.vivoscuola.it/content/view/full/29729;2023/2024;4;19;1
https://www.vivoscuola.it/content/view/full/29729;2023/2024;5;15;1
https://www.vivoscuola.it/content/view/full/29733;2025/2026;1;7;1
https://www.vivoscuola.it/content/view/full/29733;2025/2026;2;14;1
https://www.vivoscuola.it/content/view/full/29733;2025/2026;3;13;1
https://www.vivoscuola.it/content/view/full/29733;2025/2026;4;18;1
https://www.vivoscuola.it/content/view/full/29733;2025/2026;5;19;1
https://www.vivoscuola.it/content/view/full/29733;2024/2025;1;14;1
https://www.vivoscuola.it/content/view/full/29733;2024/2025;2;13;1
https://www.vivoscuola.it/content/view/full/29733;2024/2025;3;18;1
https://www.vivoscuola.it/content/view/full/29733;2024/2025;4;20;1
https://www.vivoscuola.it/content/view/full/29733;2024/2025;5;17;1
https://www.vivoscuola.it/content/view/full/29733;2023/2024;1;11;1
https://www.vivoscuola.it/content/view/full/29733;2023/2024;2;18;1
https://www.vivoscuola.it/content/view/full/29733;2023/2024;3;20;1
https://www.vivoscuola.it/content/view/full/29733;2023/2024;4;16;1
https://www.vivoscuola.it/content/view/full/29733;2023/2024;5;12;1
https://www.vivoscuola.it/content/view/full/29734;2025/2026;1;16;1
https://www.vivoscuola.it/content/view/full/29734;2025/2026;2;14;1
https://www.vivoscuola.it/content/view/full/29734;2025/2026;3;15;1
https://www.vivoscuola.it/content/view/full/29734;2025/2026;4;12;1
https://www.vivoscuola.it/content/view/full/29734;2025/2026;5;30;2
https://www.vivoscuola.it/content/view/full/29734;2024/2025;1;14;1
https://www.vivoscuola.it/content/view/full/29734;2024/2025;2;14;1
https://www.vivoscuola.it/content/view/full/29734;2024/2025;3;14;1
https://www.vivoscuola.it/content/view/full/29734;2024/2025;4;29;2
https://www.vivoscuola.it/content/view/full/29734;2024/2025;5;25;1
https://www.vivoscuola.it/content/view/full/29734;2023/2024;1;13;1
https://www.vivoscuola.it/content/view/full/29734;2023/2024;2;11;1
https://www.vivoscuola.it/content/view/full/29734;2023/2024;3;29;2
https://www.vivoscuola.it/content/view/full/29734;2023/2024;4;25;1
https://www.vivoscuola.it/content/view/full/29734;2023/2024;5;24;1
https://www.vivoscuola.it/content/view/full/29735;2025/2026;1;16;1
https://www.vivoscuola.it/content/view/full/29735;2025/2026;2;17;1
https://www.vivoscuola.it/content/view/full/29735;2025/2026;3;15;1
https://www.vivoscuola.it/content/view/full/29735;2025/2026;4;24;2
https://www.vivoscuola.it/content/view/full/29735;2025/2026;5;13;1
https://www.vivoscuola.it/content/view/full/29735;2024/2025;1;16;1
https://www.vivoscuola.it/content/view/full/29735;2024/2025;2;16;1
https://www.vivoscuola.it/content/view/full/29735;2024/2025;3;24;2
https://www.vivoscuola.it/content/view/full/29735;2024/2025;4;13;1
https://www.vivoscuola.it/content/view/full/29735;2024/2025;5;21;1
https://www.vivoscuola.it/content/view/full/29735;2023/2024;1;15;1
https://www.vivoscuola.it/content/view/full/29735;2023/2024;2;25;2
https://www.vivoscuola.it/content/view/full/29735;2023/2024;3;14;1
https://www.vivoscuola.it/content/view/full/29735;2023/2024;4;22;1
https://www.vivoscuola.it/content/view/full/29735;2023/2024;5;22;1
https://www.vivoscuola.it/content/view/full/29738;2025/2026;1;55;3
https://www.vivoscuola.it/content/view/full/29738;2025/2026;2;79;4
https://www.vivoscuola.it/content/view/full/29738;2025/2026;3;76;4
https://www.vivoscuola.it/content/view/full/29738;2024/2025;1;81;4
https://www.vivoscuola.it/content/view/full/29738;2024/2025;2;76;4
https://www.vivoscuola.it/content/view/full/29738;2024/2025;3;74;3
https://www.vivoscuola.it/content/view/full/29738;2023/2024;1;76;4
https://www.vivoscuola.it/content/view/full/29738;2023/2024;2;74;3
https://www.vivoscuola.it/content/view/full/29738;2023/2024;3;77;4
https://www.vivoscuola.it/content/view/full/29698;2025/2026;1;64;3
https://www.vivoscuola.it/content/view/full/29698;2025/2026;2;56;3
https://www.vivoscuola.it/content/view/full/29698;2025/2026;3;56;3
https://www.vivoscuola.it/content/view/full/29698;2025/2026;4;60;3
https://www.vivoscuola.it/content/view/full/29698;2025/2026;5;65;3
https://www.vivoscuola.it/content/view/full/29698;2024/2025;1;58;3
https://www.vivoscuola.it/content/view/full/29698;2024/2025;2;58;3
https://www.vivoscuola.it/content/view/full/29698;2024/2025;3;59;3
https://www.vivoscuola.it/content/view/full/29698;2024/2025;4;65;3
https://www.vivoscuola.it/content/view/full/29698;2024/2025;5;51;3
https://www.vivoscuola.it/content/view/full/29698;2023/2024;1;60;3
https://www.vivoscuola.it/content/view/full/29698;2023/2024;2;61;3
https://www.vivoscuola.it/content/view/full/29698;2023/2024;3;63;3
https://www.vivoscuola.it/content/view/full/29698;2023/2024;4;54;3
https://www.vivoscuola.it/content/view/full/29698;2023/2024;5;56;3
https://www.vivoscuola.it/content/view/full/29739;2025/2026;1;69;3
https://www.vivoscuola.it/content/view/full/29739;2025/2026;2;54;3
https://www.vivoscuola.it/content/view/full/29739;2025/2026;3;68;3
https://www.vivoscuola.it/content/view/full/29739;2024/2025;1;56;3
https://www.vivoscuola.it/content/view/full/29739;2024/2025;2;67;3
https://www.vivoscuola.it/content/view/full/29739;2024/2025;3;57;3
https://www.vivoscuola.it/content/view/full/29739;2023/2024;1;65;3
https://www.vivoscuola.it/content/view/full/29739;2023/2024;2;57;3
https://www.vivoscuola.it/content/view/full/29739;2023/2024;3;66;3
https://www.vivoscuola.it/content/view/full/29737;2025/2026;1;37;2
https://www.vivoscuola.it/content/view/full/29737;2025/2026;2;32;2
https://www.vivoscuola.it/content/view/full/29737;2025/2026;3;28;2
https://www.vivoscuola.it/content/view/full/29737;2024/2025;1;34;2
https://www.vivoscuola.it/content/view/full/29737;2024/2025;2;29;2
https://www.vivoscuola.it/content/view/full/29737;2024/2025;3;29;2
https://www.vivoscuola.it/content/view/full/29737;2023/2024;1;28;2
https://www.vivoscuola.it/content/view/full/29737;2023/2024;2;30;2
https://www.vivoscuola.it/content/view/full/29737;2023/2024;3;47;3
https://www.vivoscuola.it/content/view/full/29699;2025/2026;1;34;2
https://www.vivoscuola.it/content/view/full/29699;2025/2026;2;48;2
https://www.vivoscuola.it/content/view/full/29699;2025/2026;3;32;2
https://www.vivoscuola.it/content/view/full/29699;2025/2026;4;41;2
https://www.vivoscuola.it/content/view/full/29699;2025/2026;5;48;2
https://www.vivoscuola.it/content/view/full/29699;2024/2025;1;47;2
https://www.vivoscuola.it/content/view/full/29699;2024/2025;2;29;2
https://www.vivoscuola.it/content/view/full/29699;2024/2025;3;41;2
https://www.vivoscuola.it/content/view/full/29699;2024/2025;4;49;2
https://www.vivoscuola.it/content/view/full/29699;2024/2025;5;38;2
https://www.vivoscuola.it/content/view/full/29699;2023/2024;1;28;2
https://www.vivoscuola.it/content/view/full/29699;2023/2024;2;40;2
https://www.vivoscuola.it/content/view/full/29699;2023/2024;3;49;2
https://www.vivoscuola.it/content/view/full/29699;2023/2024;4;38;2
https://www.vivoscuola.it/content/view/full/29699;2023/2024;5;43;2
https://www.vivoscuola.it/content/view/full/29702;2025/2026;1;168;8
https://www.vivoscuola.it/content/view/full/29702;2025/2026;2;164;8
https://www.vivoscuola.it/content/view/full/29702;2025/2026;3;174;8
https://www.vivoscuola.it/content/view/full/29702;2024/2025;1;170;8
https://www.vivoscuola.it/content/view/full/29702;2024/2025;2;176;8
https://www.vivoscuola.it/content/view/full/29702;2024/2025;3;159;7
https://www.vivoscuola.it/content/view/full/29702;2023/2024;1;172;8
https://www.vivoscuola.it/content/view/full/29702;2023/2024;2;161;7
https://www.vivoscuola.it/content/view/full/29702;2023/2024;3;189;9
https://www.vivoscuola.it/content/view/full/29700;2025/2026;1;56;3
https://www.vivoscuola.it/content/view/full/29700;2025/2026;2;60;3
https://www.vivoscuola.it/content/view/full/29700;2025/2026;3;61;3
https://www.vivoscuola.it/content/view/full/29700;2025/2026;4;64;3
https://www.vivoscuola.it/content/view/full/29700;2025/2026;5;67;3
https://www.vivoscuola.it/content/view/full/29700;2024/2025;1;60;3
https://www.vivoscuola.it/content/view/full/29700;2024/2025;2;59;3
https://www.vivoscuola.it/content/view/full/29700;2024/2025;3;62;3
https://www.vivoscuola.it/content/view/full/29700;2024/2025;4;66;3
https://www.vivoscuola.it/content/view/full/29700;2024/2025;5;65;3
https://www.vivoscuola.it/content/view/full/29700;2023/2024;1;58;3
https://www.vivoscuola.it/content/view/full/29700;2023/2024;2;62;3
https://www.vivoscuola.it/content/view/full/29700;2023/2024;3;69;3
https://www.vivoscuola.it/content/view/full/29700;2023/2024;4;66;3
https://www.vivoscuola.it/content/view/full/29700;2023/2024;5;64;3
https://www.vivoscuola.it/content/view/full/30206;2025/2026;0;55;0
https://www.vivoscuola.it/content/view/full/30206;2024/2025;0;44;0
https://www.vivoscuola.it/content/view/full/30206;2023/2024;0;41;0
https://www.vivoscuola.it/content/view/full/29948;2025/2026;0;61;0
https://www.vivoscuola.it/content/view/full/29948;2024/2025;0;73;0
https://www.vivoscuola.it/content/view/full/29948;2023/2024;0;72;0
https://www.vivoscuola.it/content/view/full/30122;2025/2026;0;22;0
https://www.vivoscuola.it/content/view/full/30122;2024/2025;0;29;0
https://www.vivoscuola.it/content/view/full/30122;2023/2024;0;38;0
https://www.vivoscuola.it/content/view/full/30136;2025/2026;0;13;0
https://www.vivoscuola.it/content/view/full/30136;2024/2025;0;17;0
https://www.vivoscuola.it/content/view/full/30136;2023/2024;0;21;0
https://www.vivoscuola.it/content/view/full/30174;2025/2026;0;28;0
https://www.vivoscuola.it/content/view/full/30174;2024/2025;0;32;0
https://www.vivoscuola.it/content/view/full/30174;2023/2024;0;32;0
https://www.vivoscuola.it/content/view/full/30104;2025/2026;0;81;0
https://www.vivoscuola.it/content/view/full/30104;2024/2025;0;89;0
https://www.vivoscuola.it/content/view/full/30104;2023/2024;0;70;0
https://www.vivoscuola.it/content/view/full/30134;2025/2026;0;43;0
https://www.vivoscuola.it/content/view/full/30134;2024/2025;0;42;0
https://www.vivoscuola.it/content/view/full/30134;2023/2024;0;37;0
https://www.vivoscuola.it/content/view/full/30090;2025/2026;0;82;0
https://www.vivoscuola.it/content/view/full/30090;2024/2025;0;86;0
https://www.vivoscuola.it/content/view/full/30090;2023/2024;0;83;0
https://www.vivoscuola.it/content/view/full/63289;2025/2026;1;40;2
https://www.vivoscuola.it/content/view/full/63289;2025/2026;2;39;2
https://www.vivoscuola.it/content/view/full/63289;2025/2026;3;34;2
https://www.vivoscuola.it/content/view/full/63289;2025/2026;4;35;2
https://www.vivoscuola.it/content/view/full/63289;2025/2026;5;36;2
https://www.vivoscuola.it/content/view/full/63289;2024/2025;1;39;2
https://www.vivoscuola.it/content/view/full/63289;2024/2025;2;34;2
https://www.vivoscuola.it/content/view/full/63289;2024/2025;3;34;2
https://www.vivoscuola.it/content/view/full/63289;2024/2025;4;37;2
https://www.vivoscuola.it/content/view/full/63289;2024/2025;5;33;2
https://www.vivoscuola.it/content/view/full/63289;2023/2024;1;34;2
https://www.vivoscuola.it/content/view/full/63289;2023/2024;2;33;2
https://www.vivoscuola.it/content/view/full/63289;2023/2024;3;37;2
https://www.vivoscuola.it/content/view/full/63289;2023/2024;4;33;2
https://www.vivoscuola.it/content/view/full/63289;2023/2024;5;35;2
https://www.vivoscuola.it/content/view/full/29974;2025/2026;0;60;0
https://www.vivoscuola.it/content/view/full/29974;2024/2025;0;62;0
https://www.vivoscuola.it/content/view/full/29974;2023/2024;0;67;0
https://www.vivoscuola.it/content/view/full/30058;2025/2026;0;160;0
https://www.vivoscuola.it/content/view/full/30058;2024/2025;0;167;0
https://www.vivoscuola.it/content/view/full/30058;2023/2024;0;169;0
https://www.vivoscuola.it/content/view/full/65577;2025/2026;1;34;2
https://www.vivoscuola.it/content/view/full/65577;2025/2026;2;38;2
https://www.vivoscuola.it/content/view/full/65577;2025/2026;3;37;2
https://www.vivoscuola.it/content/view/full/65577;2024/2025;1;39;2
https://www.vivoscuola.it/content/view/full/65577;2024/2025;2;37;2
https://www.vivoscuola.it/content/view/full/65577;2024/2025;3;38;2
https://www.vivoscuola.it/content/view/full/65577;2023/2024;1;35;2
https://www.vivoscuola.it/content/view/full/65577;2023/2024;2;34;2
https://www.vivoscuola.it/content/view/full/65577;2023/2024;3;46;2
https://www.vivoscuola.it/content/view/full/30140;2025/2026;0;18;0
https://www.vivoscuola.it/content/view/full/30140;2024/2025;0;24;0
https://www.vivoscuola.it/content/view/full/30140;2023/2024;0;26;0
https://www.vivoscuola.it/content/view/full/29575;2025/2026;1;63;3
https://www.vivoscuola.it/content/view/full/29575;2025/2026;2;68;3
https://www.vivoscuola.it/content/view/full/29575;2025/2026;3;74;4
https://www.vivoscuola.it/content/view/full/29575;2025/2026;4;59;3
https://www.vivoscuola.it/content/view/full/29575;2025/2026;5;65;3
https://www.vivoscuola.it/content/view/full/29575;2024/2025;1;66;3
https://www.vivoscuola.it/content/view/full/29575;2024/2025;2;74;4
https://www.vivoscuola.it/content/view/full/29575;2024/2025;3;59;3
https://www.vivoscuola.it/content/view/full/29575;2024/2025;4;70;3
https://www.vivoscuola.it/content/view/full/29575;2024/2025;5;63;3
https://www.vivoscuola.it/content/view/full/29575;2023/2024;1;78;4
https://www.vivoscuola.it/content/view/full/29575;2023/2024;2;59;3
https://www.vivoscuola.it/content/view/full/29575;2023/2024;3;69;3
https://www.vivoscuola.it/content/view/full/29575;2023/2024;4;63;3
https://www.vivoscuola.it/content/view/full/29575;2023/2024;5;101;5
https://www.vivoscuola.it/content/view/full/30214;2025/2026;0;71;0
https://www.vivoscuola.it/content/view/full/30214;2024/2025;0;74;0
https://www.vivoscuola.it/content/view/full/30214;2023/2024;0;79;0
https://www.vivoscuola.it/content/view/full/29574;2025/2026;1;18;1
https://www.vivoscuola.it/content/view/full/29574;2025/2026;2;18;1
https://www.vivoscuola.it/content/view/full/29574;2025/2026;3;21;1
https://www.vivoscuola.it/content/view/full/29574;2025/2026;4;26;2
https://www.vivoscuola.it/content/view/full/29574;2025/2026;5;15;1
https://www.vivoscuola.it/content/view/full/29574;2024/2025;1;18;1
https://www.vivoscuola.it/content/view/full/29574;2024/2025;2;21;1
https://www.vivoscuola.it/content/view/full/29574;2024/2025;3;27;2
https://www.vivoscuola.it/content/view/full/29574;2024/2025;4;15;1
https://www.vivoscuola.it/content/view/full/29574;2024/2025;5;27;2
https://www.vivoscuola.it/content/view/full/29574;2023/2024;1;21;1
https://www.vivoscuola.it/content/view/full/29574;2023/2024;2;27;2
https://www.vivoscuola.it/content/view/full/29574;2023/2024;3;15;1
https://www.vivoscuola.it/content/view/full/29574;2023/2024;4;27;2
https://www.vivoscuola.it/content/view/full/29574;2023/2024;5;22;1
https://www.vivoscuola.it/content/view/full/30082;2025/2026;0;35;0
https://www.vivoscuola.it/content/view/full/30082;2024/2025;0;39;0
https://www.vivoscuola.it/content/view/full/30082;2023/2024;0;43;0
https://www.vivoscuola.it/content/view/full/29576;2025/2026;1;18;1
https://www.vivoscuola.it/content/view/full/29576;2025/2026;2;20;1
https://www.vivoscuola.it/content/view/full/29576;2025/2026;3;23;1
https://www.vivoscuola.it/content/view/full/29576;2025/2026;4;14;1
https://www.vivoscuola.it/content/view/full/29576;2025/2026;5;20;1
https://www.vivoscuola.it/content/view/full/29576;2024/2025;1;19;1
https://www.vivoscuola.it/content/view/full/29576;2024/2025;2;23;1
https://www.vivoscuola.it/content/view/full/29576;2024/2025;3;14;1
https://www.vivoscuola.it/content/view/full/29576;2024/2025;4;18;1
https://www.vivoscuola.it/content/view/full/29576;2024/2025;5;21;1
https://www.vivoscuola.it/content/view/full/29576;2023/2024;1;23;1
https://www.vivoscuola.it/content/view/full/29576;2023/2024;2;13;1
https://www.vivoscuola.it/content/view/full/29576;2023/2024;3;20;1
https://www.vivoscuola.it/content/view/full/29576;2023/2024;4;21;1
https://www.vivoscuola.it/content/view/full/29576;2023/2024;5;14;1
https://www.vivoscuola.it/content/view/full/29577;2025/2026;1;114;5
https://www.vivoscuola.it/content/view/full/29577;2025/2026;2;139;6
https://www.vivoscuola.it/content/view/full/29577;2025/2026;3;111;5
https://www.vivoscuola.it/content/view/full/29577;2024/2025;1;142;6
https://www.vivoscuola.it/content/view/full/29577;2024/2025;2;106;5
https://www.vivoscuola.it/content/view/full/29577;2024/2025;3;130;6
https://www.vivoscuola.it/content/view/full/29577;2023/2024;1;105;5
https://www.vivoscuola.it/content/view/full/29577;2023/2024;2;128;6
https://www.vivoscuola.it/content/view/full/29577;2023/2024;3;130;6
https://www.vivoscuola.it/content/view/full/30126;2025/2026;0;19;0
https://www.vivoscuola.it/content/view/full/30126;2024/2025;0;18;0
https://www.vivoscuola.it/content/view/full/30126;2023/2024;0;16;0
https://www.vivoscuola.it/content/view/full/29830;2025/2026;1;14;1
https://www.vivoscuola.it/content/view/full/29830;2025/2026;2;9;1
https://www.vivoscuola.it/content/view/full/29830;2025/2026;3;17;1
https://www.vivoscuola.it/content/view/full/29830;2025/2026;4;8;1
https://www.vivoscuola.it/content/view/full/29830;2025/2026;5;6;1
https://www.vivoscuola.it/content/view/full/29830;2024/2025;1;9;1
https://www.vivoscuola.it/content/view/full/29830;2024/2025;2;17;1
https://www.vivoscuola.it/content/view/full/29830;2024/2025;3;8;1
https://www.vivoscuola.it/content/view/full/29830;2024/2025;4;6;1
https://www.vivoscuola.it/content/view/full/29830;2024/2025;5;13;1
https://www.vivoscuola.it/content/view/full/29830;2023/2024;1;18;1
https://www.vivoscuola.it/content/view/full/29830;2023/2024;2;7;1
https://www.vivoscuola.it/content/view/full/29830;2023/2024;3;5;1
https://www.vivoscuola.it/content/view/full/29830;2023/2024;4;12;1
https://www.vivoscuola.it/content/view/full/29830;2023/2024;5;23;1
https://www.vivoscuola.it/content/view/full/30034;2025/2026;0;54;0
https://www.vivoscuola.it/content/view/full/30034;2024/2025;0;51;0
https://www.vivoscuola.it/content/view/full/30034;2023/2024;0;59;0
https://www.vivoscuola.it/content/view/full/29831;2025/2026;1;23;1
https://www.vivoscuola.it/content/view/full/29831;2025/2026;2;27;1
https://www.vivoscuola.it/content/view/full/29831;2025/2026;3;16;1
https://www.vivoscuola.it/content/view/full/29831;2024/2025;1;27;1
https://www.vivoscuola.it/content/view/full/29831;2024/2025;2;16;1
https://www.vivoscuola.it/content/view/full/29831;2024/2025;3;24;1
https://www.vivoscuola.it/content/view/full/29831;2023/2024;1;15;1
https://www.vivoscuola.it/content/view/full/29831;2023/2024;2;24;1
https://www.vivoscuola.it/content/view/full/29831;2023/2024;3;24;1
https://www.vivoscuola.it/content/view/full/29238;2025/2026;1;14;1
https://www.vivoscuola.it/content/view/full/29238;2025/2026;2;17;1
https://www.vivoscuola.it/content/view/full/29238;2025/2026;3;13;1
https://www.vivoscuola.it/content/view/full/29238;2025/2026;4;14;1
https://www.vivoscuola.it/content/view/full/29238;2025/2026;5;20;1
https://www.vivoscuola.it/content/view/full/29238;2024/2025;1;19;1
https://www.vivoscuola.it/content/view/full/29238;2024/2025;2;18;1
https://www.vivoscuola.it/content/view/full/29238;2024/2025;3;14;1
https://www.vivoscuola.it/content/view/full/29238;2024/2025;4;20;1
https://www.vivoscuola.it/content/view/full/29238;2024/2025;5;12;1
https://www.vivoscuola.it/content/view/full/29238;2023/2024;1;19;1
https://www.vivoscuola.it/content/view/full/29238;2023/2024;2;16;1
https://www.vivoscuola.it/content/view/full/29238;2023/2024;3;22;1
https://www.vivoscuola.it/content/view/full/29238;2023/2024;4;12;1
https://www.vivoscuola.it/content/view/full/29238;2023/2024;5;15;1
https://www.vivoscuola.it/content/view/full/29240;2025/2026;1;48;4
https://www.vivoscuola.it/content/view/full/29240;2025/2026;2;57;5
https://www.vivoscuola.it/content/view/full/29240;2025/2026;3;69;5
https://www.vivoscuola.it/content/view/full/29240;2024/2025;1;58;5
https://www.vivoscuola.it/content/view/full/29240;2024/2025;2;70;5
https://www.vivoscuola.it/content/view/full/29240;2024/2025;3;65;5
https://www.vivoscuola.it/content/view/full/29240;2023/2024;1;72;5
https://www.vivoscuola.it/content/view/full/29240;2023/2024;2;69;5
https://www.vivoscuola.it/content/view/full/29240;2023/2024;3;74;5
https://www.vivoscuola.it/content/view/full/30088;2025/2026;0;36;0
https://www.vivoscuola.it/content/view/full/30088;2024/2025;0;37;0
https://www.vivoscuola.it/content/view/full/30088;2023/2024;0;35;0
https://www.vivoscuola.it/content/view/full/29551;2025/2026;1;26;2
https://www.vivoscuola.it/content/view/full/29551;2025/2026;2;20;1
https://www.vivoscuola.it/content/view/full/29551;2025/2026;3;18;1
https://www.vivoscuola.it/content/view/full/29551;2025/2026;4;24;1
https://www.vivoscuola.it/content/view/full/29551;2025/2026;5;14;1
https://www.vivoscuola.it/content/view/full/29551;2024/2025;1;19;1
https://www.vivoscuola.it/content/view/full/29551;2024/2025;2;18;1
https://www.vivoscuola.it/content/view/full/29551;2024/2025;3;23;1
https://www.vivoscuola.it/content/view/full/29551;2024/2025;4;13;1
https://www.vivoscuola.it/content/view/full/29551;2024/2025;5;23;1
https://www.vivoscuola.it/content/view/full/29551;2023/2024;1;19;1
https://www.vivoscuola.it/content/view/full/29551;2023/2024;2;22;1
https://www.vivoscuola.it/content/view/full/29551;2023/2024;3;13;1
https://www.vivoscuola.it/content/view/full/29551;2023/2024;4;22;1
https://www.vivoscuola.it/content/view/full/29551;2023/2024;5;13;1
https://www.vivoscuola.it/content/view/full/29239;2025/2026;1;16;1
https://www.vivoscuola.it/content/view/full/29239;2025/2026;2;17;1
https://www.vivoscuola.it/content/view/full/29239;2025/2026;3;16;1
https://www.vivoscuola.it/content/view/full/29239;2025/2026;4;21;1
https://www.vivoscuola.it/content/view/full/29239;2025/2026;5;25;1
https://www.vivoscuola.it/content/view/full/29239;2024/2025;1;17;1
