vivoscuola school link;academic year;school year;admission rate
https://www.vivoscuola.it/content/view/full/29739;2024/2025;3;94.73684210526315
https://www.vivoscuola.it/content/view/full/29737;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29737;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29737;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29737;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29737;2023/2024;2;96.55172413793103
https://www.vivoscuola.it/content/view/full/29737;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29737;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29737;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29737;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29699;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29699;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29699;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29699;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29699;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29699;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29699;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29699;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29699;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29699;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29699;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29699;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29699;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29699;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29699;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29702;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29702;2022/2023;2;99.46236559139786
https://www.vivoscuola.it/content/view/full/29702;2022/2023;3;99.40476190476191
https://www.vivoscuola.it/content/view/full/29702;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29702;2023/2024;2;99.36305732484077
https://www.vivoscuola.it/content/view/full/29702;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29702;2024/2025;1;98.7878787878788
https://www.vivoscuola.it/content/view/full/29702;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29702;2024/2025;3;97.40259740259741
https://www.vivoscuola.it/content/view/full/29700;2022/2023;1;96.61016949152543
https://www.vivoscuola.it/content/view/full/29700;2022/2023;2;97.10144927536231
https://www.vivoscuola.it/content/view/full/29700;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29700;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29700;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29700;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29700;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29700;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29700;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29700;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29700;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29700;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29700;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29700;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29700;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/63289;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/63289;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/63289;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/63289;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/63289;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/63289;2023/2024;1;97.05882352941177
https://www.vivoscuola.it/content/view/full/63289;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/63289;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/63289;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/63289;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/63289;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/63289;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/63289;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/63289;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/63289;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/65577;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/65577;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/65577;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/65577;2023/2024;1;94.28571428571428
https://www.vivoscuola.it/content/view/full/65577;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/65577;2023/2024;3;97.77777777777777
https://www.vivoscuola.it/content/view/full/65577;2024/2025;1;94.87179487179486
https://www.vivoscuola.it/content/view/full/65577;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/65577;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29575;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29575;2022/2023;2;98.57142857142858
https://www.vivoscuola.it/content/view/full/29575;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29575;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29575;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29575;2023/2024;1;98.7012987012987
https://www.vivoscuola.it/content/view/full/29575;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29575;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29575;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29575;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29575;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29575;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29575;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29575;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29575;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29574;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29574;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29574;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29574;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29574;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29574;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29574;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29574;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29574;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29574;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29574;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29574;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29574;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29574;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29574;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29576;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29576;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29576;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29576;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29576;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29576;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29576;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29576;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29576;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29576;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29576;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29576;2024/2025;2;95.65217391304348
https://www.vivoscuola.it/content/view/full/29576;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29576;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29576;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29577;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29577;2022/2023;2;99.2248062015504
https://www.vivoscuola.it/content/view/full/29577;2022/2023;3;99.10714285714286
https://www.vivoscuola.it/content/view/full/29577;2023/2024;1;99.04761904761905
https://www.vivoscuola.it/content/view/full/29577;2023/2024;2;99.20634920634922
https://www.vivoscuola.it/content/view/full/29577;2023/2024;3;99.23076923076923
https://www.vivoscuola.it/content/view/full/29577;2024/2025;1;98.57142857142858
https://www.vivoscuola.it/content/view/full/29577;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29577;2024/2025;3;98.46153846153847
https://www.vivoscuola.it/content/view/full/29830;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29830;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29830;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29830;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29830;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29830;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29830;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29830;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29830;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29830;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29830;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29830;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29830;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29830;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29830;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29831;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29831;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29831;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29831;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29831;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29831;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29831;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29831;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29831;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29238;2022/2023;1;88.23529411764706
https://www.vivoscuola.it/content/view/full/29238;2022/2023;2;95.23809523809523
https://www.vivoscuola.it/content/view/full/29238;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29238;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29238;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29238;2023/2024;1;87.5
https://www.vivoscuola.it/content/view/full/29238;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29238;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29238;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29238;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29238;2024/2025;1;94.73684210526315
https://www.vivoscuola.it/content/view/full/29238;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29238;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29238;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29238;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29240;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29240;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29240;2022/2023;3;98.4375
https://www.vivoscuola.it/content/view/full/29240;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29240;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29240;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29240;2024/2025;1;98.24561403508771
https://www.vivoscuola.it/content/view/full/29240;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29240;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29551;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29551;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29551;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29551;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29551;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29551;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29551;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29551;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29551;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29551;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29551;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29551;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29551;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29551;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29551;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29239;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29239;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29239;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29239;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29239;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29239;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29239;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29239;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29239;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29239;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29239;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29239;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29239;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29239;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29239;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29552;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29552;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29552;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29552;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29552;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29552;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29552;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29552;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29552;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29552;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29552;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29552;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29552;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29552;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29552;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29556;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29556;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29556;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29556;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29556;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29556;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29556;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29556;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29556;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29556;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29556;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29556;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29556;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29556;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29556;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29553;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29553;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29553;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29553;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29553;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29553;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29553;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29553;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29553;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29553;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29553;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29553;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29553;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29553;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29553;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29555;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29555;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29555;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29555;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29555;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29555;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29555;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29555;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29555;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29555;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29555;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29555;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29555;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29555;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29555;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29554;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29554;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29554;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29554;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29554;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29554;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29554;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29554;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29554;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29554;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29554;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29554;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29554;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29554;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29554;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29557;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29557;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29557;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29557;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29557;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29557;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29557;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29557;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29557;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29557;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29557;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29557;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29557;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29557;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29557;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29559;2022/2023;1;98.11320754716981
https://www.vivoscuola.it/content/view/full/29559;2022/2023;2;97.22222222222221
https://www.vivoscuola.it/content/view/full/29559;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29559;2023/2024;1;94.73684210526315
https://www.vivoscuola.it/content/view/full/29559;2023/2024;2;98.11320754716981
https://www.vivoscuola.it/content/view/full/29559;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29559;2024/2025;1;97.22222222222221
https://www.vivoscuola.it/content/view/full/29559;2024/2025;2;91.8918918918919
https://www.vivoscuola.it/content/view/full/29559;2024/2025;3;94.33962264150944
https://www.vivoscuola.it/content/view/full/29560;2022/2023;1;93.90243902439023
https://www.vivoscuola.it/content/view/full/29560;2022/2023;2;96.25
https://www.vivoscuola.it/content/view/full/29560;2022/2023;3;98.86363636363636
https://www.vivoscuola.it/content/view/full/29560;2023/2024;1;96.15384615384616
https://www.vivoscuola.it/content/view/full/29560;2023/2024;2;95.0
https://www.vivoscuola.it/content/view/full/29560;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29560;2024/2025;1;97.10144927536231
https://www.vivoscuola.it/content/view/full/29560;2024/2025;2;97.46835443037975
https://www.vivoscuola.it/content/view/full/29560;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29558;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29558;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29558;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29558;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29558;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29558;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29558;2023/2024;2;92.85714285714286
https://www.vivoscuola.it/content/view/full/29558;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29558;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29558;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29558;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29558;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29558;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29558;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29558;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29423;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29423;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29423;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29423;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29423;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29423;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29423;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29423;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29423;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29423;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29423;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29423;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29423;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29423;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29423;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29422;2022/2023;1;98.38709677419355
https://www.vivoscuola.it/content/view/full/29422;2022/2023;2;97.1830985915493
https://www.vivoscuola.it/content/view/full/29422;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29422;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29422;2022/2023;5;98.38709677419355
https://www.vivoscuola.it/content/view/full/29422;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29422;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29422;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29422;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29422;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29422;2024/2025;1;98.18181818181819
https://www.vivoscuola.it/content/view/full/29422;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29422;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29422;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29422;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29424;2022/2023;1;96.62921348314607
https://www.vivoscuola.it/content/view/full/29424;2022/2023;2;95.65217391304348
https://www.vivoscuola.it/content/view/full/29424;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29424;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29424;2023/2024;2;97.75280898876404
https://www.vivoscuola.it/content/view/full/29424;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29424;2024/2025;1;98.79518072289156
https://www.vivoscuola.it/content/view/full/29424;2024/2025;2;96.0
https://www.vivoscuola.it/content/view/full/29424;2024/2025;3;97.61904761904762
https://www.vivoscuola.it/content/view/full/29848;2022/2023;1;82.79569892473118
https://www.vivoscuola.it/content/view/full/29848;2022/2023;2;84.21052631578947
https://www.vivoscuola.it/content/view/full/29848;2022/2023;3;86.36363636363636
https://www.vivoscuola.it/content/view/full/29848;2022/2023;4;90.9090909090909
https://www.vivoscuola.it/content/view/full/29848;2022/2023;5;93.44262295081968
https://www.vivoscuola.it/content/view/full/29848;2023/2024;1;76.63551401869158
https://www.vivoscuola.it/content/view/full/29848;2023/2024;2;86.36363636363636
https://www.vivoscuola.it/content/view/full/29848;2023/2024;3;91.04477611940298
https://www.vivoscuola.it/content/view/full/29848;2023/2024;4;89.83050847457628
https://www.vivoscuola.it/content/view/full/29848;2023/2024;5;95.71428571428572
https://www.vivoscuola.it/content/view/full/29848;2024/2025;1;75.96153846153845
https://www.vivoscuola.it/content/view/full/29848;2024/2025;2;83.33333333333334
https://www.vivoscuola.it/content/view/full/29848;2024/2025;3;92.40506329113924
https://www.vivoscuola.it/content/view/full/29848;2024/2025;4;93.93939393939394
https://www.vivoscuola.it/content/view/full/29848;2024/2025;5;96.22641509433963
https://www.vivoscuola.it/content/view/full/29847;2022/2023;1;0.0
https://www.vivoscuola.it/content/view/full/29847;2022/2023;2;0.0
https://www.vivoscuola.it/content/view/full/29847;2022/2023;3;78.57142857142857
https://www.vivoscuola.it/content/view/full/29847;2023/2024;1;0.0
https://www.vivoscuola.it/content/view/full/29847;2023/2024;2;0.0
https://www.vivoscuola.it/content/view/full/29847;2023/2024;3;61.53846153846154
https://www.vivoscuola.it/content/view/full/29847;2024/2025;1;0.0
https://www.vivoscuola.it/content/view/full/29847;2024/2025;2;0.0
https://www.vivoscuola.it/content/view/full/29847;2024/2025;3;75.0
https://www.vivoscuola.it/content/view/full/29849;2022/2023;1;0.0
https://www.vivoscuola.it/content/view/full/29849;2022/2023;2;71.42857142857143
https://www.vivoscuola.it/content/view/full/29849;2022/2023;3;35.0
https://www.vivoscuola.it/content/view/full/29849;2022/2023;4;40.0
https://www.vivoscuola.it/content/view/full/29849;2022/2023;5;57.14285714285714
https://www.vivoscuola.it/content/view/full/29849;2023/2024;1;0.0
https://www.vivoscuola.it/content/view/full/29849;2023/2024;2;16.666666666666664
https://www.vivoscuola.it/content/view/full/29849;2023/2024;3;37.5
https://www.vivoscuola.it/content/view/full/29849;2023/2024;4;75.0
https://www.vivoscuola.it/content/view/full/29849;2023/2024;5;83.33333333333334
https://www.vivoscuola.it/content/view/full/29849;2024/2025;1;0.0
